"prompt","response","domain"
"Chuyển khoản nhầm cho kẻ lừa đảo thì có đòi lại được không?","Báo ngay ngân hàng trong vòng 24 giờ để họ phong tỏa tài khoản nhận và hỗ trợ khiếu nại. Nếu người nhận đã rút tiền thì khó thu hồi, ngân hàng chỉ đứng ra phối hợp cùng công an. Không có cơ chế bảo hiểm cho chuyển khoản bị lừa nên phải kiểm tra kỹ thông tin trước khi gửi.","casual"
"Quét mã QR trả tiền có an toàn không?","An toàn nếu bạn quét mã đặt tại quầy đúng cửa hàng và kiểm tra tên người nhận khớp trước khi bấm xác nhận. Nguy hiểm khi quét mã dán thay thế hoặc mã gửi qua mạng xã hội. Mã QR chỉ chứa thông tin tài khoản, nó không đọc được dữ liệu trong máy bạn đâu.","casual"
"Ví điện tử nào dùng phổ biến nhất ở Việt Nam?","MoMo, ZaloPay, VNPay và ShopeePay là bốn cái phổ biến nhất hiện nay. MoMo và ZaloPay mạnh về thanh toán hóa đơn, chuyển tiền và khuyến mãi; VNPay phổ biến ở mảng quét QR ngân hàng. Mở một cái quen thuộc nhất, đừng rải tiền ra nhiều ví làm rối việc quản lý.","casual"
"Chuyển tiền quốc tế ra nước ngoài cần những gì?","Cần CCCD, tên và số tài khoản người nhận kèm mã SWIFT của ngân hàng nước ngoài. Lên chi nhánh kê khai mục đích chuyển tiền hoặc dùng app nếu ngân hàng hỗ trợ. Hạn mức chuyển mỗi năm có giới hạn, tiền tới nơi sau 1–5 ngày tùy ngân hàng trung gian.","casual"
"Phí ẩn khi chuyển tiền quốc tế là gì?","Ngân hàng trung gian chặn một khoản phí trên đường chuyển nên người nhận nhận ít hơn số bạn gửi. Ngoài ra tỷ giá quy đổi có chênh lệch vài phần trăm so với tỷ giá thị trường. Hỏi ngân hàng chọn dịch vụ để bạn trả toàn bộ phí, người nhận nhận đủ số, dù đắt hơn một chút.","casual"
"Chuyển nhầm số tài khoản thì làm sao đòi lại tiền?","Gọi ngân hàng ngay, cung cấp mã giao dịch và số tài khoản nhận để họ liên hệ phía bên kia hỗ trợ hoàn tiền. Nếu người nhận ở ngân hàng khác thì quy trình chậm hơn vài ngày. Không có quy định bắt buộc trả lại, nhưng phần lớn trường hợp chuyển nhầm đều thu hồi được nếu báo sớm.","casual"
"Thanh toán online có nên lưu thẻ trong app không?","Không nên, nhất là với thẻ tín dụng. Mỗi lần nhập thông tin thẻ sẽ giảm rủi ro khi app hay máy bị xâm nhập. Nếu phải lưu thì bật xác thực OTP và khóa chức năng thanh toán online khi không dùng. Một lần bị lộ là mất sạch tiền trong tài khoản.","casual"
"Chuyển tiền qua số điện thoại bằng NAPAS 247 hoạt động thế nào?","Chỉ cần nhập số điện thoại người nhận, hệ thống ánh xạ với tài khoản ngân hàng họ đã đăng ký liên kết, tiền về tức thì 24/7 không phụ thuộc giờ hành chính. Phí rất thấp hoặc miễn phí. Đảm bảo số điện thoại đúng chính chủ kẻo chuyển nhầm cho người lạ.","casual"
"Chuyển tiền online qua app ngân hàng bị tính phí thế nào?","Nội bộ cùng ngân hàng miễn phí. Chuyển liên ngân hàng qua NAPAS thường mất khoảng 1.000–10.000 đồng tùy gói dịch vụ bạn chọn. Nhiều ngân hàng miễn phí nếu tài khoản đạt điều kiện giao dịch mỗi tháng. Đọc kỹ bảng phí trên app trước khi gửi để không bị bất ngờ.","casual"
"Bị trừ tiền lạ trong tài khoản thì xử lý sao cho nhanh?","Kiểm tra sao kê xác định giao dịch, nếu không phải mình thực hiện thì khóa thẻ và đổi mật khẩu app ngay. Gọi hotline ngân hàng khiếu nại trong vòng 24 giờ, giữ mã giao dịch làm bằng chứng. Ngân hàng có vài ngày điều tra, nếu xác nhận gian lận sẽ hoàn tiền cho bạn.","casual"
