"prompt","response",casual
"Mở quán cà phê cần vốn tối thiểu bao nhiêu?","Ở quận trung tâm thành phố, quán nhỏ tầm ba mươi bốn mươi mét vuông, vốn tối thiểu khoảng một trăm năm mươi đến ba trăm triệu cho mặt bằng cọc, cơi nới sửa sang, máy móc, nguyên vật liệu đầu tiên. Quán vỉa hè đơn giản thì rẻ hơn, vài chục triệu cũng mở được. Nhưng nhớ dự phòng ba tháng tiền mặt bằng và lương nhân viên, vì quán mới thường lỗ mấy tháng đầu.",casual
"Chọn địa điểm mở quán cà phê thế nào cho chuẩn?","Đừng mê chỗ đông xe mà chủ quan. Xem người đi bộ có nhiều không, dân quanh đó có thu nhập ra sao, có văn phòng trường học gần không. Hẻm nhỏ nhưng có cộng đồng văn phòng thì vẫn sống tốt. Mặt tiền đường lớn đắt đỏ nhưng khách chỉ lướt qua thì chết. Đi khảo sát ba khung giờ: sáng, trưa, chiều tối, đếm lượng người qua lại. Chọn chỗ hợp khách hàng của mình chứ không phải hợp mình.",casual
"Mở quán cà phê nên đầu tư máy pha espresso hay cứ phin cho khỏe?","Tùy hướng đi. Phin thì vốn rẻ, nguyên liệu đơn giản, đúng gu người Việt, nhưng khó tăng giá. Máy espresso thì tốn năm mươi đến ba trăm triệu, cần người biết vận hành, nhưng thêm được dòng latte capuchino bán giá cao. Thực tế nhất là quán nhỏ mở bằng phin trước, kiếm tiền dần rồi nâng cấp máy sau. Đừng ôm nợ máy xịn khi chưa có khách quen.",casual
"Thực đơn quán cà phê mới mở nên có những gì?","Đừng ôm đồm mấy chục món. Bắt đầu với mười đến mười lăm món: cà phê phin, bạc xỉu, cà phê sữa đá, vài món đá xay, trà chanh, trà đào, nước ép, và hai ba loại bánh ngọt bán sẵn. Chất lượng từng món phải ổn định hơn là nhiều món nhưng pha ẩu. Món nào bán chạy thì thêm biến thể, món ế thì cắt. Thực đơn ngắn dễ kiểm soát nguyên liệu, giảm hao hụt.",casual
"Cạnh tranh với quán cà phê đã có thương hiệu thì làm sao sống?","Đừng đánh trực diện bằng giá, đánh bằng sự khác biệt. Thương hiệu lớn mạnh ở chỗ quen thuộc và đồng nhất, còn quán nhỏ thắng bằng cá tính: cà phê ngon kiểu riêng, nhân viên thân thiện, không gian có chất riêng, khách quen được nhớ tên. Nuôi mảng khách hàng quanh quán, làm tốt từng ly, vài tháng là có lực lượng khách quen riêng. Nhỏ nhưng bền hơn to mà lạnh.",casual
"Làm sao biết món cà phê quán mình đang ngon hay dở?","Đừng tự uống rồi tự khen. Mời bạn bè uống và ghi nhận phản hồi thẳng, người lạ thì nhìn họ có uống hết ly không. Theo dõi món nào khách gọi lại nhiều, món nào để nguyên ly. Cà phê ngon là vị ổn định từ ngày này qua ngày khác, không hôm đậm hôm nhạt. Thử đặt mình là khách mới bước vào quán, nhìn quán mình bằng con mắt đó mỗi tuần một lần.",casual
"Mở quán cà phê vỉa hè có cần giấy phép gì không?","Cần, đừng tưởng vỉa hè là vô tư. Cần đăng ký hộ kinh doanh cá thể, đăng ký với phường nơi kinh doanh, và lưu ý quy định về lấn chiếm vỉa hè lòng đường, mỗi quận mỗi khác. Ngoài ra cần kiểm tra an toàn thực phẩm, khai báo nguồn gốc nguyên liệu. Nhiều quán mở đại rồi bị nhắc, bị phạt, thậm chí dẹp quán. Hỏi phường trước một lần, mất công chút nhưng yên thân cả đời.",casual
"Thuê mặt bằng mở quán cà phê cần lưu ý gì?","Đọc kỹ hợp đồng, nhớ đòi cọc và ghi rõ điều khoản tăng giá, thời hạn, quyền đơn phương chấm dứt. Xem điện nước có đủ tải cho máy móc không, có được sửa sang cơi nới không. Hỏi chủ cho thuê xem trước đây mặt bằng kinh doanh gì, vì nếu từng là quán ăn thì xin giấy phép sau này dễ hơn. Đừng đặt cọc khi chưa xem giấy tờ nhà đất đầy đủ.",casual
"Quán cà phê mới mở làm sao có khách?","Ba tháng đầu đừng mong có lãi, nhiệm vụ là để người ta biết mình tồn tại. Đăng lên mạng xã hội hằng ngày, chụp ly cà phê đẹp, làm chương trình giảm giá mở cửa, phát tờ rơi cho văn phòng gần đó. Đừng bỏ phí khách đầu tiên: uống ngon, được chào đón, họ sẽ giới thiệu tiếp. Tập trung làm tốt chỗ quen, khách quen dắt khách mới, dần dần quán có tiếng.",casual
"Mở quán cà phê có phải là mơ ước dễ vỡ nợ không?","Không hẳn, nhưng xác suất thất bại của quán mới mở là rất cao, chủ yếu do chủ quán không tính được chi phí vận hành. Tiền cà phê gộp lại không đủ trả mặt bằng và lương nhân viên là chết. Muốn an toàn thì tính lời trên từng ly, kiểm soát hao hụt, đừng chạy theo việc trang trí cho đẹp mà quên đồng thu chi. Ai làm quán mà coi nó như cuộc chơi thì sớm muộn cũng vỡ.",casual
