"prompt","response","domain"
"Sút bóng mạnh và chính xác cần kỹ thuật gì?","Không cần mạnh hết sức. Chạy đà đúng hướng, chân trụ đặt cạnh bóng, chân sút đá vào phần giữa thân bóng bằng mu bàn chân. Cổ chân cố định, thân nghiêng tới trước để bóng đi thấp. Điểm quan trọng là sút đúng phần mu giữa, không phải mũi chân.","casual"
"Điều khiển bóng bằng lòng bàn chân sao cho chuẩn?","Khi nhận bóng, hạ hông, nhún nhẹ, mở lòng bàn chân về hướng bóng tới. Chạm bóng ở phần thịt phía dưới mắt cá, không phải đầu ngón chân. Lùi nhẹ chân theo chiều bóng để giảm lực. Luyện mỗi ngày tâng bóng và nhận bóng từ tường.","casual"
"Sân bóng đá 5 người có kích thước bao nhiêu?","Sân bóng đá mini 5 người thường dài khoảng 25-42 mét, rộng 16-25 mét theo tiêu chuẩn. Khung thành rộng 3 mét, cao 2 mét. Các sân thuê phổ biến ở Việt Nam thường rơi vào 25x15 hoặc 30x18 mét, có cỏ nhân tạo.","casual"
"Chạy chỗ nhưng vẫn đá không tới bóng trên sân, làm sao cải thiện?","Đó là vấn đề đọc bóng và di chuyển. Khi chưa có bóng, đừng đứng yên, luôn chạy tạo khoảng trống, quan sát đồng đội. Cải thiện bằng bài chạy nhanh 10-30 mét và tập nhận bóng chuyền sệt. Vị trí tốt hơn là sút mạnh.","casual"
"Mua vợt cầu lông đầu tiên nên chọn loại nào?","Chọn vợt nhẹ, khoảng 80-85 gram, cân bằng ở giữa, cán độ cỡ vừa. Đừng mua vợt siêu cứng hay siêu nặng. Căng lưới ở mức 22-24 lbs. Thương hiệu phổ biến: Yonex, Victor, Ashaway. Vợt tầm 1-2 triệu là đủ cho người mới.","casual"
"Sân cầu lông tiêu chuẩn đánh đôi rộng bao nhiêu mét?","Sân cầu lông tiêu chuẩn đánh đôi dài 13,4 mét, rộng 6,1 mét. Đánh đơn rộng 5,18 mét. Lưới cao 1,55 mét ở hai đầu, 1,524 mét ở giữa. Nhớ vạch sân đôi và đơn khác nhau, đừng nhầm khi đánh đôi.","casual"
"Chơi bóng đá giải trí cuối tuần, làm sao tăng sức bền để không hụt hơi?","Tăng sức bền bằng chạy bộ 2-3 buổi/tuần, mỗi buổi 20-40 phút, xen kẽ chạy nhanh chậm. Chơi bóng đừng lao hết sức phút đầu, giữ nhịp. Ngủ đủ và uống nước trước trận. Sau 2 tháng tập đều, hết hụt hơi là chuyện nhỏ.","casual"
"Đánh cầu lông tay hay mỏi vai, đau khuỷu tay, có phải kỹ thuật sai?","Đúng, thường do cầm vợt sai hoặc dồn lực vào cánh tay thay vì xoay hông và thân. Khi đánh cầu cao, xoay người trước, cánh tay thả lỏng, chỉ dùng lực chớp cổ tay khi chạm cầu. Đừng gồng hết sức đập cầu; sửa kỹ thuật trước khi nghĩ đến mạnh.","casual"
"Chơi cầu lông lâu năm mà không biết cắt cầu là gì, học sao?","Cắt cầu là đánh làm cầu xoáy, đổi nhịp rơi khiến đối thủ khó đỡ. Học từ đánh cầu thấp tay: chạm cầu ở phía dưới, lướt mặt vợt nghiêng từ trong ra ngoài để cầu xoáy. Luyện từng bước trước gương rồi ra sân, đánh nhẹ lấy cảm giác trước.","casual"
"Điều luật đá biên và phạt góc trong bóng đá cơ bản thế nào?","Bóng ra khỏi đường biên dọc thì đối phương ném biên bằng tay, hai chân chạm đất, bóng qua đầu. Ra khỏi đường biên ngang do đội phòng ngự chạm cuối thì đội tấn công đá phạt góc ở cột cờ. Do tấn công chạm cuối thì thủ môn phát bóng.","casual"
