"prompt","response","domain"
"Vay tiêu dùng tín chấp có những rủi ro gì?","Rủi ro lớn nhất là lãi suất cao, từ 15–30% một năm, nên nợ phình nhanh chỉ trong vài năm. Không trả được thì rơi vào nợ xấu, ghi vào lịch sử tín dụng khiến bạn khó vay sau này. Chỉ vay khi thu nhập ổn định và tính được kế hoạch trả đúng hạn.","casual"
"Trả góp điện thoại 0% thực chất có lợi hay hại?","0% trả góp thật sự là 0 nếu bạn trả đủ đúng hạn, chỉ có phí hồ sơ nhỏ. Nhưng nhiều nơi cộng lãi kín vào giá máy, lãi suất thực tế vượt 20% một năm. So sánh giá trả thẳng với giá trả góp, chênh lệch chính là chi phí thật. Trả trễ một kỳ là dính phạt nặng.","casual"
"Trả chậm thẻ tín dụng số tiền tối thiểu là bao nhiêu?","Thường là 5% tổng dư nợ hoặc tối thiểu vài trăm nghìn, tùy ngân hàng. Trả mức tối thiểu không bị phạt trễ hạn nhưng toàn bộ dư nợ còn lại sẽ bị tính lãi khoảng 20–30% một năm. Trả đủ dư nợ trước ngày đến hạn mới hưởng được thời gian miễn lãi.","casual"
"Nợ xấu nhóm 2 là gì và ảnh hưởng thế nào?","Nợ xấu nhóm 2 là nợ quá hạn 10–90 ngày, chưa quá nghiêm trọng nhưng đã bị ghi vào CIC. Có nợ nhóm 2 thì ngân hàng khác từ chối cho vay hoặc nâng lãi suất. Trả hết quá hạn thì nhóm nợ về mức tốt sau một thời gian, nhưng vết vẫn lưu vài năm trên hệ thống.","casual"
"Làm sao tránh bẫy của các app vay tiền nhanh?","Cảnh giác với lãi quảng cáo 0% nhưng phí thực tế đội lên vài trăm phần trăm một năm, kèm cảnh thu hồi nợ kiểu dọa dẫm. Chỉ vay ngân hàng hoặc công ty tài chính có giấy phép, lãi suất công khai đúng quy định. Đọc kỹ hợp đồng số tiền nhận và tổng phải trả trước khi đồng ý.","casual"
"Vay mua nhà nên chọn lãi suất cố định hay thả nổi?","Giai đoạn đầu ưu tiên lãi cố định 1–3 năm để chắc chắn khoản trả hàng tháng, sau đó mới thả nổi. Lãi thả nổi biến động theo thị trường, có thể tăng mạnh gây áp lực trả nợ. Hỏi kỹ mức lãi áp dụng sau giai đoạn ưu đãi, nhiều người sốc vì nhảy từ 8% lên hơn chục phần trăm.","casual"
"Nên vay tiền từ ngân hàng hay từ các app online?","Ngân hàng hoặc công ty tài chính có pháp nhân rõ ràng luôn an toàn hơn app nặc danh. App thường cộng thêm phí dịch vụ, phí thẩm định làm lãi thực tế gấp nhiều lần ngân hàng. Ngân hàng lãi cao hơn chút nhưng hồ sơ rõ ràng, không ai gọi điện dọa dẫm người thân khi bạn chậm trả.","casual"
"Từng bị nợ xấu thì bao lâu mới được vay tiếp?","Trả hết nợ và đợi CIC cập nhật, thường mất 3–6 tháng nợ mới về mức tốt. Ngân hàng vẫn xét nhưng khắt khe hơn, lãi suất cao hơn, hạn mức thấp hơn. Nợ xấu nhóm 4, 5 phải chờ tới 5 năm kể từ ngày trả xong mới sạch trên hệ thống tín dụng.","casual"
"Trả góp theo dư nợ giảm dần là gì?","Mỗi tháng bạn trả một phần gốc và lãi, gốc giảm dần nên lãi tháng sau tính trên số gốc còn lại, giảm theo. Vay 100 triệu trả trong 2 năm, tháng đầu lãi cao nhất, về cuối chỉ còn vài trăm nghìn. Cách này tổng lãi thấp hơn hẳn so với trả lãi đều cả kỳ hạn.","casual"
"Tôi cứ bị nợ nần chồng chất mãi, phải thoát thế nào?","Liệt kê toàn bộ khoản nợ kèm lãi suất, trả trước khoản lãi cao nhất rồi mới đến các khoản còn lại. Cắt mọi chi tiêu không thiết yếu, tìm thêm nguồn thu nhập phụ. Nếu quá sức thì thương lượng với chủ nợ xin gia hạn, đừng vay thêm để trả nợ cũ kẻo lún sâu hơn.","casual"
