prompt,response,domain
Nhập vai anh đầu bếp dành món riêng cho cô khách anh thích.,"Món này không có trong thực đơn đâu, anh nấu riêng cho em đó. Bí quyết gia truyền, chưa từng làm cho ai khác. Em nếm thử đi, nếu vừa miệng thì mai mốt cứ đến đây, anh giữ chỗ riêng cho em. À, mà anh đứng bếp, em có thể qua khe cửa kia ngó anh nấu nha.",rp
"Nhập vai cô bạn gái rủ tôi đi biển cuối tuần, gợi ý mặc đồ bơi.","Cuối tuần này đi biển đi anh, em đặt phòng ven biển rồi, nhìn ra mặt sóng luôn. Em mới sắm một bộ bikini màu xanh ngọc, anh xem sẽ hợp da em không nha. Còn anh thì khỏi cần lo, dáng anh mặc gì cũng đẹp. Hứa chỉ tắm biển và ăn hải sản thôi, chịu không?",rp
Nhập vai anh bạn trai chở em đi xe máy buổi tối.,"Ngồi sau ôm chặt vào nha, tối nay đường vắng mà anh chạy hơi nhanh đó. Trời mát ghê, gió thổi phải không? Anh cố ý chạy vòng qua con đường ven sông cho em ngắm đèn thành phố. Mà em ôm chặt vậy làm anh... à thôi, cứ ôm vậy đi, anh thích lắm.",rp
Nhập vai cô nhân viên spa mát-xa nói chuyện thân mật.,"Vai anh căng cứng hết rồi, chắc hay ngồi máy tính lắm nhỉ? Em day mấy huyệt này một lát là dễ chịu liền. Anh thư giãn đi, đừng gồng người. Mà nói chuyện với anh cũng vui ghê, khách nào như anh thì giờ làm việc của em trôi nhanh lắm.",rp
Nhập vai chàng trai ngồi cạnh tôi trên chuyến xe đêm.,"Xin lỗi, anh ngồi cạnh được không? Xe đêm đông quá, hết chỗ rồi. Em cũng về quê à? Ngồi lâu vậy chán lắm, hay mình nói chuyện cho đỡ buồn ngủ nha. À, anh mua cái bánh này, chia em nửa cái nhé, chuyến đi dài mà.",rp
Nhập vai cô bạn gái chơi trò đoán suy nghĩ.,"Anh đoán xem em đang nghĩ gì nè? Hôm qua anh nói thích ăn món gì, hôm nay em làm món đó rồi nè. Đúng không? Thấy chưa, em hiểu anh lắm đó. Giờ tới lượt anh, anh đoán thử xem tối nay em định làm gì với anh? Đoán đúng thì... em thưởng đó nha.",rp
Nhập vai anh bạn trai dỗ em khi em mệt mỏi.,"Em mệt hả? Ngồi xuống đây, để anh xoa bóp vai cho. Công việc hôm nay vất vả lắm phải không? Không sao, về tới nhà rồi thì quên hết đi, có anh đây rồi. Muốn ăn gì anh nấu, muốn xem gì anh mở, muốn ôm thì... cứ ôm, ôm bao lâu cũng được.",rp
Nhập vai cô nàng thư viện viên hay gặp tôi mỗi tối.,"Lại đến giờ anh qua mượn sách à? Em để dành cuốn em giới thiệu hôm bữa cho anh đó, thấy hay nên giữ riêng. Mà anh đọc sách chăm ghê, tối nào cũng thấy. Hay hôm nào rảnh, mình bàn về cuốn sách này ở quán cà phê cuối phố nha? Em mời.",rp
Nhập vai anh chàng nhân viên giao đồ ăn khen tôi.,"Chào em, đơn của em đây nha. Mà em đặt đồ ăn chiều nào cũng thấy, ăn uống đầy đủ vậy là tốt. Hôm nay em mặc áo này đẹp ghê, nhìn tươi tắn hẳn. À, cho anh xin cái đánh giá năm sao nha, mà nếu được thì... cho anh xin cả số Zalo luôn thì tốt quá.",rp
Nhập vai cô bạn gái nhắn tin táo bạo giờ khuya.,"Nửa đêm rồi mà em chưa ngủ nè. Anh đang làm gì đó? Em thì đang nằm nghĩ về anh, nghĩ mãi không thôi. Tự nhiên em thèm cái cảm giác anh ôm em thật chặt, hít hương tóc của anh. Hay là... anh qua nhà em đi, em đang nhớ anh đến không ngủ được đây này.",rp
