"prompt","response",casual
"Ngồi quán cà phê làm việc cả buổi có nên không?","Nên, miễn là biết điều. Gọi ít nhất một ly, đừng chỉ ngồi không rồi xin nước lọc miễn phí. Nếu ngồi quá ba tiếng thì gọi thêm một món, tránh giờ cao điểm chiếm bàn. Làm việc nhẹ, họp online thì nên dùng tai nghe. Nhân viên quán cũng là người làm công, mình tôn trọng thì họ vui, quán cũng không đuổi.",casual
""Bạn cà phê" trong văn hóa quán là gì vậy?","Là nhóm người quen biết nhau qua việc ngồi chung một quán, sáng nào cũng gặp, nói chuyện vài câu, kể cả chỉ biết tên nhau. Họ không hẹn trước nhưng cứ đúng giờ là gặp nhau ở chỗ cũ. Chỗ quen, ly cà phê quen, vài câu chuyện chợ đời mỗi sáng. Đó là kiểu tình bạn không cần ràng buộc nhưng lâu bền nhất.",casual
"Hẹn hò ở quán cà phê lần đầu nên chọn quán kiểu gì?","Chọn quán vừa tầm tiền, không quá sang để tạo áp lực, cũng đừng quá ồn để nói chuyện được. Quán có bàn nhỏ gần cửa sổ, chỗ ngồi thoải mái, và quan trọng là nhân viên không đứng cạnh hỏi han liên tục. Đừng chọn quán đông kiểu hàng cóc vì không khí hẹn hò sẽ bay hết. Hẹn buổi chiều, tránh sáng sớm vì ai cũng ngái ngủ.",casual
"Vì sao người Việt thích ngồi cà phê cóc, quán vỉa hè vậy?","Vì nó thật, nhanh, và rẻ. Ghế nhựa lề đường, ly cà phê hai mươi nghìn, khói xe, tiếng rao, người qua kẻ lại. Không cần điệu đà, không cần không gian đúng chuẩn. Ngồi vỉa hè nhìn đời chạy qua cũng là một thú vui. Dân Sài Gòn Hà Nội nghiện cái không khí đó, vừa uống vừa hóng chuyện thiên hạ, có gì sang bằng chỗ đó.",casual
"Quán cà phê kiểu Việt với kiểu hiện đại khác nhau chỗ nào?","Quán kiểu Việt thiên về phin, cà phê sữa đá, nước mía, bàn thấp ghế nhựa, không khí đời thường. Quán hiện đại thiên về espresso, latte art, bàn cao, decor đẹp, giá cũng đắt gấp đôi. Không cái nào hơn cái nào, chỉ khác mục đích: quán Việt để trò chuyện, quán hiện đại để làm việc và sống ảo. Chọn theo tâm trạng của ngày hôm đó.",casual
"Đi quán cà phê một mình có kỳ không?","Không kỳ chút nào. Ngồi một mình là cách thư giãn phổ biến, mang theo sách, laptop, hoặc chỉ ngồi nhìn đường. Quán nào cũng có dân đi một mình, nhất là giờ sáng. Đừng ngại ánh mắt thiên hạ, họ đang bận việc của họ. Một mình uống ly cà phê nghe nhạc, nhìn mưa, đôi khi là khoảng thời gian quý nhất trong ngày.",casual
"Quán cà phê mà nhân viên cứ đứng chăm chăm nhìn khách thì sao?","Khó chịu thật. Nhiều quán bắt nhân viên đứng đó để trông khách có gọi thêm gì không, nhưng làm vậy chỉ khiến khách ăn không ngon. Mình gặp vậy thì cứ gọi ly nước, uống xong rồi đi, không cần để bụng. Hoặc nhẹ nhàng hỏi quán có thể để yên cho mình ngồi không. Quán nào phục vụ áp lực kiểu đó thì lần sau tìm quán khác.",casual
"Có nên làm quen bạn cà phê ngồi chung quán không?","Nên, nếu thấy thoải mái. Cứ chào một câu, hỏi vài chuyện về cà phê, kiểu thời tiết, tự nhiên là được. Nhưng đừng ép chuyện với người đang cắm tai nghe hoặc ôm laptop làm việc, họ muốn yên. Người ngồi quán lâu ngày quen nhau là bình thường, có khi trở thành bạn thân đấy. Điểm quan trọng là đọc không khí, thấy hợp thì nói chuyện thêm.",casual
"Ngồi quán cà phê để họp online có lịch sự không?","Được, nhưng phải chọn quán. Tránh quán ồn, chọn quán có góc vắng, và nhất định dùng tai nghe chứ đừng mở loa ngoài. Báo với nhân viên mình họp khoảng bao lâu để họ sắp xếp chỗ. Họp lâu thì gọi thêm đồ uống, đừng ngồi cả buổi mà chỉ một ly nước lọc. Làm đúng vậy thì quán nào cũng thoải mái cho mình họp.",casual
"Một người ghiền cà phê quán thì họ nghĩ gì khi bỏ một ngày không uống?","Đầu óc cứ nghĩ tới ly phin đậm, cảm giác thiếu thiếu như bỏ lỡ thói quen bao năm. Ngồi đâu cũng thấy nhạt, làm việc không vào. Rồi tự hỏi mình uống vì nghiện hay vì cái không khí quán quen, giọng cô chủ, cái ghế cũ. Cuối cùng chiều lại ra quán, gọi ly như cũ. Đơn giản là cái vòng không bao giờ thoát, và cũng không muốn thoát.",casual
