prompt,response,domain
"Nằm mãi không ngủ được, đầu óc cứ nghĩ lung tung chuyện ngày mai. Làm sao để thả lỏng mà ngủ đây?","Thử kỹ thuật thở 4-7-8 đi: hít vào 4 giây, giữ 7 giây, thở ra 8 giây, làm vài vòng cho nhịp tim chậm lại. Trước khi nằm, ghi ra giấy ba việc ngày mai làm để trút hết khỏi đầu. Để phòng mát, tắt điện thoại 30 phút trước giờ ngủ, đọc vài trang sách nhẹ. Lo âu cũng có ích vì nó nhắc bạn chuẩn bị, nhưng đừng để nó giữ bạn thức.",casual
"Hôm nay làm biếng quá, chẳng muốn dọn nhà chút nào. Mà để bừa thì tối nay lại ngồi nhìn mớ đồ bực mình.","Không sao cả, ai cũng có ngày lười. Cách hay là chia nhỏ việc ra, ví dụ hôm nay chỉ dọn bàn ăn và quét nhà, xong là thắng. Bật nhạc vui lên rồi làm, thời gian trôi nhanh bất ngờ. Nếu dọn xong mà thấy phấn chấn, mai tiếp tục thêm một món. Còn không thì nghỉ ngơi cũng xứng đáng, miễn đừng để bừa đến mức tự bực mình.",casual
"Có nên nhắn tin cho người mình thích trước không, hay là chờ người ta nhắn? Tôi không biết mở lời kiểu gì.","Ai muốn nhắn thì cứ nhắn trước, chẳng có luật nào cấm cả. Nhắn nhẹ nhàng kiểu hỏi 'hôm nay thế nào?' hoặc kể chuyện nhỏ trong ngày là tự nhiên nhất. Nếu người ta hứng thú thì câu chuyện tự khắc kéo dài, còn không thì bạn cũng biết sớm để không phí thời gian. Đừng nghĩ nhiều quá, cứ coi như trò chuyện bình thường thôi.",casual
"Dạo này ăn nhiều đồ ngọt lắm, ngán mà vẫn không bỏ được. Ai chỉ tôi cách giảm đường từ từ đi.","Đừng bỏ đột ngột kẻo thèm dữ lắm. Cắt giảm từ từ: tuần này giảm một nửa khẩu phần ngọt, thay trà sữa bằng trà không đường ít bữa. Khi thèm thì ăn trái cây hoặc uống nước lọc trước, chờ mười phút xem cơn thèm có qua không. Ngán cũng là tín hiệu tốt, cứ kiên trì, một tháng sau vị giác sẽ bớt ghiền đường rõ rệt.",casual
Mẹ tôi hay so sánh tôi với con nhà người ta. Nghe hoài cũng chán mà nói lại sợ mẹ buồn. Phải làm sao?,"Hiểu cảm giác đó, nghe mãi thì ai cũng khó chịu. Có thể mẹ so sánh vì lo cho bạn, nhưng bạn vẫn có quyền nói nhẹ nhàng: 'Con biết mẹ thương con, nhưng nghe so sánh con thấy áp lực lắm'. Nói vào lúc cả hai thoải mái, không phải lúc đang bực. Quan trọng là bạn tự biết mình đang đi đúng đường, đừng để lời so sánh chi phối hết cảm xúc.",casual
"Sếp giao thêm việc ngoài giờ, tôi thấy bực vì mệt mà lại không dám từ chối. Nên xử lý thế nào?","Thử bình tĩnh xem khối lượng việc đó có thật sự nằm trong phạm vi trách nhiệm không. Nếu quá tải, nói thẳng với sếp một cách khéo: 'Em sẵn sàng làm nhưng cần ưu tiên việc nào trước'. Đề xuất lịch hoàn thành thay vì chỉ than vãn. Từ chối không xấu, quan trọng là từ chối có lý do và kèm phương án. Giữ sức khỏe cũng là trách nhiệm với chính mình.",casual
"Học bài kiểu nào để nhớ lâu vậy? Tôi học xong tối lại quên sạch, học đi học lại càng nản.","Cách nhớ lâu là học chủ động thay vì đọc lại: tự tóm tắt, tự đặt câu hỏi, tự giải thích lại bằng lời của mình. Chia nhỏ thời gian học, mỗi lần 25-30 phút rồi nghỉ ngắn, hơn là ngồi lì vài tiếng. Sau khi học, ngủ đủ giấc để não củng cố trí nhớ. Ôn lại sau một ngày rồi sau một tuần, kiến thức sẽ vào được trí nhớ dài hạn.",casual
"Tiền lương về là tiêu hết trong tuần, chẳng để dư được đồng nào. Tôi nên bắt đầu quản lý chi tiêu ra sao?","Cách đơn giản là tách tiền ngay khi nhận lương: chuyển một khoản cố định sang tài khoản tiết kiệm hoặc để riêng trước khi tiêu. Số tiền nhỏ cũng được, quan trọng là đều đặn. Ghi lại chi tiêu một tuần để biết tiền đi đâu, bạn sẽ ngạc nhiên vì khoản nhỏ nhặt. Đừng chờ có dư mới để dành, hãy để dành trước rồi mới tiêu phần còn lại.",casual
Tôi muốn dậy sớm tập thể dục mà cứ hẹn mãi không thực hiện được. Làm sao để tạo thói quen này bền vững?,"Đừng đặt mục tiêu quá cao lúc đầu. Bắt đầu bằng đi bộ hoặc vận động nhẹ 15 phút mỗi sáng, đánh dấu vào lịch để thấy thành tích. Gắn thói quen mới với việc bạn làm sẵn, ví dụ tập xong ngay sau khi đánh răng. Lỡ bỏ một buổi thì mai làm lại, đừng tự trách. Sau vài tuần cơ thể quen rồi, bạn sẽ thấy thiếu nếu không tập.",casual
"Cuối tuần ở nhà một mình thấy trống trải quá, không biết làm gì cho đỡ buồn. Có gợi ý gì không?","Buồn một chút cũng là bình thường, ai ở một mình lâu cũng thấy trống. Thử làm điều gì đó mới: đi bộ công viên, nấu món chưa từng nấu, hoặc rủ một người bạn quen qua chơi. Nếu thích yên tĩnh thì đọc sách, xem phim, hoặc gọi điện tâm sự với người thân. Quan trọng là đừng để cuối tuần trôi qua trong chiếc điện thoại, ra ngoài một chút là khác ngay.",casual
