prompt,response,domain
"Một tuần nay mình cứ trằn trọc mãi không ngủ được vì deadline chồng chất, làm sao cho đỡ căng thẳng?","Căng thẳng làm giấc ngủ kiệt sức cứ xoay vòng: càng lo càng khó ngủ, càng thiếu ngủ càng lo. Cách dễ làm ngay là viết ra giấy tối đa ba việc quan trọng nhất mai phải xong, đóng máy tính và điện thoại đúng giờ cố định, tắm nước ấm rồi thở chậm bốn giây vào, sáu giây ra. Đừng ôm toàn bộ deadline một lúc, chỉ lo việc của hôm nay thôi.",casual
"Vợ chồng mình hay cãi vặt mấy chuyện lặt vặt như rửa bát, để giày, làm sao đỡ căng?","Cãi vặt thường không phải vì chuyện rửa bát mà vì mệt mỏi và kèn kẹt thời gian. Thử làm hai thứ: một là nói rõ mong muốn thay vì trách cứ, ví dụ mình đang bận thì nhờ người kia rửa giúp, hai là đặt quy tắc chung như ai nấu thì người kia rửa, cuối tuần dọn nhà cùng. Có lịch rõ ràng, đừng bắt ai tự hiểu ý, cãi vặt sẽ giảm hẳn.",casual
"Sếp mắng mình trước mặt cả phòng vì một lỗi nhỏ, mình xấu hổ tủi thân lắm.","Cảm giác xấu hổ lúc đó rất thật, nhưng đừng để nó biến thành tự trách. Sáng mai hãy bình tĩnh tìm sếp, nhận trách nhiệm ngắn gọn, đề xuất cách sửa lỗi, kèm lời mong lần sau được góp ý riêng nếu có thể. Sếp vừa lòng vì bạn chủ động thì chuyện này sẽ trôi đi. Còn bạn, đừng nuôi mãi chuyện hôm qua làm gì, ai cũng có lúc bị nhắc.",casual
"Con gái mình vừa vào lớp 1, gần đây cứ khóc không chịu đến trường, mình lo quá.","Khóc ở giai đoạn chuyển cấp là bình thường vì con sợ môi trường lạ. Đừng quát hay hứa mua quà, thay vào đó hãy tạo nghi thức cố định như sáng nào cũng dẫn con đến cổng trường, trò chuyện về chuyện vui ở lớp thay vì dặn dò phải ngoan. Nhờ cô giáo giao cho con vài việc nhỏ để thấy mình có giá trị. Kiên trì hai, ba tuần con sẽ quen dần.",casual
Buổi sáng tập thể dục trước khi ăn có hại dạ dày không?,"Không hại dạ dày nếu chọn bài nhẹ nhàng như đi bộ, khởi động, duỗi cơ từ mười đến hai mươi phút, vì cường độ chưa đủ để gây hạ đường huyết. Còn chạy bộ hay tập nặng khi đói dễ làm bạn mệt và tụt đường. Nếu đói quá thì ăn nửa quả chuối hoặc ít bánh mì trước khi tập. Người có bệnh dạ dày nên ăn chút gì đó rồi mới vận động.",casual
"Mình chán công việc hiện tại lắm rồi, nghỉ luôn để tìm cái mới có nên không?","Chán việc có nhiều mức, đừng nghỉ theo cảm xúc lúc chán nhất. Trước tiên xác định chán vì công ty, vì sếp, hay chỉ vì nhịp sống đơn điệu. Nếu là nhịp đơn điệu, thử xin đổi việc hoặc nghỉ phép cắt lại năng lượng. Nếu thật sự muốn đi, hãy trả lời phỏng vấn, nhận được offer mới rồi mới nộp đơn và chỉ nghỉ sau khi đã quyết chắc chắn.",casual
"Dư nợ thẻ tín dụng đang phình to, mình lo không trả nổi, phải xử lý thế nào?","Đừng vùi đầu né tránh vì chậm trả chỉ làm phí phạt tăng thêm. Liệt kê toàn bộ số dư và lãi suất từng thẻ rồi ưu tiên trả thẻ lãi cao nhất, các thẻ khác chỉ trả tối thiểu. Cắt bớt thói quen quẹt thẻ, dùng tiền mặt thay thế. Nếu áp lực quá, chủ động gọi ngân hàng xin giãn kỳ hạn hoặc trả góp. Có kế hoạch trả cụ thể từng tháng là bạn sẽ vững tâm hơn.",casual
"Mẹ mình tuổi già hay than phiền đủ thứ, mình nghe riết cũng mệt.","Người già than phiền nhiều lúc chỉ muốn được chú ý và thấy mình còn giá trị, chẳng phải muốn con giải quyết gì. Đừng cãi lý hay lảng tránh, hãy nghe, gật đầu, hỏi thêm vài câu cho mẹ có người trải lòng. Nếu có lo lắng sức khỏe thật thì cùng mẹ đi khám định kỳ. Và nhớ dành thời gian cho riêng mình để không kiệt sức mà sinh ra tránh né mẹ.",casual
"Mình nói trước đám đông là run, tim đập nhanh, nói năng lộn xộn, làm sao hết run?","Run khi nói trước đám đông là phản xạ bình thường, ai cũng từng trải. Mẹo giúp đỡ ngay: hít sâu bằng bụng trước khi bắt đầu, chuẩn bị sẵn ba ý chính thay vì bài dài, và nhìn vào trán vài người thân thiện chứ đừng nhìn hết cả phòng. Tập nói to trước gương, đứng với tư thế vững vài. Run sẽ giảm dần mỗi lần lên tiếng.",casual
"Giảm cân bằng cách nhịn ăn có hiệu quả không, hay nên ăn thế nào?","Nhịn ăn giảm nhanh nhưng cơn thèm rồi sẽ kéo về, dễ tăng cân trở lại và ảnh hưởng sức khỏe. Cách bền là ăn đủ bữa, ưu tiên rau và đạm nạc như thịt, cá, trứng, thay cơm trắng bằng gạo lứt, hạn chế đồ ngọt và nước ngọt, uống đủ nước. Giảm từ từ khoảng nửa ký mỗi tuần là vừa. Kết hợp đi bộ ba mươi phút mỗi ngày và duy trì lâu dài mới là gốc của giảm cân.",casual
