prompt,response,domain
"Nên mua điện thoại mới nguyên hộp hay máy cũ để tiết kiệm?","Không rành thì mua mới cho yên tâm, đỡ lo máy dựng, đỡ lo pin đã chai. Rành kiểm tra máy thì mua cũ đúng giá hời, nhưng nhớ xem kỹ pin, màn hình, có dính nước không. Đừng ham rẻ máy cũ không giấy tờ, nguy cơ máy trộm cao.",tech
"Dung lượng nên chọn 128GB hay 256GB?","Chụp ảnh nhiều, tải game, quay video thì chọn 256GB cho khỏi đau đầu, chênh lệch giá không đáng kể. Dùng cơ bản lướt web nhắn tin thì 128GB là đủ. Nhớ mấy máy không có khe thẻ nhớ thì dung lượng càng quan trọng, chọn dư hơn thiếu.",tech
"Ốp lưng với kính cường lực có cần thiết không, hay phí tiền?","Cần thiết, nhất là máy màn hình cong dễ vỡ. Kính cường lực chống xước và hấp thụ lực khi rơi, ốp lưng bảo vệ cạnh và mặt lưng. Tiền ốp kính rẻ hơn nhiều so với thay màn hình cả triệu. Dán kính là ưu tiên số một.",tech
"Mua máy cũ, bảo hành thế nào cho an toàn?","Hỏi rõ thời gian bảo hành còn lại, lấy hóa đơn hoặc phiếu bảo hành, kiểm tra số IMEI trên trang chủ hãng xem còn hạn không. Ưu tiên mua từ cửa hàng có chính sách đổi trả vài ngày. Đừng tin lời hứa bảo hành bằng miệng, phải có giấy tờ.",tech
"Sạc nhanh có hại pin không, nghe nói nhanh hỏng pin?","Sạc nhanh chuẩn của hãng thì không đáng lo, nhà sản xuất đã thiết kế kiểm soát nhiệt độ rồi. Hại pin nhất là dùng sạc rẻ tiền trôi nổi và để máy nóng khi sạc. Cứ dùng sạc chính hãng, sạc qua đêm thì máy tự ngắt, không sao.",tech
"Nên mua iPhone hay điện thoại Android?","Thích sự mượt, dùng lâu không lag, hệ sinh thái đóng thì chọn iPhone. Thích tự do chỉnh sửa, cài app, giá nhiều phân khúc thì chọn Android. Đừng nghe người khác chê bai, quan trọng là máy vừa tay và đúng nhu cầu của bạn.",tech
"Mua máy cũ, cần kiểm tra những gì trước khi rút tiền?","Kiểm tra màn hình có điểm chết, ố vàng không, mở app máy ảnh chụp vài tấm xem có lỗi không. Gọi thử, nghe loa, thử sạc, kiểm tra IMEI và tình trạng pin trong cài đặt. Máy báo pin dưới 80% thì né. Đăng nhập tài khoản của bạn rồi mới trả tiền.",tech
"Sạc qua đêm có hại không, hay phải rút ra khi đầy?","Không cần rút, điện thoại giờ tự ngắt sạc khi đầy, sạc qua đêm an toàn. Chỉ cần dùng sạc và cáp chính hãng hoặc chuẩn tốt, đừng dùng sạc rẻ tiền. Máy nóng khi sạc thì tháo ốp lưng ra. Đầy 100% máy tự chuyển sang dùng điện trực tiếp.",tech
"Mua điện thoại online có an toàn không, hay phải ra cửa hàng?","Mua online từ trang lớn như Thế Giới Di Động, FPT Shop thì an toàn, có hóa đơn và bảo hành đầy đủ, đổi trả dễ. Nguy hiểm là mua từ người lạ trên chợ mạng, nhất là giá rẻ bất thường. Nên chọn giao hàng tận nhà và kiểm tra máy kỹ trước khi ký nhận.",tech
"Máy chống nước IP68, có thể tắm cùng máy được không?","IP68 là chống nước khi ngâm ở độ sâu nhất định, nhưng không có nghĩa là bơi hay tắm nước nóng thoải mái. Hơi nước và nước biển dễ làm hỏng loa và khe sạc theo thời gian. Để mưa dột thì được, còn tắm chung thì không nên.",tech
