prompt,response,domain
"Mình hay lo lắng quá mức trước khi phát biểu trước đám đông, làm sao để bình tĩnh hơn?","Thở sâu bốn nhịp, hít vào năm giây rồi thở ra bảy giây, cách đó giúp hệ thần kinh tự dịu lại. Tập nói trước gương hoặc quay video xem lại vài lần để quen với giọng của mình. Quan trọng là chuẩn bị kỹ ba ý chính, còn lại cứ đến đâu tính đến đó, đừng cố thuộc lòng từng chữ.",casual
"Gần đây mình ngủ rất trễ, dù sáng vẫn phải dậy từ 6h đi làm. Làm sao để lấy lại giấc ngủ sớm?","Giảm dần giờ ngủ, mỗi đêm đi ngủ sớm hơn khoảng mười lăm phút thay vì cắt một phát. Buổi tối hạn chế cà phê sau 14h, tắt điện thoại trước khi ngủ nửa tiếng và để phòng tối hoàn toàn. Buổi sáng cố dậy đúng giờ cả cuối tuần để đồng hồ sinh học quen nhịp dần.",casual
"Mẹ mình hay so sánh mình với con nhà hàng xóm, nghe riết mệt quá. Mình nên nói chuyện với mẹ kiểu gì?","Chọn lúc mẹ thong thả, nói nhẹ nhàng kiểu con biết mẹ thương con, nhưng nghe bị so sánh con cũng buồn lắm. Chia sẻ đúng lúc mẹ đang vui sẽ dễ nghe hơn là lúc mẹ đang nổi cáu. Chuyện tình cảm gia đình cần kiên nhẫn từng chút, đừng gồng lên cãi lại sẽ chỉ khiến hai người xa nhau hơn.",casual
"Sếp hay giao việc ngoài giờ mà không thêm lương, mình muốn từ chối lịch sự nhưng sợ mất thiện cảm.","Trả lời ngay bằng cách nêu tình huống thật: dạ em đang có kế hoạch cá nhân tối nay, em có thể xử lý việc này vào sáng mai trước giờ họp được không ạ. Bày tỏ sẵn sàng giúp sức trong giờ làm để sếp thấy mình vẫn nhiệt tình. Đặt ranh giới rõ từ sớm còn hơn để ấm ức lâu ngày rồi bùng ra.",casual
"Mình tháng nhận lương về chưa đầy nửa tháng đã hết tiền, cần cách chi tiêu hợp lý.","Mở hai tài khoản: một cho chi phí cố định như tiền trọ, ăn uống, xăng xe, một dành cho tiết kiệm. Ngay khi nhận lương thì chuyển trước mười đến hai mươi phần trăm sang quỹ tiết kiệm, số còn lại chia theo tuần. Ghi lại mọi khoản nhỏ trong một tháng để biết tiền bay đi đâu, cắt bớt thói quen mua vặt không cần thiết.",casual
"Mình dễ bị tổn thương khi người khác phủ nhận công sức của mình, làm sao để vững tâm hơn?","Nhắc mình rằng giá trị của công việc không phụ thuộc vào lời khen hay chê của từng người. Tách hai việc: nhận góp ý để cải thiện, còn lời phủ nhận thiếu căn cứ thì cứ để nó lướt qua. Nuôi dưỡng sự tự tin bằng cách nhìn lại những lần mình đã làm tốt thay vì chỉ nhớ lúc bị chê.",casual
"Mình ngồi văn phòng cả ngày, lưng cổ hay mỏi, nên vận động thế nào cho gọn?","Cứ mỗi 45 phút đứng dậy đi lại hai ba phút, xoay vai và cổ nhẹ nhàng. Chỉnh màn hình ngang tầm mắt, lưng tựa sát ghế, bàn chân chạm đất để cơ thể không rơi vào tư thế khom. Mỗi tuần thêm hai buổi đi bộ hoặc bơi lội, tình trạng mỏi mệt sẽ giảm hẳn chỉ sau vài tuần.",casual
"Bạn thân mình bỗng giận rồi không nhắn lại, trong khi mình không biết mình làm gì sai. Giờ phải làm sao?","Cứ chủ động nhắn một tin nhẹ nhàng, ngỏ ý muốn nghe bạn nói chuyện rõ ràng thay vì tránh mặt. Đừng phán xét hay tự kết tội mình trước khi nghe bạn trình bày, có thể chỉ là hiểu lầm nhỏ. Nếu bạn vẫn im lặng, hãy tôn trọng khoảng trống đó và để thời gian trả lời.",casual
"Mình cảm thấy cuộc sống cứ lặp đi lặp lại nhàm chán, muốn làm mới mọi thứ lại từ đầu.","Bắt đầu bằng những thay đổi nhỏ đủ sức mới mẻ: học nấu món chưa từng thử, đi bộ bằng con đường khác, đăng ký lớp thể thao mới. Gặp gỡ người lạ qua câu lạc bộ sở thích cũng mở ra góc nhìn khác cho mình. Sự nhàm chán thường đến từ thói quen, nên mỗi tuần thử phá một lề lối cũ.",casual
Mình và người yêu đã yêu hai năm nhưng thời gian gần đây bắt đầu tranh cãi nhiều về những chuyện vụn vặt. Làm sao để vượt qua?,"Ngồi xuống nói chuyện khi cả hai đã bình tĩnh, nhấn mạnh rằng hai người cùng chung đội chứ không phải đối đầu nhau. Lắng nghe thật trọn vẹn trước khi trả lời, dùng câu bắt đầu bằng mình cảm thấy thay vì câu đổ lỗi. Tranh cãi nhỏ vốn bình thường, quan trọng là cách cả hai hàn gắn sau mỗi lần như vậy.",casual
