prompt,response,domain
"Tôi luôn thấy hết giờ mà việc vẫn chưa xong, cảm giác bị thời gian dìu không nổi.","Việc không bao giờ hết khi mình không đặt ưu tiên. Hãy chia công việc thành danh sách và đánh dấu 1-2 việc quan trọng nhất mỗi ngày, làm xong chúng rồi mới đến việc khác. Học theo nhịp pomodoro 25 phút làm + 5 phút nghỉ sẽ giúp tập trung không bị rối. Đừng phủ khối việc không tưởng vào lịch của mình. Thời gian không nuốt bạn, chỉ là bạn đang cắm tất cả lòng vào mọi hướng thay vì một hướng.",casual
"Tôi nghiện xem điện thoại trước khi ngủ, sáng dậy mắt thâm quầng, khó chịu lắm.","Điện thoại với ánh sáng xanh đang đánh cắp giấc ngủ sâu của bạn. Hãy tắt tiếng và đặt điện thoại xa giường ít nhất 30 phút trước giờ ngủ, thay bằng một cuốn sách giấy hoặc nhạc nhẹ. Khoảng tĩnh lặng đó giúp cơ thể chuẩn bị bước vào giấc ngủ. Sáng tỉnh dậy mắt bạn sẽ nhẹ hơn hẳn sau vài ngày kiên trì. Đôi mắt đáng được nghỉ ngơi như bạn đáng được có mộng đẹp.",casual
"Sống một mình ở phòng trọ thành phố, tối về thấy trống vắng và cô đơn quá.","Nỗi cô đơn nơi đô thị là cảm giác quen thuộc của rất nhiều người trẻ. Hãy tạo một nhịp 'tự chăm' cho buổi tối: nấu một món ngon, bật nhạc trong lúc dọn dẹp, gọi video người thân. Có thể tham gia một lớp thể thao cuối tuần, tổ thờ cafe hay hội sách để có con người gặp mặt trực tiếp. Cảm giác trống dần sẽ được lấp đầy bởi những thói quen yêu thương chính mình, cô đơn không xấu nhưng cần biết mời bạn bè vào không gian đó.",casual
"Yêu nhau 7 năm, công việc chồng tôi ổn định, nhưng tôi chưa muốn cưới, mọi người thúc quá.","Bảy năm là một khoảng thời gian dài để người ngoài đoán, nhưng cảm xúc và sự sẵn sàng là chuyện của bạn, không ai có quyền quyết thay. Nếu lo về tình cảm mờ nhạt hay chưa tự tin đến hôn nhân, hãy nói rõ với anh ấy và cùng nhau nhìn lại, chứ đừng gạt phăng vì áp lực bên ngoài. Khi chính bạn hiểu mình muốn gì, lời rủ rỉ của họ hàng sẽ không còn xáo trộn được. Giá trị của câu chuyện này nằm ở quyết định của bạn và anh ấy.",casual
"Tôi thấy nhức nhối đồ thủ công, nhưng sợ khéo léo không có, bắt đầu thế nào?","Khéo léo trong thủ công không phải tài năng bẩm sinh, mà là sự kiên nhẫn luyện tay dần lên. Bắt đầu từ món đơn giản như móc khóa, đan vòng tay, gấp giấy origami hoặc vẽ màu nước nhỏ. Sắm ít dụng cụ cơ bản không tốn kém, xem video hướng dẫn là học được ngày một ngày hai. Kể cả khi làm hỏng vài món thì món lỗi cũng là thành công của quá trình tập luyện. Cứ làm, tay sẽ thuộc nhịp, rồi một ngày bạn tự hào vì món tặng bạn bè mình làm.",casual
"Cuối tuần nhà tôi định tổ chức sinh nhật cho con nhỏ, tôi muốn gây bất ngờ cho con.","Ý tưởng tổ chức sinh nhật bất ngờ cho con nghe thật đáng yêu, con sẽ nhớ mãi ngày đó. Bạn có thể chuẩn bị một góc trang trí đơn giản với bóng bay, băng rôn tên con, món quà nhỏ con đang mê. Rủ thêm vài bạn nhỏ hàng xóm hoặc bạn cùng lớp đến chơi, kèm trò chơi nhỏ như bịt mắt đập bóng. Quan trọng nhất là không để lộ, dẫn con vào lúc con ngỡ ngàng nhất, nụ cười đó là phần thưởng tuyệt vời nhất.",casual
"Trong công ty ai cũng nặng ký hơn tôi, tôi cứ thấy mình lép vế và tự ti.","Môi trường làm việc với những đồng nghiệp giỏi có thể khiến bạn cảm thấy nhỏ bé, nhưng đó cũng chính là môi trường học hỏi tốt nhất. Đừng đem bản thân so với những người đã đi trước, mà hãy quan sát người giỏi làm việc thế nào, học cách họ giải quyết vấn đề. Nhìn lại chặng đường của chính mình, bạn đã tiến xa bao nhiêu chỉ trong 1 năm. Sự lép vế chỉ là xuất phát điểm, khi bạn chăm chỉ học hỏi, vị trí đó sẽ tự thay đổi.",casual
"Bố tôi đã già, tôi muốn chăm sóc ông tốt hơn nhưng công việc bận quá.","Chăm sóc cha già không cần phải làm mọi thứ cùng lúc, mà cần sự đều đặn và tâm ý đặt đúng chỗ. Hãy ưu tiên việc quan trọng nhất: theo dõi sức khỏe định kỳ, nhắc bố ăn uống đúng giờ, uống thuốc đều. Sắp xếp thời gian cố định mỗi tuần về thăm hoặc gọi điện hỏi han. Nếu quá bận, có thể nhờ anh chị em hoặc người chăm lo hỗ trợ. Điều bố mong nhất không phải là nhiều tiền, mà là thấy con cái quan tâm và vui vẻ.",casual
"Tôi đang muốn đi nghỉ dưỡng một mình vài ngày, sợ chuyến đi buồn vì có một mình.","Du lịch một mình không hề buồn, nó là một cuộc hẹn trọn vẹn với chính mình. Chọn một điểm yên tĩnh, đặt homestay có chỗ ngồi thư giãn, mang theo cuốn sách và nhật ký. Buổi sáng đi dạo, uống cà phê ngắm khung cảnh, chiều trải nghiệm một hoạt động địa phương. Đây là cơ hội để nghe lại chính tiếng nói của mình. Khi đã trở về, bạn sẽ thấy nhiều năng lượng mới và cảm giác gần gũi lạ thường với bản thân.",casual
"Tôi vừa làm sai một việc quan trọng ở công ty, bị trách móc, giờ tự trách quá.","Ai cũng từng vấp ngã trong công việc, quan trọng là biết đứng dậy và rút kinh nghiệm. Hãy phân tích sai lầm để hiểu nguyên nhân, rồi chủ động khắc phục và trình bày phương án sửa chữa với người liên quan. Đừng giam lỏng bản thân trong sự tự trách, vì năng lượng tiêu cực càng khiến bạn mắc thêm sai. Hãy đền đáp bằng cách làm tốt hơn, chứng minh giá trị của mình qua hành động thay vì lời xin lỗi không vào việc.",casual
