"prompt","response","domain"
"Em mới chuyển nhà, không quen ai, muốn gọi thợ điện nước thì kiếm ở đâu cho uy tín?","Hỏi hàng xóm hoặc nhóm Zalo khu phố, họ biết thợ quen nào làm ăn tử tế. Tránh gọi số dán trên cột điện, dễ bị chặt chém. Nên chốt giá trước khi làm và yêu cầu xuất hóa đơn nếu sửa lớn.","casual"
"Sửa cái khóa vòi nước hay gọi thợ mất bao nhiêu tiền vậy anh?","Công thợ nước giờ tầm 100 đến 200 nghìn cho việc nhỏ, chưa tính phụ tùng. Sửa điện cũng tương tự. Nhớ chốt giá trước khi thợ ra tay, và so giá chỗ này với chỗ khác, nhiều nơi báo giá chênh nhau dữ lắm.","casual"
"Người không chuyên như em thì tự sửa được những gì trong nhà, còn cái gì phải kêu thợ?","Thay bóng đèn, vệ sinh lưới lọc điều hòa, thông vòi sen, thay gioăng vòi là làm được. Còn đấu dây điện âm tường, sửa bo mạch máy giặt, bơm ga lạnh thì đừng tự làm, vừa nguy hiểm vừa dễ hư thêm.","casual"
"Làm việc gì có điện thì cần nhớ những nguyên tắc an toàn nào để không bị giật?","Nguyên tắc đầu tiên là cắt điện trước khi đụng vào bất cứ thứ gì, kiểm tra bằng bút thử điện. Tay phải khô ráo, đi dép khô, đứng trên vật cách điện. Đừng một mình tự sửa điện ngoài trời, nhờ người trông coi cho chắc.","casual"
"Mua phụ tùng thay như bóng đèn, gioăng, dây điện thì ra đâu mua cho đúng loại?","Cứ gỡ cái cũ ra mang theo mẫu rồi ra tiệm điện nước gần nhà là khỏi lo mua sai. Chợ đầu mối hoặc các cửa hàng vật tư có đủ. Đừng mua đồ không rõ nguồn gốc, đồ điện rẻ quá thường kém an toàn.","casual"
"Điều hòa chạy 10 năm rồi hư, nên sửa hay thay máy mới thì lời hơn anh?","Máy 10 năm thì thay mới lời hơn, tiền điện tăng do máy cũ chạy yếu, sửa xong cũng chẳng dùng được lâu. Máy mới inverter đỡ tiền điện hẳn. Còn đồ mới dùng vài năm mà hỏng thì sửa là hợp lý.","casual"
"Gọi thợ trên mạng xã hội có an toàn không anh, em sợ bị lừa?","Có trang uy tín, có trang lừa, em phải xem đánh giá thật, số năm hoạt động. Chốt giá và phạm vi công việc qua tin nhắn để giữ bằng chứng. Đừng chuyển tiền trước, xong việc kiểm tra kỹ rồi mới trả.","casual"
"Thợ tới nhà báo giá sửa tủ lạnh tới 1 triệu 5, em thấy mắc, nên mặc cả không?","Mặc cả bình thường, hỏi rõ bao gồm phụ tùng gì, bảo hành bao lâu. Xem mã lỗi máy trên mạng trước để biết giá linh kiện. Nếu thấy vô lý thì nói không sửa và tìm thợ khác, đừng ngại.","casual"
"Nhà cũ dây điện chập chờn, có cách nào phòng chống giật cho an toàn cả nhà không?","Lắp aptomat chống rò ở bảng điện chính là tốt nhất, rò điện là nó tự ngắt ngay. Thay ổ cắm cũ, dây điện rạn nứt. Định kỳ nhờ thợ kiểm tra đường dây, tiền lắp máy chống rò không đáng là bao so với sự an toàn.","casual"
"Nhà mới ra ở riêng, nên sắm sẵn những đồ gì để tự xử lý mấy sự cố điện nước lặt vặt?","Sắm bộ tuốc nơ vít, kìm cắt kìm tuốt, bút thử điện, băng keo điện, dây thít. Thêm cờ lê khóa vòi, gioăng đủ cỡ, đèn pin và ít bóng đèn dự phòng. Bộ đó vài trăm nghìn mà cứu được nhiều lúc nửa đêm.","casual"
