prompt,response
"Trồng rau trên sân thượng tầng 5 có được không, cần lưu ý gì?","Được, sân thượng là chỗ trồng rau tốt nhất vì nắng nhiều. Nhưng phải kiểm tra kỹ khả năng chịu lực của sàn, tính cả trọng lượng đất và thùng khi ngấm nước. Đừng trồng mùa nắng gắt quá 40 độ, cần che lưới. Chống thấm sàn trước khi kê thùng."
"Trồng rau trong thùng xốp có an toàn không?","Thùng xốp vẫn dùng được phổ biến ở Việt Nam, rẻ và nhẹ. Cái cần lo là xốp giòn dễ vỡ, phải đục lỗ thoát nước đáy và bên hông. Đừng trồng lâu năm một chỗ cho xốp mục. Muốn kỹ hơn thì dùng chậu nhựa hoặc bạt trồng."
"Rau gì dễ trồng nhất cho người mới bắt đầu?","Rau muống, xà lách, mồng tơi, cải xanh là nhóm dễ nhất. Gieo là lên, ít sâu, thu nhanh. Rau muống chỉ cần cắt ngọn cắm xuống đất ẩm là sống. Xà lách gieo hạt sau 3-4 tuần là ăn được. Đừng bắt đầu với cà chua hay cải bắp vì khó và lâu."
"Đất trồng rau cần loại gì, mua ở đâu?","Đất phải tơi xốp, thoát nước tốt. Trộn 50% đất thịt, 30% phân trùn hoặc phân chuồng hoai, 20% xơ dừa hoặc trấu hun. Mua đất sạch hữu cơ đã trộn sẵn ở cửa hàng vật tư nông nghiệp cũng được. Tránh đất ruộng lấy lên nguyên khối, bí chết rễ."
"Hạt giống mua ở đâu cho chất lượng, loại nào nên tránh?","Mua hạt ở cửa hàng vật tư nông nghiệp uy tín, ưu tiên hãng có mã lô in trên bao. Tránh hạt trôi nổi chợ mạng không rõ nguồn, dễ lép hoặc không nảy mầm. Kiểm tra hạn sử dụng, hạt cũ để lâu tỉ lệ nảy mầm tụt mạnh. Gieo thử một nhúm nhỏ trước khi gieo hết."
"Sân không có nắng trực tiếp thì có trồng được rau không?","Trồng được nhưng kén loại. Rau lá như xà lách, cải xoong, rau diếp chịu được nắng nhẹ hoặc nắng xuyên qua. Rau ăn quả như cà chua, ớt, dưa cần nắng gắt mới đậu trái. Nắng dưới 4 tiếng một ngày thì đừng mơ trồng mướp hay dưa leo."
"Trồng rau trên ban công chật, chỉ có vài mét vuông thì làm sao?","Tận dụng chiều cao, trồng giàn treo và kệ đứng nhiều tầng. Trồng rau lá ngắn ngày, thu liên tục để xoay vòng. Trồng thêm vài chậu gia vị như hành, ngò gai. Mỗi thùng xốp gieo dày vừa phải, đừng tham gieo quá dày rồi cây còi cọc."
"Mùa mưa trồng rau sân thượng có vấn đề gì không?","Có, mưa nhiều dễ úng rễ và rau rớt đất bẩn. Phải đảm bảo thùng thoát nước tốt, kê cao khỏi sàn. Tránh tưới đẫm vào ngày mưa, chỉ tưới khi đất khô. Mưa lớn kéo dài thì che bạt cho rau, nhất là rau lá nhỏ mới gieo. Mưa xong sâu thường bùng lên, phải kiểm tra kỹ."
"Làm thế nào để trồng rau sạch mà không tốn nhiều tiền?","Tận dụng đồ cũ: thùng xốp, xô nhựa, can nhựa đều làm chậu được. Đất thì ủ rác nhà bếp và phân trùn tại nhà, không cần mua nhiều. Tự gieo hạt thay vì mua cây con. Chi phí lớn nhất là đất và hạt ban đầu, về sau cây tự đẻ hạt và ủ phân thì gần như không tốn."
"Trồng rau tại nhà có đáng không, hay ra ngoài mua cho rẻ?","Trồng rau tại nhà không rẻ hơn mua nếu tính công và chi phí ban đầu, nhưng rau sạch, tươi, không tồn dư. Rau mua ngoài chợ không biết bón gì. Người có sân thượng trồng thường xuyên thì vài tháng là thu lại vốn, lại còn được vận động và rau ăn đúng vụ."
