prompt,response,domain
Làm sao lọc bỏ dòng trùng lặp trong Excel nhanh nhất?,"Chọn vùng dữ liệu, vào tab Data rồi bấm Remove Duplicates. Excel hỏi chọn cột làm căn cứ so sánh, bỏ tick cột không cần rồi OK. Kết quả chỉ giữ bản ghi đầu tiên của mỗi nhóm trùng. Nhớ lưu bản sao trước khi lọc vì thao tác này không thể hoàn tác sau khi lưu file.",tech
VLOOKUP trong Excel hoạt động như thế nào?,"VLOOKUP tìm giá trị ở cột đầu tiên của bảng rồi lấy giá trị ở cột khác cùng dòng. Cú pháp: `VLOOKUP(gia_tri_tim, vung_bang, so_cot_can_lay, FALSE)`. Luôn để tham số thứ tư là FALSE để tìm chính xác, tránh kết quả sai khi dùng TRUE. Giá trị tìm phải nằm ở cột bên trái dữ liệu cần lấy; cần linh hoạt hơn dùng XLOOKUP.",tech
Pivot table dùng để làm gì trong Excel?,"Pivot table giúp tổng hợp, thống kê và phân tích dữ liệu lớn bằng thao tác kéo thả: đếm, tổng, trung bình theo nhóm, theo tháng, theo nhân viên. Chọn vùng dữ liệu, vào Insert rồi chọn PivotTable, kéo cột phân loại vào Rows và cột cần tính vào Values. Lọc nhanh bằng slicer, thêm mức nhóm năm, quý, tháng nếu có cột ngày.",tech
Làm sao chuyển text số sang dạng số thực trong Excel khi gặp cảnh báo lỗi?,"Chọn cột dữ liệu, bấm biểu tượng cảnh báo cạnh vùng chọn rồi chọn Convert to Number. Số bị lưu kèm dấu phẩy hoặc khoảng trắng thì dùng `VALUE(SUBSTITUTE(A1,"","",""""))` để làm sạch. Mẹo nhanh: dán giá trị 1 vào một ô, copy, rồi Paste Special, Multiply lên vùng số để ép Excel chuyển sang kiểu số.",tech
Công thức IF lồng nhau trong Excel dùng như thế nào?,"IF lồng nhau kiểm tra nhiều điều kiện theo thứ tự: `=IF(A1>=90,""Gioi"",IF(A1>=75,""Kha"",IF(A1>=50,""Trung binh"",""Yeu"")))`. Excel 2016 trở lên hỗ trợ IFS gọn hơn: `=IFS(A1>=90,""Gioi"",A1>=75,""Kha"",A1>=50,""Trung binh"",TRUE,""Yeu"")`. Logic phức tạp nhiều nhánh thì cân nhắc bảng lookup kết hợp VLOOKUP thay vì lồng quá sâu.",tech
"Trong pandas, làm sao đọc file Excel và xem vài dòng đầu?","Dùng `import pandas as pd`, rồi `df = pd.read_excel('du_lieu.xlsx')`. Nhiều sheet thì truyền `sheet_name='TenSheet'`. Xem vài dòng đầu bằng `df.head()`, `df.info()` để biết kiểu từng cột, `df.isnull().sum()` để đếm ô trống. Cần cài thêm openpyxl hoặc xlrd tùy phiên bản file Excel.",tech
Làm sao lọc dữ liệu theo điều kiện trong pandas?,"Dùng mask boolean: `df[df['tuoi'] > 30]` lấy dòng có tuổi lớn hơn 30. Kết hợp nhiều điều kiện bằng dấu & và |, bọc mỗi điều kiện trong ngoặc: `df[(df['tuoi'] > 30) & (df['gioitinh'] == 'Nam')]`. Dùng `df.query('tuoi > 30')` nếu muốn viết gọn. Kết quả là bản copy, gán lại vào biến nếu cần dùng tiếp.",tech
Làm sao tạo biểu đồ trong pandas?,"pandas tích hợp matplotlib: gọi `df.plot(kind='bar')` hoặc `df['cot'].plot(kind='line')`, rồi `plt.show()`. Trong Jupyter thêm `%matplotlib inline` để hiển thị ngay dưới ô code. Điều chỉnh kích thước bằng `figsize=(10,6)`, thêm tiêu đề `plt.title(...)`. Muốn biểu đồ tương tác đẹp hơn dùng thêm seaborn hoặc plotly.",tech
Sự khác nhau giữa merge và concat trong pandas?,"concat nối các DataFrame theo trục: `axis=0` để chồng thêm dòng, `axis=1` để gắn thêm cột, không đòi hỏi khóa chung. merge kết hợp dữ liệu dựa trên cột chung, giống JOIN trong SQL: `pd.merge(df1, df2, on='ma', how='left')`. Chọn concat khi gộp dữ liệu cùng cấu trúc, merge khi cần ghép theo quan hệ giữa hai bảng.",tech
Muốn xử lý file CSV quá lớn không mở nổi trong Excel thì làm sao?,"Dùng pandas xử lý theo từng khối: `pd.read_csv('file.csv', chunksize=10000)` và lặp qua từng chunk để thống kê hoặc lọc, tránh tốn RAM. Hoặc đọc chọn cột: `pd.read_csv('file.csv', usecols=['ten','gia'])`. Chỉ cần xem nhanh thì dùng công cụ dòng lệnh như csvkit, hoặc import vào SQLite rồi truy vấn bằng SQL.",tech
