prompt,response,domain
Phở Hà Nội và phở Sài Gòn khác nhau thế nào?,"Phở Hà Nội thường ăn với bánh phở dẹt, nước dùng thanh và trong, ít ngọt, bò tái hoặc chín, ăn kèm quẩy và rất ít rau. Phở Sài Gòn nước ngọt đậm hơn, đi kèm nhiều rau sống, giá, chanh ớt, quẩy và thường thêm tương đen, người miền Nam hay gọi gân, bắp hoặc sốt vang. Khác biệt chủ yếu nằm ở nước dùng và cách ăn kèm.",other
Vì sao mưa rào thường xuất hiện vào chiều hè?,"Chiều hè nắng gắt làm hơi nước bốc lên mạnh, không khí gần mặt đất nóng liên tục đối lưu bay lên cao. Hơi ẩm ngưng tụ thành mây tích phát triển theo chiều thẳng đứng. Khi mây đủ nặng, hạt nước rơi xuống thành mưa rào. Nhiệt độ cao khiến quá trình này mạnh hơn, nên mưa đối lưu tập trung về xế chiều lúc nắng nóng đạt đỉnh.",other
Nấu canh chua truyền thống cần những nguyên liệu gì?,"Nguyên liệu chính gồm cá hoặc tôm, cà chua, me để tạo vị chua, dứa, và các loại rau như bạc hà, đậu bắp, giá. Gia vị gồm nước mắm, muối, đường, ớt và hành tỏi phi thơm. Cách làm: phi hành tỏi, xào cá tôm sơ, đổ nước sôi cùng cà chua, dứa, me, nêm vừa ăn rồi thả rau cuối cùng để giữ độ tươi xanh.",other
Vì sao nước biển mặn mà nước sông lại ngọt?,"Mưa và nước ngầm hòa tan muối khoáng từ đất đá rồi theo sông đổ ra biển. Nước bốc hơi rồi quay lại đất liền, còn muối không bốc hơi nên tích tụ dần trong đại dương qua hàng triệu năm. Sông chảy liên tục nên lượng muối bị loãng, vị ngọt hơn nhiều so với biển nơi muối đã cô đặc từ lâu.",other
Người Việt thường chuẩn bị gì trong dịp Tết Nguyên đán?,"Gia đình dọn dẹp nhà cửa, mua sắm hoa quả, chưng cây mai hoặc đào, làm bánh chưng bánh tét. Mâm ngũ quả được bày trên bàn thờ, nhà cửa trang trí câu đối đỏ. Ngày 23 tháng Chạp cúng ông Công ông Táo, sau đó cúng giao thừa và đi mừng tuổi, chúc Tết họ hàng. Tết là dịp sum họp gia đình, thăm hỏi và quây quần bên nhau.",other
Địa hình Việt Nam có những dãy núi lớn nào?,"Nổi bật có dãy Hoàng Liên Sơn với đỉnh Fansipan cao nhất cả nước, dãy Trường Sơn kéo dài từ miền Trung xuống tận cực Nam Trung Bộ tạo ranh giới tự nhiên, cùng dãy Pu Đen Đinh và Ngân Sơn ở phía Bắc. Địa hình Việt Nam thấp dần từ Tây Bắc xuống Đông Nam, đồi núi chiếm khoảng ba phần tư diện tích lãnh thổ.",other
Quang hợp ở thực vật diễn ra như thế nào?,"Quang hợp là quá trình cây dùng ánh sáng mặt trời chuyển nước và khí carbonic thành đường và oxy, diễn ra trong lục lạp chứa chất diệp lục. Phương trình đơn giản: carbonic cộng nước, dưới ánh sáng, tạo glucose và oxy. Ban ngày cây nhả oxy, ban đêm cây chỉ hô hấp nên hấp thụ oxy và thải carbonic với lượng nhỏ.",other
Vì sao bầu trời ban ngày có màu xanh?,"Ánh sáng mặt trời trắng gồm nhiều màu, khi xuyên qua khí quyển, các phân tử khí tán xạ ánh sáng có bước sóng ngắn như xanh và tím mạnh hơn màu đỏ. Mắt người nhạy cảm với xanh lam hơn tím nên ta thấy trời xanh. Lúc hoàng hôn, ánh sáng phải đi qua lớp khí dày hơn, màu đỏ cam còn lại nhiều nên bầu trời chuyển vàng đỏ.",other
Sông Mê Kông chảy qua những quốc gia nào?,"Sông Mê Kông bắt nguồn từ cao nguyên Tây Tạng rồi chảy qua Trung Quốc, Myanmar, Lào, Thái Lan và Campuchia trước khi đổ ra biển qua Việt Nam. Đoạn trong lãnh thổ Việt Nam được gọi là sông Cửu Long, gồm nhiều nhánh tạo nên đồng bằng sông Cửu Long, vựa lúa lớn nhất cả nước.",other
Áo dài có ý nghĩa gì trong văn hóa Việt Nam?,"Áo dài là trang phục truyền thống tượng trưng cho vẻ đẹp duyên dáng, thanh lịch của người Việt, thường được mặc trong lễ cưới, khai giảng và các dịp trọng đại. Bộ áo gồm tà áo dài ôm dáng cùng quần rộng, hợp với cả nam lẫn nữ. Ngày nay áo dài được cách tân nhiều kiểu nhưng vẫn là biểu tượng gắn với bản sắc dân tộc.",other
