prompt,response,domain
"Một ngày nên uống bao nhiêu nước là đủ?","Mức tham khảo khoảng 2–2,5 lít nước mỗi ngày cho người lớn, nhưng thật ra tùy cân nặng, thời tiết và mức vận động. Cách đơn giản nhất là theo màu nước tiểu: vàng nhạt là đủ, vàng đậm là thiếu nước. Người làm việc ngoài trời, tập thể thao, thời tiết nóng cần nhiều hơn. Uống rải đều cả ngày, đừng uống một hơi thật nhiều, cũng đừng uống quá sát giờ ngủ.",casual
"Tôi ngồi máy tính cả ngày, lưng với cổ đau nhức phải làm sao?","Căn bản là ngồi lâu giết lưng. Cứ 30–45 phút đứng dậy vươn vai, đi lại 2–3 phút. Màn hình để ngang tầm mắt, ghế có lưng tựa vừa ôm eo, chân chạm đất. Tập thêm vài động tác kéo giãn cổ, vai mỗi giờ. Đau kéo dài kèm tê lan xuống tay thì đi khám cột sống sớm, đừng để thành gai đốt sống rồi mới xử lý. Đứng làm việc xen kẽ cũng tốt.",casual
"Mắt tôi dạo này hay mỏi và mờ khi nhìn lâu màn hình, có sao không?","Đây là triệu chứng điển hình của hội chứng thị giác máy tính — mắt mỏi, khô, mờ, nhức đầu do nhìn gần liên tục ít chớp mắt. Cách xử lý: áp dụng quy tắc 20-20-20, cứ 20 phút nhìn xa 6 mét trong 20 giây. Điều chỉnh độ sáng màn hình vừa mắt, chớp mắt có ý thức nhiều hơn, nhỏ nước mắt nhân tạo nếu khô. Nếu mắt mờ không rõ nguyên nhân kéo dài, đi khám mắt để đo mắt và loại bệnh lý.",casual
"Ngồi lâu bị tê mông, đau thắt lưng thì có cách nào cải thiện không?","Tê mông, đau thắt lưng khi ngồi lâu thường do cơ thắt lưng và cơ mông yếu đi vì không được vận động, chèn ép dây thần kinh tọa nhẹ. Cứ 30 phút đứng dậy một lần, tập vài động tác duỗi hông. Tăng cường tập cơ core và cơ mông (squat, plank) 2–3 buổi/tuần giúp nâng đỡ cột sống tốt hơn. Đau tê lan xuống chân, yếu chân hoặc mất cảm giác thì phải đi khám ngay.",casual
"Tôi hay bị nhức đầu sau buổi chiều làm việc, do đâu?","Nhức đầu chiều thường do căng thẳng tích lũy, mỏi mắt màn hình, đói, mất nước, hoặc tư thế ngồi gây căng cơ cổ vai. Kiểm tra nhanh: uống đủ nước chưa, ăn trưa no chưa, nghỉ mắt 5 phút chưa. Xoa bóp thái dương, duỗi cổ vai giúp giảm. Nếu nhức đầu lặp lại nhiều lần trong tuần, tăng dần cường độ, hoặc kèm nôn, rối loạn thị giác — đừng tự uống thuốc dài ngày, đi khám thần kinh.",casual
"Tôi hay đau vai gáy mỗi sáng dậy, làm sao hết?","Đau vai gáy sáng dậy hay gặp do gối cao thấp không chuẩn, tư thế ngủ xấu, hoặc thoái hóa cột sống cổ nhẹ. Kiểm tra gối: chiều cao gối để đầu và cổ thẳng hàng với cột sống khi nằm nghiêng. Chườm ấm buổi sáng, xoay nhẹ cổ theo biên độ nhỏ, tránh xoay mạnh vội. Kéo giãn cổ vai hằng ngày. Nếu đau tê lan xuống tay, đau dữ dội hoặc kèm buồn nôn, đi khám để loại bệnh lý thần kinh cổ.",casual
"Làm việc bàn giấy bị cứng khớp cổ, xoay kêu răng rắc, có sao không?","Khớp cổ kêu răng rắc khi xoay thường do bọt khí trong dịch khớp, hoặc gân dây chằng trượt qua xương — phần lớn vô hại nếu không kèm đau. Nhưng tiếng kêu kèm đau, sưng, hoặc cứng khớp buổi sáng kéo dài thì là dấu hiệu thoái hóa hoặc viêm, cần khám. Tập cổ nhẹ nhàng hằng ngày, tránh xoay cổ mạnh kiểu vận mạnh đột ngột. Giữ tư thế làm việc chuẩn là phòng bệnh tốt nhất.",casual
"Uống nước nhiều có giúp da đẹp hơn thật không?","Có, nhưng đừng kỳ vọng thần kỳ. Da thiếu nước sẽ khô, xỉn, dễ nếp nhăn — bù đủ nước giúp da căng mọng hơn thấy rõ. Tuy nhiên uống thật nhiều hơn mức cần thiết không làm da đẹp thêm, thừa nước chỉ đi tiểu ra ngoài. Dưỡng ẩm tại chỗ, ngủ đủ, ăn rau quả, chống nắng quan trọng hơn việc uống nước. Căn cứ theo màu nước tiểu, đừng ép bản thân uống 4 lít mỗi ngày vô tội vạ.",casual
"Đứng nhiều cả ngày bị đau gót chân, có phải gai gót chân không?","Đau gót chân nhất là đau buổi sáng bước xuống giường hoặc sau khi ngồi lâu đứng lên, đau giảm bớt khi đi lại — đó là đặc điểm viêm cân gan chân, chưa hẳn đã gai. Giày đế bằng phẳng, cứng càng làm nặng thêm. Chườm đá 15 phút, kéo giãn cơ bắp chân, đi giày có đế êm có độ nâng gót nhẹ. Nếu đau kéo dài vài tuần, chụp X-quang để xác định mức độ gai gót chân.",casual
"Ngồi gập người nằm nghỉ trưa trên bàn có hại cột sống không?","Có, gập cổ và lưng cong lâu trên bàn tạo áp lực lớn lên đĩa đệm cổ và thắt lưng, ngủ trưa kiểu đó thường xuyên góp phần thoái hóa sớm. Thay bằng ghế ngả lưng vừa phải, gối tựa cổ (kê cổ), hoặc ngả ra ghế sofa. Ngủ trưa ngắn 20 phút thôi đừng ngủ sâu 2 tiếng. Nếu công ty không có chỗ nghỉ, tối thiểu kê gối đỡ cổ thay vì gục mặt xuống bàn.",casual
