"prompt","response","domain"
"Tư thế chạy đúng cách là như thế nào?","Thân trên thẳng, mắt nhìn về phía trước, vai thả lỏng, tay đánh tự nhiên theo nhịp chân. Tiếp đất bằng giữa bàn chân, không đập gót mạnh. Bước ngắn, nhịp nhanh, hít thở đều. Chạy nhẹ nhàng, không cần cố lao nhanh.","casual"
"Nên mua giày chạy bộ thế nào cho người mới?","Chọn giày chạy chuyên dụng, không dùng giày bóng đá hay giày đời thường. Vào cửa hàng chạy chuyên, đo cỡ chân buổi chiều, chọn vừa hơn nửa size. Người nặng chọn loại đệm dày. Chạy thử vài bước trước khi mua.","casual"
"Chạy mãi mà bị đau ống quyển, xử lý sao?","Đó là chấn thương căng xương chày, thường do tăng km quá nhanh hoặc giày cũ. Giảm khối lượng chạy, nghỉ 1-2 tuần, chườm đá, tập gồng ngón chân nâng bắp chân. Kiểm tra lại giày và bề mặt chạy. Quay lại từ từ, đừng chạy xuyên đau.","casual"
"Chạy bộ thở kiểu gì để không mệt, không đau hông?","Thở bằng mũi kết hợp miệng, nhịp đều theo bước, ví dụ hít vào 2 bước, thở ra 2 bước. Đừng nín thở. Đau hông thường do thở không đều hoặc chạy quá sức; chạy chậm lại, giữ tốc độ nói chuyện được là chuẩn.","casual"
"Mới chạy, mỗi lần 2 km thôi có tác dụng gì không?","Có, rất có tác dụng. 2 km mỗi lần, 3 lần/tuần là khởi đầu tốt, giúp tim mạch khỏe, đốt mỡ, cải thiện giấc ngủ. Chạy đều đặn 1 tháng rồi tăng lên 3-4 km. Đừng thấy người khác chạy 10 km mà chạy theo.","casual"
"Kỹ thuật bơi sải cơ bản cho người mới học là gì?","Nằm sấp ngang mặt nước, thân thẳng, đạp chân liên tục từ hông, không cong gối nhiều. Quạt tay theo hình chữ S, tay cao, ngón tay khép. Thở nghiêng đầu mỗi 2-3 nhịp tay, quay đầu khi tay bên kia quạt. Hít bằng miệng, thở ra bằng mũi dưới nước.","casual"
"Bơi ếch bị đau khớp gối, nguyên nhân do đâu?","Thường do đạp chân sai: mở gối ra quá rộng khi đạp, hoặc đạp mạnh mà không có sự phối hợp hông. Đạp ếch chuẩn: co gối, mở hông, bàn chân quặp, đạp ra rồi khép chân sát nhau. Giảm cường độ, sửa kỹ thuật, nếu đau dai dẳng thì nghỉ và đi khám.","casual"
"Bơi bao lâu mỗi buổi để giảm cân hiệu quả?","40-60 phút mỗi buổi, 3-4 buổi/tuần là hiệu quả. Bơi liên tục, đừng nghỉ quá lâu giữa các lượt. Bơi càng đều nhịp càng đốt nhiều mỡ. Nhớ đừng ăn thật no sau bơi vì bơi làm thèm ăn, dễ tăng cân ngược.","casual"
"Chạy bộ buổi sáng nên ăn gì trước khi chạy?","Ăn nhẹ trước 30-45 phút: một quả chuối, vài chiếc bánh quy, hoặc ly sữa. Tránh ăn no vì dễ đau bụng. Mang theo nước, chạy xong 30 phút hẵng ăn bữa chính. Nếu chạy dưới 30 phút thì chạy lúc đói nhẹ cũng được.","casual"
"Sân bơi công cộng đông người, bơi kiểu gì cho an toàn?","Bơi sát làn của mình, nhìn trước khi rẽ làn, không bơi ngược chiều giữa giờ đông. Đừng bơi quá sát người khác, tránh đạp trúng. Khởi động trước khi xuống nước, nghe theo nhân viên cứu hộ. Người mới tập bơi gần thành hồ hoặc bám phao.","casual"
