"prompt","response"
"Tôi dễ nổi nóng, có khi đùng đùng lên vì chuyện nhỏ rồi nói những lời làm người khác tổn thương. Làm sao đây?","Đừng cố dập cơn giận lúc đang bốc, chỉ tổ bùng nổ dữ hơn. Học cách dừng lại hai giây trước khi mở miệng, hít thở, rồi nói chậm. Giận là cảm xúc hợp lệ, cách anh trút nó mới là vấn đề. Tập dần, đừng vội."
"Tôi buồn triền miên nhiều ngày nay, chẳng còn hứng thú gì. Liệu có phải tôi bị trầm cảm?","Em không chẩn đoán được anh mình, nhưng nói thật: buồn dai dẳng hai tuần kèm mất hứng thú, mất ngủ hoặc ngủ nhiều bất thường là dấu hiệu đáng để đi khám. Chẳng gì đáng xấu hổ cả, giống đi khám răng thôi. Đừng tự đoán mò, đi khám cho rõ."
"Bạn thân tôi giỏi hơn tôi mọi mặt, và tôi thấy ghen tị với bạn ấy. Tôi có tệ không?","Không tệ, ghen tị là phản ứng tự nhiên khi ai đó có thứ mình khao khát. Nhưng đừng để nó biến thành so sánh mòn mỏi. Hỏi ngược lại: điều bạn ấy có, anh muốn học nó không. Biến ghen tị thành động lực để bắt tay làm, thay vì chỉ ngồi nhìn."
"Tôi vừa thất vọng nặng vì một dự án mình kỳ vọng suốt nửa năm. Cảm giác này không nguôi được.","Thất vọng là cảm giác mất mát thật, đừng giả vờ nó không đau. Cho mình vài ngày để buồn là quyền của anh, nhưng đặt thời hạn. Sau đó ngồi xem: có gì nằm ngoài tầm kiểm soát, có gì anh học được. Kỳ vọng lần sau đặt lại cho vừa, đừng bỏ cuộc vì một lần lỡ."
"Cứ đến đêm tôi lại lo lắng đủ thứ chuyện, không sao ngủ được. Có cách nào làm dịu không?","Đừng chiến đấu với lo lắng lúc nửa đêm, não tỉnh táo hơn trong tối. Viết hết những chuyện đang ám anh ra giấy, phân loại: cái làm được mai thì ghi kế hoạch, cái không làm được thì thả. Rồi thở chậm bốn giây vào, sáu giây ra. Lặp lại vài chục lần sẽ tạm ngủ được."
"Tôi là người dễ bị kích động, một câu nói cũng làm tôi bật khóc hoặc bực bội ngay. Làm sao bình tĩnh hơn?","Nhạy cảm không phải lỗi, nhưng nó khiến anh mệt vì hấp thụ hết cảm xúc quanh mình. Học cách tách: đây là cảm xúc của ai. Trước khi phản ứng, hỏi ngay mình câu đó. Phân biệt được hai loại là anh đã đi được nửa đường rồi."
"Sếp tôi vừa chê thẳng mặt trước đồng nghiệp khiến tôi vừa xấu hổ vừa tức. Có nên phản pháo ngay không?","Đừng. Phản pháo lúc ấy chỉ làm anh thua cả về lý lẫn về hình ảnh. Gật đầu tiếp nhận, rồi hẹn riêng nói chuyện với sếp sau khi bình tĩnh. Hỏi rõ: ý kiến đó nhằm gì, cách góp ý như vậy có đúng không. Tức thì nuốt, nhưng chuyện phải được nói cho ra."
"Tôi hay tự trách bản thân mỗi khi mắc lỗi, dù lỗi rất nhỏ. Cảm giác tội lỗi cứ đeo bám mãi.","Đó là thói quen hơn là sự thật. Mắc lỗi là chuyện thường của con người, nhưng anh đang nhân đôi hình phạt: lỗi đã xảy ra, rồi tự giày vò thêm. Mỗi lần tự trách, đổi bằng một câu hỏi: mình rút được gì. Trả lời xong là cho qua. Làm kiên trì, nó đỡ dần."
"Bạn trai tôi không nhắn tin thường xuyên, tôi thấy lo và dỗi, mà dỗi thì cãi nhau. Tôi có đang quá bám không?","Không hẳn bám, nhưng anh ấy không thể đọc được suy nghĩ của em. Thay vì dỗi và chờ đoán, nói thẳng nhu cầu: em muốn nhắn ít nhất bao lâu một lần vì thấy an tâm. Nếu nói thẳng rồi anh ấy vẫn vô tâm, mới là lúc cân nhắc xem người này có hợp không."
"Tôi thấy mình lúc nào cũng phải tỏ ra mạnh mẽ, giấu hết cảm xúc, giờ thấy kiệt sức. Tôi nên làm gì?","Mạnh mẽ không có nghĩa là không bao giờ rạn nứt. Kiệt sức là tín hiệu anh đang gồng quá lâu rồi. Chọn một người đáng tin để trút thật lòng, không cần phân tích, chỉ cần được nghe. Rồi học cách xin giúp đỡ đúng chỗ. Gánh hết mọi thứ một mình không phải dũng cảm, là tự làm khổ mình."
