prompt,response,domain
"Chụp ảnh bằng điện thoại tầm trung sao cho đẹp?","Đừng chụp xóa phông khi thiếu sáng, máy tầm trung xử lý không nổi dễ lem. Chụp ban ngày ngoài trời là đẹp nhất. Lấy nét bằng cách chạm vào chủ thể, giữ tay chắc và bật chế độ HDR khi trời nắng gắt. Chụp nhiều tấm rồi chọn, đừng có tiếc.",tech
"Chụp đêm bị nhiều hạt nhiễu, làm sao chụp đẹp hơn?","Dùng chân đứng hoặc tì tay vào vật cố định, đừng rung tay. Bật chế độ chụp đêm nếu máy có, nó phơi sáng lâu hơn. Chọn chụp nơi có ánh đèn đường thay vì chỗ tối om. Đừng zoom kỹ thuật số khi chụp đêm, zoom vào là nhiễu nát.",tech
"Quay video chuyển động chậm slow motion trên điện thoại như thế nào?","Mở app camera, kéo chọn chế độ Slow motion hoặc Chuyển động chậm. Quay ở nơi sáng vì quay chậm cần nhiều sáng, thiếu sáng là bị nhoè. Quay xong vào gallery chỉnh điểm bắt đầu kết thúc chậm. Nhớ giữ tay thật chắc hoặc đặt điện thoại cố định.",tech
"App nào chỉnh ảnh trên điện thoại mà không cần chuyên nghiệp?","Snapseed miễn phí và đủ dùng, chỉnh sáng, màu, xóa vật thể lạ. Lightroom trên máy dễ dùng, có preset chỉnh sẵn cho ảnh trong. Cả hai đều không phá ảnh gốc, sửa sai thì quay lại được. Đừng lạm dụng tăng độ nét, dễ nát ảnh.",tech
"Ảnh đầy bộ nhớ, cách lưu trữ ảnh an toàn không lo mất?","Bật sao lưu tự động lên Google Photos, chọn nén chất lượng cao cũng đủ xem và đỡ tốn dung lượng. Đẩy ảnh quan trọng lên ổ cứng ngoài hoặc máy tính. Đừng để ảnh duy nhất trong máy, rơi máy hoặc hỏng là mất sạch kỷ niệm.",tech
"Chụp chân dung sao cho đẹp, mặt người không bị méo?","Đừng đứng sát quá, để cách người chụp tầm 1-2 mét rồi lấy nét vào mắt. Chế độ chân dung xóa phông được nhưng đừng lạm dụng, phông tự nhiên vẫn đẹp hơn. Ánh sáng chiếu nghiêng mặt sẽ có chiều sâu, đứng ngược sáng là mặt tối đen.",tech
"Quay video tay run lắm, có cách nào quay mượt không cần gimbal?","Bật tính năng chống rung trên camera, máy nào giờ cũng có, gọi là Stabilization. Giữ máy bằng hai tay, khủy tay tì vào người, bước đi nhẹ nhàng. Đi theo chủ thể thay vì xoay nhanh. Video đứng yên thì đặt máy lên bàn, không cần gimbal.",tech
"Chụp trăng và sao bằng điện thoại có ra không?","Chụp trăng thì dùng chế độ chụp đêm, zoom lên nhưng phải tì máy thật chắc không thì ra vệt mờ. Chụp sao trời thì cần máy có chế độ phơi sáng lâu và chân máy, điện thoại tầm trung làm được nhưng phải ra chỗ tối ít ánh sáng thành phố.",tech
"Chụp ảnh nên để RAW hay JPEG, chụp thường thì chọn cái nào?","Chụp thường để JPEG cho khỏe, ảnh nhẹ, gửi đi đâu cũng nhanh. RAW thì nặng nhưng giữ nhiều chi tiết, chỉ cần khi bạn chỉnh ảnh chuyên sâu bằng Lightroom. Điện thoại thường tự xử lý đẹp sẵn, không cần RAW làm gì cho tốn bộ nhớ.",tech
"Ảnh chụp ra bị mờ nhòe hoài, tại sao và sửa sao?","Nguyên nhân chính là rung tay khi chụp, hoặc chủ thể di chuyển nhanh. Giữ máy chắc, bấm chụp rồi giữ yên một chút, đừng bấm xong hạ tay ngay. Chụp vật động nhanh thì bật chế độ thể thao hoặc chụp liên tiếp. Đủ sáng cũng giảm nhòe đáng kể.",tech
