prompt,response
"Viết mô tả tiếng Anh cho ảnh AI cảnh mùa xuân với hoa đào nở rực rỡ bên hồ, cánh hoa rơi theo gió.","Bright spring scene of peach blossom trees in full bloom along a lakeside path, vivid pink petals against a clear blue sky, petals drifting in the air, red lanterns hanging from the branches, warm sunlight casting soft shadows, green grass speckled with fallen petals, joyful fresh mood, cinematic composition, detailed petal and bark textures, high fidelity, 8k."
"Viết mô tả tiếng Anh cho ảnh AI cảnh mùa hè nắng gắt trên con đường làng, hai hàng cây phượng nở đỏ.","Vivid shot of a scorching summer afternoon on a village road, intense white-gold sunlight bleaching the asphalt, a line of flame-red phoenix trees in blazing bloom, heat shimmer rising from the ground, a bicycle leaning against a mossy wall, harsh hard shadows, saturated red and green palette, vibrant energetic mood, high contrast, detailed leaf texture and heat haze, high fidelity, 8k."
"Viết mô tả tiếng Anh cho ảnh AI cảnh mùa thu với lá vàng phủ kín con đường lớn, có người đi dạo.","Warm autumn scene of golden maple and yellow leaves carpeting a tree-lined boulevard, sunlight filtering through thinning canopies in dappled patterns, a couple walking arm in arm, leaves tumbling lazily in a soft breeze, amber, ochre and burnt sienna palette, cozy nostalgic mood, cinematic depth of field, crisp leaf texture, long shadows, high fidelity, 8k."
"Viết mô tả tiếng Anh cho ảnh AI cảnh mùa đông lạnh giá, sương muối phủ trắng cành cây và mái nhà.","Cold winter scene of frost coating bare tree branches and rooftops, white rime glittering in pale sunlight, breath fogging in the frigid air, a woman in a thick red coat and scarf walking past, steam rising from a cup she holds, muted icy blue-grey palette with warm accent, crisp crystalline frost texture, quiet still mood, cinematic wide shot, high fidelity, 8k."
"Viết mô tả tiếng Anh cho ảnh AI cảnh đầm sen mùa hạ, hoa sen hồng nở rộ trên mặt nước xanh.","Serene shot of a summer lotus pond in full bloom, large pink and white lotus flowers rising above wide green leaves, a golden dragonfly resting on a petal, morning light glistening on water droplets, blurred reeds and distant mountains, soft pastel palette with deep green, peaceful meditative mood, macro detail on petals, atmospheric haze, cinematic composition, high fidelity, 8k."
"Viết mô tả tiếng Anh cho ảnh AI cảnh hoa mai vàng nở trước sân nhà ngày Tết, có bao lì xì đỏ.","Festive close-up of yellow ochna blossoms (hoa mai) arranged with red envelopes and calligraphy scrolls on a Tet altar, vibrant golden flowers against a red lacquered background, soft window light with gentle shadows, shallow depth of field, a small potted kumquat blurred behind, saturated red and gold palette, celebratory mood, detailed petal and paper texture, high fidelity, 8k."
"Viết mô tả tiếng Anh cho ảnh AI cảnh mùa thu Hà Nội, hoa sữa nở, lá vàng rơi trên con phố nhỏ.","Romantic shot of a small Hanoi street in autumn, soft golden light filtering through tall trees, white milk-flower (hoa sua) blossoms dusting the pavement, an old woman with a bamboo pole selling traditional cakes, gentle haze in the air, muted amber and grey-blue palette, nostalgic melancholic mood, cinematic composition, detailed stone and leaf textures, high fidelity, 8k."
"Viết mô tả tiếng Anh cho ảnh AI cảnh mùa đông Sa Pa, băng giá phủ trắng ruộng bậc thang và núi non.","Breathtaking winter shot of Sa Pa terraced rice fields under a layer of ice and frost, jagged mountain peaks in a misty backdrop, frost crystallizing on stone walls and bare trees, a woman in colorful traditional clothing walking the path, pale white-grey palette with bright accents, crisp ice texture, serene isolated mood, cinematic depth, atmospheric fog, high fidelity, 8k."
"Viết mô tả tiếng Anh cho ảnh AI cảnh vườn hoa cúc vàng nở rộ vào mùa thu, người nông dân đang hái hoa.","Golden hour shot of a field of yellow chrysanthemums in full bloom, thousands of round blossoms catching warm sunlight, a farmer picking flowers with woven baskets, pollen drifting in the air, layered rows receding into a soft haze, deep amber and green palette, cheerful abundant mood, detailed petal texture, cinematic shallow depth of field, high fidelity, 8k."
"Viết mô tả tiếng Anh cho ảnh AI cảnh tuyết rơi dày trên dãy núi, rừng thông phủ trắng, có căn nhà gỗ.","Epic wide shot of heavy snowfall over a mountain range, snow blanketing pine forests and cliffs, large fluffy flakes falling diagonally, a wooden cabin with warm glowing windows, pale blue and white palette, soft diffused light, deep snow texture with wind-carved drifts, serene quiet atmosphere, cinematic scale, high contrast between snow and warm cabin light, high fidelity, 8k."
