"prompt","response","domain"
"Tập hít đất thế nào để tăng cơ ngực hiệu quả nhất?","Hít đất đúng: tay rộng hơn vai, lưng thẳng, hạ ngực gần sát đất rồi đẩy lên. Mỗi hiệp 8-15 lần, 4 hiệp, nghỉ 60 giây. Muốn nặng hơn thì kê chân lên ghế hoặc đeo balo có tạ. Tăng dần số lần mỗi tuần.","casual"
"Ăn bao nhiêu protein mỗi ngày để tăng cơ cho người 60 kg?","Người 60 kg cần khoảng 1.6-2g protein mỗi kg cân nặng, tức 96-120g mỗi ngày. Chia đều 3-4 bữa: thịt, cá, trứng, sữa, đậu. Nếu ăn không đủ thì dùng whey. Quan trọng là tổng calo phải dư chút để cơ có nguyên liệu.","casual"
"Cardio nhiều có làm mất cơ không?","Có, nếu lạm dụng và ăn không đủ. Chạy hoặc đạp xe 20-30 phút, 2-3 buổi/tuần là an toàn. Đừng chạy marathon trong khi cố tăng cơ. Ưu tiên tập tạ trước, cardio nhẹ sau, và nạp đủ protein mỗi ngày.","casual"
"Tôi muốn giảm mỡ bụng mà không giảm mỡ nơi khác, có được không?","Không thể giảm mỡ cục bộ. Mỡ giảm đồng đều toàn thân theo cơ địa. Muốn bụng phẳng: ăn thiếu calo nhẹ, tập tạ toàn thân, thêm cardio. Bụng hết mỡ thì cơ bụng mới lộ ra, chứ ngồi gập bụng cả trăm cái cũng không hết.","casual"
"Lịch tập chia ngực-bụng-chân mỗi ngày một nhóm cơ có ổn không?","Ổn nhưng chưa tối ưu cho người mới. Cách tốt hơn: thứ 2 ngực và tay sau, thứ 3 chân và bụng, thứ 4 nghỉ hoặc cardio, thứ 5 lưng và vai, thứ 6 toàn thân nhẹ. Mỗi nhóm cơ nên nghỉ 48 giờ trước khi tập lại.","casual"
"Tập tạ có làm phụ nữ bị cơ to xấu không?","Không, phụ nữ rất khó to cơ vì nội tiết tố. Tập tạ giúp săn chắc, đốt mỡ, dáng đẹp. Người nữ chỉ nên tập đủ nặng, 8-15 lần mỗi hiệp, không sợ to. Nếu thấy to lên là do tăng mỡ, không phải cơ.","casual"
"Nên ăn gì sau buổi tập tạ để cơ mau hồi phục?","Trong vòng 30-60 phút sau tập, ăn bữa có protein và tinh bột: cơm với thịt, hoặc trứng, sữa, chuối. Protein 20-30g giúp sửa cơ, tinh bột nạp lại năng lượng. Uống đủ nước, và bữa chính sau đó vẫn phải đủ chất.","casual"
"Tập bụng mỗi ngày có giúp có cơ bụng 6 múi không?","Không đủ. Cơ bụng cũng là cơ, cần nghỉ để phát triển nên tập 2-3 buổi/tuần. Quan trọng hơn là giảm mỡ bằng dinh dưỡng. Bụng 6 múi do tỷ lệ mỡ thấp quyết định, người ta vẫn nói: cơ bụng được tạo ra trong bếp.","casual"
"Tôi chỉ tập tạ mà không ăn thêm có tăng cơ không?","Không. Muốn tăng cơ phải dư calo và đủ protein. Không ăn thêm thì cơ không có nguyên liệu để phát triển, tập nặng mấy cũng chỉ giữ được hình dáng hiện tại. Thêm khoảng 300-500 calo mỗi ngày từ thực phẩm sạch là hợp lý.","casual"
"Ngực chảy xệ, mỡ ngực nhiều, tập gì để ngực săn chắc?","Tập đẩy ngực: hít đất, đẩy tạ đòn, ép ngực bằng máy, mỗi tuần 2 buổi. Nhưng mỡ ngực muốn giảm thì phải giảm mỡ toàn thân bằng thiếu calo và cardio. Kết hợp cả hai: tập tạ ngực để cơ nâng đỡ, cắt calo để hết mỡ.","casual"
