"prompt","response","domain"
"Nhà em chỗ đường ống nước bị rỉ nước nhỏ giọt, có tự vá được không anh?","Khóa van nước chính lại, lau khô chỗ rò rồi dùng băng keo chống rò hoặc keo silicone quấn tạm. Cách đó chịu vài ngày thôi, rồi thay đoạn ống hoặc gọi thợ hàn cho chắc. Nước rỉ lâu ngày mốc tường.","casual"
"Vòi nước nhà em chảy không khóa được nữa, chảy ri rỉ hoài, sửa thế nào?","Khóa van góc dưới vòi rồi tháo đầu tay gạt ra, bên trong có gioăng cao su bị mòn, thay cái mới là hết. Nếu vòi cũ quá thì thay cả cái, dưới 200 nghìn là có.","casual"
"Bồn cầu bị nghẹt cứng, dùng cây thụt không hết, có cách nào nữa không anh?","Đổ một xô nước nóng lớn từ từ xuống xem thông không. Nếu không, lấy màng bọc thực phẩm bịt kín bệ rồi xả nước, áp lực sẽ đẩy thông. Chưa ăn thì gọi thợ, đừng đổ hóa chất mạnh dễ nứt men.","casual"
"Nước máy nhà em chảy yếu xìu mấy hôm rồi, mở vòi nào cũng vậy, bị gì thế?","Tháo đầu lọc ở vòi ra vệ sinh, hay bị cát bẩn bít. Kiểm tra van chính ở đồng hồ nước xem có mở hết không. Nếu hàng xóm cùng yếu là do áp lực khu vực, chờ thủy cục xử lý.","casual"
"Ống nước trong nhà vệ sinh bị vỡ, nước phun tứ tung, giờ xử lý gấp sao anh?","Tìm van tổng ngoài nhà, thường ở gần đồng hồ nước, khóa lại ngay đã. Lau khô rồi xem chỗ vỡ ở đâu, nếu đứt gọn thì thay khúc ống mới, nếu vỡ hở thì dùng keo nối tạm chờ thợ.","casual"
"Bồn cầu nhà em xả xong vẫn nghe tiếng nước chảy ri rỉ trong bồn, tốn nước lắm không?","Tốn đó, cả mét khối mỗi ngày. Mở nắp két nước ra, van phao bị hở làm nước tràn qua ống xả. Chỉnh lại phao thấp xuống hoặc thay gioăng, 30 phút là xong, tiết kiệm tiền nước ngay.","casual"
"Nước ra từ vòi nóng nhà em bị vàng, khai khai, có uống được hay gì không?","Đó là do bình nóng lạnh lâu ngày đóng cặn và rỉ sét, nước vàng là đừng uống. Xả đáy bình ra, hoặc gọi thợ vệ sinh thay thanh chống ăn mòn. Còn máy nước trực tiếp thì thay cột lọc.","casual"
"Vòi hoa sen nhà em bị tắc gần hết lỗ, nước chảy ra yếu tí, làm sao thông?","Tháo đầu vòi sen ra ngâm trong giấm hoặc nước cốt chanh vài tiếng, cặn vôi sẽ tan. Dùng kim nhọn khều các lỗ còn bít. Lắp lại là nước chảy mạnh như cũ.","casual"
"Nhà em cống thoát nước bốc mùi hôi lên tận phòng, xử lý thế nào?","Đổ một xô nước vào các miệng cống, khô nước thì mùi bay lên do mất nước bịt. Định kỳ đổ hóa chất thông cống hoặc nước sôi. Kiểm tra ống xiphông ở bồn rửa, nếu cũ thay gioăng.","casual"
"Chỗ nối ống nước với đồng hồ nước bị rỉ, chảy tong tong, ai chịu trách nhiệm sửa?","Đoạn từ đồng hồ ra vào nhà là phần của nhà mình, phải tự sửa. Khóa van, thay gioăng hay siết lại đầu nối. Nếu chưa tự tin cứ gọi thợ nước, công nhỏ vài chục nghìn thôi.","casual"
