"prompt","response",casual
"Làm sao tìm được quán cà phê yên tĩnh để làm việc?","Đừng tin ảnh trên mạng, cứ chạy tới quán vào giờ làm việc buổi sáng mà khảo sát. Xem bàn có ổ điện không, nhạc có nhỏ vừa không, khách có ồn không. Tránh mấy quán góc ngã tư hay gần chợ. Mấy quán tầng trên, ngõ sâu, hoặc quán chuyên cho dân học bài thường yên nhất. Đi vài lần là có danh sách riêng của mình.",casual
"Quán cà phê đẹp để sống ảo nên chọn theo tiêu chí gì?","Ánh sáng là số một. Quán có cửa kính lớn hoặc sân thượng đón nắng chiều thì ảnh chụp lên da đẹp tự nhiên. Kế đó là góc decor, quán trồng nhiều cây, tường mộc, bàn ghế đừng quá trùng lặp. Tránh quán đèn vàng chớp chớp và đông khách chen chúc. Với dân sống ảo, một góc đẹp đáng giá cả ly cà phê.",casual
"Quán cà phê wifi mạnh có phải cứ chọn đại là được không?","Không, wifi mạnh chưa đủ. Xem quán có ổ điện dọc theo bàn không, tốc độ tải file có ổn định cả buổi không. Một số quán wifi nhanh đầu giờ nhưng chiều đông khách thì nghẽn. Hỏi thử nhân viên, hoặc nhìn dân ôm laptop làm việc có đông không. Quán nào đông dân công sở thì hạ tầng mạng đã được đám đó test qua rồi, chọn theo họ.",casual
"Cà phê giá bao nhiêu là hợp lý cho một ly?","Ở Việt Nam giờ ly cà phê phin ngồi quán tầm ba mươi đến năm mươi nghìn là chuẩn, quán đẹp sân thượng thì sáu bảy mươi nghìn cũng phải chấp nhận. Dưới hai lăm nghìn thường là hàng pha sẵn hoặc bột kém chất lượng. Trên một trăm nghìn mà không có gì đặc biệt thì là chém giá. Nếu uống espresso latte thì năm bảy mươi nghìn là mặt bằng chung.",casual
"Tìm quán cà phê mở khuya ở Sài Gòn kiểu gì?","Khuya thì mấy quán ngõ nhỏ gần chợ hoặc mấy quán chuyên cho dân làm đêm, tài xế công nghệ. Khu Phạm Ngũ Lão, quận Mười, hay mấy đường lớn ở Thủ Đức có vài quán mở xuyên đêm. Tránh quán trong chung cư vì thường đóng cửa sớm. Lên mạng tìm quán mở hai mươi tư giờ rồi gọi điện hỏi trước cho chắc, đừng đến nơi mới biết đóng cửa.",casual
"Quán cà phê nhìn ảnh đẹp lắm mà tới lại thất vọng thì sao?","Chuyện thường như cơm bữa. Ảnh thì filter, chụp góc đẹp, còn thực tế thì chật, ồn, bàn ghế cũ. Cách né: đọc review của dân địa phương thay vì dân PR, xem ảnh người khác chụp tự phát, và check giờ đông khách. Tới thử một lần, thấy không hợp thì bỏ đi, đừng ngại ngồi cho xong tiền cà phê.",casual
"Quán cà phê thân thiện với nhóm đông người chơi game nên tìm thế nào?","Chọn quán có khu vực tầng trên hoặc phòng riêng, bàn dài, có sẵn ổ cắm đầy đủ. Tránh quán nhỏ vì nhóm đông sẽ bị nhắc nhở. Mấy quán chuyên game hoặc quán của dân làm việc nhóm sẽ thoải mái hơn. Nên gọi trước hỏi quán có cho ngồi nhóm năm sáu người lâu không, tránh tới rồi bị đuổi giữa chừng.",casual
"Quán cà phê sân vườn có gì hay mà nhiều người thích vậy?","Không gian thoáng, có cây, gió trời, không bức bí như trong nhà. Sáng sớm hoặc chiều mát ngồi sân vườn uống ly cà phê là khoái. Nhưng chấp nhận một phần: mưa là phải dời chỗ, muỗi nhiều, và nắng trưa thì chói. Quán nào trồng cây lớn, có mái che đàng hoàng thì mới đáng. Còn không thì sân vườn cũng chỉ là cái mác cho đẹp.",casual
"Mỗi sáng đều đi quán cà phê quen thì có tốn không?","Tính ra ba mươi đến bốn mươi nghìn mỗi ngày, một tháng tầm một triệu đến một triệu hai. Với dân làm văn phòng, đó là chi phí cho chỗ ngồi sạch sẽ, có wifi, có người phục vụ. So với làm việc ở nhà dễ trễ giờ thì quán còn giúp vào việc hơn. Thấy đáng thì không tốn, thấy tiếc thì mua phin tự pha, hai ly bằng một ly quán.",casual
"Đánh giá quán cà phê trên Google Maps kiểu gì cho hữu ích?","Đừng chấm sao cảm tính. Ghi rõ ba thứ: cà phê uống thế nào, không gian ồn hay yên, và giá cả so với chất lượng. Nói rõ thời điểm tới vì cuối tuần khác ngày thường. Chụp thêm vài tấm ảnh thực tế không filter. Review như vậy người khác đọc mới tin, còn chấm một sao vì nhân viên mặt lạnh thì vô nghĩa.",casual
