"prompt","response",casual
"Pha cà phê phin làm sao cho ra ly đậm mà không bị đắng gắt?","Chìa khóa nằm ở lượng cà phê và tốc độ nước. Dùng ba thìa bột cho ly nước khoảng 180ml, nén phin nhẹ, chỉ rót một chút nước sôi vào cho cà phê nở đều. Chờ một hai phút rồi mới châm đầy. Đừng rót nước quá nhanh, cà phê sẽ loãng và đắng gắt. Xong thì khuấy đều, thêm đá và sữa đặc nếu thích. Đậm mà không khó chịu là được.",casual
"Cà phê sữa đá ngon nhất cần những gì?","Cà phê phin đậm, sữa đặc có thương hiệu quen, đá sạch viên to, và quan trọng nhất là tỉ lệ. Khoảng hai phần cà phê một phần sữa là chuẩn. Rót cà phê nóng vào ly sữa rồi khuấy tan hẳn trước khi thả đá, vậy là ly cà phê sữa đá đúng chuẩn Việt Nam. Đừng đổ sữa vô tội vạ rồi đổ lỗi cà phê kém.",casual
"Espresso tại nhà không có máy xịn thì pha kiểu gì cho ngon?","Không cần máy vài chục triệu vẫn uống được espresso ổn. Mua cà phê robusta xay mịn, dùng phin nhỏ hoặc cái French press lọc nhanh ba mươi giây với nước chín mươi độ. Không có áp suất thì tỉ lệ bù lại: mười gam cà phê cho hai mươi gam nước, chiết xuất trong khoảng nửa phút. Không bằng máy xịn nhưng đủ ghiền.",casual
"Bột cà phê mua ở siêu thị với bột xay tươi khác nhau thế nào?","Khác một trời một vực. Bột siêu thị đã rang từ lâu, tinh dầu bay hết, uống chỉ thấy đắng chứ không thấy thơm. Bột xay tươi từ hạt rang trong tuần giữ trọn mùi, có tầng vị chua ngọt đắng rõ ràng. Muốn uống cho đã thì đầu tư hạt rang tươi và một cái máy xay mini, tốn chút nhưng đáng.",casual
"Cà phê bị pha ra màu nhạt xỉn thì lỗi ở đâu?","Chủ yếu do nước nóng quá hoặc bột xay quá thô. Nước sôi sùng sục làm cà phê chín dở, chiết xuất không ra màu. Bột thô thì nước chảy tuột qua nhanh, không kịp lấy chất. Giảm nhiệt độ xuống khoảng chín mươi lăm độ, xay mịn hơn một chút, và đừng quên nén phin vừa tay. Màu sẽ về ngay.",casual
"Sao cà phê phin của quán lúc nào cũng thơm hơn pha ở nhà?","Quán dùng hạt rang mới, xay đúng cỡ phin, và nước đúng nhiệt độ. Nhà mình thường để bột lâu ngày, nước thì hấp tấp. Thêm nữa quán có nguồn nước lọc ổn định, còn nhà hay dùng nước máy có mùi clo. Sửa hai thứ đó là ly cà phê ở nhà sẽ tiến sát quán ngay.",casual
"Mua máy xay cà phê giá rẻ có nên không?","Nên, nhưng đừng mua loại dao xoay giá một hai trăm nghìn. Máy kiểu đó xay không đều, bột lẫn hạt to nhỏ nên vị lúc đắng lúc chua. Bỏ thêm chút mua máy kiểu burr mini, xay đều tay, điều chỉnh được độ mịn. Chỉ vài trăm nghìn mà uống ngon hơn hẳn, đáng đồng tiền.",casual
"Pha cà phê phin mất bao lâu là chuẩn?","Khoảng bốn đến sáu phút là đẹp. Nhanh hơn nghĩa là bột thô hoặc nước chảy mạnh quá, chậm hơn nghĩa là bột mịn hoặc nén quá chặt. Ly chuẩn là giọt rơi đều như mưa nhỏ, chảy liên tục không ngắt quãng. Châm nước lần đầu rồi chờ nở, xong mới châm đầy. Kiên nhẫn đúng chuẩn, cà phê sẽ trả ơn.",casual
"Cà phê đen đá uống sao cho ra vị?","Đừng uống ngay khi pha xong còn nóng. Đổ cà phê ra ly, để nguội bớt rồi mới thả đá, vị sẽ đậm và sạch hơn. Thử một ngụm trước khi thêm đường, vì cà phê đen ngon có vị hậu hơi ngọt tự nhiên. Uống chậm, để đá tan dần, mỗi ngụm một tầng vị khác nhau. Đấy mới là đẳng cấp.",casual
"Nước pha cà phê phin dùng nước gì thì ngon?","Nước lọc là chuẩn nhất. Nước máy có clo và khoáng nặng làm cà phê mất thơm, còn bị vị hôi. Nước tinh khiết quá thì cà phê nhạt nhẽo. Nước qua máy lọc hoặc nước khoáng nhẹ là lý tưởng, nhiệt độ khoảng chín mươi lăm độ. Thử đổi nước một lần là thấy ngay khác biệt, đừng coi thường nước.",casual
