"prompt","response"
"Auth bypass thường xảy ra do đâu?","Đa số do logic lỏng: quên kiểm tra quyền ở endpoint, tin ID từ request thay vì session, admin flag nằm trong cookie, hoặc tin header như X-Forwarded-For. Cũng hay gặp ở reset password và OTP không giới hạn lần thử. Khi test cứ nghĩ chỗ nào developer nghĩ là an toàn thì thử bẻ."
"JWT bị lỗi kiểu gì? Token này phổ biến lắm mà.","Lỗi kinh điển: thuật toán none (attacker bỏ chữ ký), secret yếu đoán được bằng dictionary, thuật toán confusion giữa HS256 và RS256, nhồi nhét kid để inject đường dẫn file tùy ý. Ngoài ra còn quên kiểm tra exp, alg bị đổi. Phòng: secret mạnh, cố định thuật toán, validate đủ trường."
"Kiểm tra JWT trên server sao cho chắc?","Luôn verify chữ ký bằng secret hoặc public key đúng thuật toán, không tin payload trước khi verify. Kiểm tra alg khớp cấu hình, exp và nbf còn hợp lệ, iss và aud đúng. Đừng tự decode rồi tin kết quả vì payload chỉ là base64, không có bảo vệ gì cả."
"Subdomain takeover là gì? Nghe kêu nguy hiểm mà không hiểu cơ chế.","Xảy ra khi subdomain trỏ CNAME tới service bên ngoài (S3, Heroku, GitHub Pages) mà service đó không còn tồn tại hoặc không còn được sở hữu. Attacker đăng ký lại tên đó và kiểm soát hoàn toàn nội dung subdomain, có thể đánh cắp cookie nếu domain cha set cookie cho toàn miền."
"Làm sao phát hiện subdomain takeover?","Rà subdomain bằng enumerate (crt.sh, wordlist, theHarvester), kiểm tra CNAME trỏ tới dịch vụ cloud. Nếu resolve NXDOMAIN mà CNAME vẫn còn nghĩa là dangling. Thử claim trên dịch vụ đó xem nhận không. Claim được mà chưa được phép test thì báo vendor theo coordinated disclosure."
"Bug bounty nên bắt đầu ở HackerOne hay Bugcrowd?","Cả hai đều ổn, HackerOne nhiều chương trình công nghệ lớn hơn, Bugcrowd có vài chương trình riêng như Tesla, PayPal. Mới chơi thì chọn chương trình scope rộng, ít người cày, payout thấp nhưng dễ trúng, hoặc VDP. Đừng lao vào chương trình nổi tiếng mà hàng trăm người đang cày mỗi ngày."
"Đọc scope của chương trình bug bounty sao cho đúng?","Đọc kỹ in-scope: domain, subdomain nào được phép test và loại test nào bị cấm (thường là DoS, phishing, spam). Out-of-scope đụng vào là bị ban hoặc kiện, không đùa. Chú ý quy định về rate, dữ liệu nhạy cảm, và luôn dùng tài khoản test riêng, không dùng dữ liệu thật."
"Viết report bug bounty sao cho được duyệt nhanh?","Công thức: tiêu đề rõ lỗi và ảnh hưởng, tóm tắt 2-3 câu, các bước tái hiện cụ thể kèm request và response, ảnh chụp màn hình, đánh giá mức ảnh hưởng. Report dễ đọc, không giải thích dài dòng. Lỗi được duyệt nhanh là lỗi có bằng chứng rõ, không phải report dài nhất."
"Mức tiền bug bounty thực tế là bao nhiêu?","Tùy chương trình: critical thường 5.000-50.000 USD, high 1.000-10.000, medium 100-1.000, low 50-200. Chương trình lớn như Google, Apple trả cao nhưng khó trúng, chương trình vừa vừa dễ kiếm đều hơn. Đừng tin chuyện kiếm triệu đô mỗi tháng, thu nhập người chơi nghiêm túc thấp hơn nhiều."
"Muốn kiếm tiền từ bug bounty cần chuẩn bị những gì?","Kiến thức web cơ bản (HTTP, API, auth), thành thạo Burp Suite, hiểu OWASP Top 10, biết dùng recon tool. Tạo tài khoản trên nền tảng, bắt đầu chương trình nhỏ, cày đều mỗi tuần và ghi chép lại. Kiên nhẫn là kỹ năng quan trọng nhất, tháng đầu chưa trúng là chuyện bình thường."
