"prompt","response"
"Giờ phần mềm chuyển sang thuê bao hết. Subscription license vận hành cơ chế thế nào, sao nó chống crack tốt?","Subscription gắn quyền dùng với tài khoản và thời gian: app mỗi lần chạy hoặc định kỳ gọi server xác nhận account còn active và còn hạn không. Vì quyền kiểm soát nằm trên server, cracker patch cục bộ chỉ tạm thời, không có server trả lời thì tính năng online không dùng được. Chống crack tốt vì nó chuyển trọng tâm từ file sang dịch vụ: giá trị thật như cloud, update, tính năng là thứ không thể sao chép."
"Floating license là gì? Nghe nói công ty mua 10 license mà 50 người xài được, cơ chế kiểu gì?","Floating license, còn gọi license concurrent, là license dùng chung theo số phiên đồng thời. Công ty cài một license server, thường theo chuẩn FlexNet, trên mạng nội bộ, mỗi phần mềm khi chạy sẽ hỏi server xin một slot. Có slot thì chạy, hết slot thì chờ. 50 người dùng nhưng chỉ cần 10 license vì không phải ai cũng mở cùng lúc. Quản trị viên theo dõi ai đang giữ slot qua báo cáo của server."
"License gắn máy có kiểu cloud là sao? Máy mình đổi phần cứng là mất license à?","Machine-bound cloud license nghĩa là quyền dùng gắn với định danh phần cứng, nhưng việc xác thực chạy trên cloud của nhà cung cấp. Phần mềm thu thập fingerprint máy gồm CPU, mainboard, MAC, mã hóa gửi lên server, server cấp token cho đúng máy đó. Đổi phần cứng thì fingerprint đổi, token cũ không khớp nên phải xin cấp lại, nhiều hãng cho đăng ký lại vài lần mỗi năm. Hạn chế là offline không dùng được vì token phải validate định kỳ."
"Mình muốn tự dựng license server cho phần mềm nội bộ công ty, cần những gì và nên để ý gì?","Cần ba phần: một server nhỏ lưu danh sách license, có thể là database đơn giản, một API để app gọi xác thực, và cơ chế sinh khóa có chữ ký số. App gửi mã máy lên, server kiểm tra license còn hiệu lực rồi trả token ký RSA, app verify bằng public key nhúng sẵn. Quan trọng: đừng để logic verify nằm hẳn trong app, hãy cho token thời hạn ngắn và tính năng quan trọng phụ thuộc server, như vậy patch app cũng vô ích."
"Startup Việt Nam làm app Android bán premium, ngân sách eo hẹp. Nên chống crack kiểu gì cho hợp lý?","Với ngân sách thấp: bật R8 để obfuscate, dùng Google Play Billing với license check phía server, mã hóa API key. Đừng tốn tiền mua giải pháp đắt vì cracker có động cơ chủ yếu nhắm app nổi tiếng. Nhận thức đúng: không gì chống được crack tuyệt đối, mục tiêu là nâng chi phí crack lên cao hơn giá trị bản quyền. Khi app chưa nổi, phần lớn người dùng mua chính hãng nếu giá hợp lý, chống crack quá mức còn đuổi khách."
"Kể vài best practice chống crack cho app di động mà không cần thuê đội bảo mật đắt tiền.","Đầu tiên, đừng giấu logic kiểm tra trả phí trong client, đưa quyết định lên server. Thứ hai, verify chữ ký APK trong code và so với giá trị kỳ vọng. Thứ ba, bật R8, mã hóa string nhạy cảm, vài chỗ logic quan trọng chuyển sang native. Thứ tư, dùng certificate pinning cho API. Cuối cùng, theo dõi tín hiệu bất thường như app bị repackage rồi log lên server. Chống crack là cuộc chạy đua nâng chi phí chứ không phải cuộc chiến thắng tuyệt đối."
"Nhiều studio bỏ chống crack hoàn toàn. Khi nào thì quyết định đó hợp lý?","Bỏ chống crack hợp lý khi sản phẩm free-to-play hoặc kiếm tiền từ online service vì crack không ảnh hưởng doanh thu; khi chi phí bảo trì DRM ngốn ngân sách hơn số tiền crack gây mất; hoặc khi chống crack phiền hà khách trả tiền nhiều hơn lợi ích. Nhiều game indie chọn không DRM vì cộng đồng yêu thích, đổi lại được quảng bá truyền miệng. Bản chất là tính toán kinh tế: nếu chống crack không bảo vệ được đồng nào thì bỏ."
"App Android của mình bị người ta unpack ra, đọc code như đọc sách, lấy luôn API key trong đó. Giờ mình phải làm gì?","Trước mắt xoay key cũ, khóa server chặn IP lạ, vì key trong APK đã lộ là coi như cháy. Về lâu dài: chuyển key lên server, app gọi qua backend, đừng nhúng secret vào client. Bật R8, mã hóa string, hoặc giấu logic quan trọng trong native lib. Chấp nhận sự thật là APK nào cũng unpack được, nhiệm vụ là làm cho thứ lấy được trở nên vô dụng chứ không phải làm cho không lấy được. Như vậy người crack tốn công mà không được gì."
"Sao mình biết APK của mình đã bị sửa và phát tán bản repackage?","Dấu hiệu rõ nhất là chữ ký: APK bị sửa phải đóng lại bằng key của cracker nên signature khác bản gốc. Bạn có thể so sánh cert fingerprint SHA-256 lúc runtime và nghi ngờ nếu lệch. Ngoài ra theo dõi nguồn cài đặt, tỉ lệ user từ APK lạ tăng bất thường, hoặc request đến API mang dấu hiệu app đã sửa. Vài bản crack lỏng tay còn đổi package name hoặc để lại log. Kết hợp check signature với telemetry là đủ phát hiện phần lớn trường hợp."
"Người ta dùng Frida hook app Android để qua mặt kiểm tra trả phí. Có cách nào phát hiện không, hay đành chịu?","Có cách phát hiện nhưng là cuộc đua vũ trang. Frida inject code qua ptrace hoặc chạy server riêng nên có thể dò: check port mặc định 27042, scan /proc/self/maps thấy thư viện frida-gadget, hoặc tự check xem có ai attach ptrace không. Nhưng cracker cũng có anti-anti-hook, đổi tên lib, đổi port, dùng custom script. Nên đặt kỳ vọng thực tế: detection chặn người dùng công cụ đại trà, còn kẻ có kỹ năng vẫn qua. Logic server-side mới là chốt chặn thật."
