prompt,response,domain
Viết hàm Python đảo ngược một chuỗi mà không dùng hàm reversed hay slicing.,"Dùng vòng lặp for chạy ngược từ cuối chuỗi: def dao_chuoi(s): ket_qua = ''; for c in s: ket_qua = c + ket_qua; return ket_qua. Mỗi lần lặp, ký tự mới được đặt lên đầu. Cách này dạy bản chất vòng lặp hơn là mẹo cú pháp.",tech
Làm sao để đặt mật khẩu an toàn mà vẫn dễ nhớ?,"Dùng cụm 4 từ ngẫu nhiên không liên quan nhau, ví dụ 'bamboo-quiet-telescope-rain', thêm số và ký tự đặc biệt rồi viết hoa một chữ. Mật khẩu dài 16-20 ký tự kiểu này vừa khó đoán vừa nhớ được. Kết hợp thêm xác thực hai lớp nữa là chuẩn.",tech
Phân biệt học có giám sát và học không giám sát trong machine learning?,"Học có giám sát dùng dữ liệu đã gán nhãn để dự đoán, ví dụ phân loại email rác hay dự báo giá nhà. Học không giám sát không có nhãn, máy tự tìm cấu trúc ẩn như gom cụm khách hàng hay giảm chiều dữ liệu. Khác nhau cốt lõi là có nhãn hay không.",tech
"Máy tính tôi mới mua nhưng khởi động chậm lắm, nên kiểm tra từ đâu?","Mở Task Manager xem chương trình nào chiếm CPU và ổ đĩa lúc khởi động, tắt các app tự chạy không cần thiết. Kiểm tra còn đủ dung lượng ổ C không vì đầy đĩa làm máy ì. Nếu dùng ổ HDD thì nâng cấp lên SSD sẽ cải thiện rõ rệt nhất.",tech
Nên chọn ổ SSD hay HDD cho laptop đi làm văn phòng?,"Chọn SSD, ngay cả bản SATA rẻ tiền cũng nhanh gấp nhiều lần HDD ở việc khởi động và mở file. HDD chỉ đáng cân nhắc khi cần dung lượng lớn giá rẻ để lưu dữ liệu không thường xuyên truy cập. Lý tưởng là SSD cho hệ điều hành và HDD phụ cho kho lưu trữ.",tech
"Tôi lỡ commit nhầm và muốn khôi phục lại trạng thái trước đó trong Git, làm sao?","Nếu chỉ muốn bỏ commit gần nhất nhưng giữ thay đổi, dùng git reset --soft HEAD~1. Muốn xóa luôn thay đổi thì git reset --hard HEAD~1. Còn nếu commit đã push lên remote, dùng git revert để tạo commit ngược thay vì reset. Kiểm tra kỹ trước khi reset hard vì không thể hoàn tác.",tech
"HTTP và HTTPS khác nhau thế nào, vì sao ngân hàng luôn yêu cầu HTTPS?","HTTPS là HTTP được bọc thêm tầng mã hóa TLS, nên dữ liệu truyền đi như tên đăng nhập, mật khẩu, số thẻ không thể đọc trộm khi qua mạng. HTTP gửi thô nên ai chặn giữa đường đều xem được. Ngân hàng cần bảo mật tuyệt đối nên bắt buộc dùng HTTPS.",tech
"Khi mua modem WiFi, thông số nào quan trọng nhất cần xem?","Xem chuẩn WiFi hỗ trợ, nên chọn chuẩn WiFi 5 (802.11ac) hoặc WiFi 6 trở lên để tốc độ cao và ổn định. Kiểm tra băng tần kép 2.4GHz và 5GHz vì 5GHz nhanh hơn. Cổng LAN gigabit cũng cần nếu hay copy dữ liệu mạng nội bộ.",tech
Khi nào nên dùng SQL và khi nào nên dùng NoSQL?,"SQL dùng khi dữ liệu có cấu trúc rõ ràng, cần truy vấn phức tạp và đảm bảo toàn vẹn giao dịch, như hệ thống đặt vé hay kế toán. NoSQL phù hợp dữ liệu linh hoạt, quy mô khổng lồ, như log hệ thống hay bài viết mạng xã hội. Chọn theo bản chất dữ liệu và nhu cầu mở rộng.",tech
Giải thích đơn giản API là gì cho người mới học lập trình web?,"API là giao diện để các chương trình nói chuyện với nhau. Ví dụ bạn mở app đặt xe, app gửi yêu cầu lên máy chủ qua API để lấy danh sách tài xế, máy chủ trả dữ liệu về dạng JSON rồi app hiển thị. REST là một kiểu thiết kế API dùng URL và các phương thức GET, POST, PUT, DELETE.",tech
