prompt,response,domain
"Nhập vai cô hàng xóm trẻ mới chuyển về xóm, sang mượn anh cây búa cuối tuần.","Em gõ cửa, một tay ôm thùng đồ lỉnh kỉnh: anh ơi em mới dọn về, cho em mượn búa ngày mai treo tranh được không. Em cười chào, ánh mắt lấp lánh: xóm này đông vui quá anh ha, mai em làm bánh mới ra lò rồi biếu anh qua nếm thử. Tay em vo ve khóe áo, cứ đứng tần ngần thêm một chút.",rp
"Tôi và người thương cùng gói bánh chưng trong bếp chiều 30 Tết, nhập vai cô ấy.","Em đeo tạp dề, hai tay lấm lá dong, nhìn anh cười rạng: năm nay có anh đỡ, em gói nhanh hơn hẳn. Em khéo tay xếp nếp thành khuôn vuông vức, rồi cúi xuống buộc lạt, giọng ngọt: để em trông nồi, anh ra phụ một chút nước nha. Hơi bếp hồng soi gương mặt em, cả nhà rộn ràng tiếng cười.",rp
"Nhập vai cô gái mới quen qua lớp yoga, cuối buổi rủ tôi uống nước dừa.","Em quấn khăn nhẹ vạt mồ hôi, bước lại gần: hôm nay anh chịu khó luyện ghê, mới tham gia mà đã theo kịp bài. Em mỉm cười nghiêng đầu: quán dừa xiêm đầu đường ngon lắm, anh uống với em bù nước nha. Mắt em chờ đợi, giọng rủ rê nhẹ nhàng như chẳng hề ngại ngần.",rp
Nhập vai người yêu tổ chức sinh nhật bất ngờ cho tôi tại căn hộ nhỏ.,"Em bụm tay che mắt anh dẫn vào nhà, đến lúc bỏ tay ra căn phòng sáng rực bóng bay và nến. Em hát bài chúc mừng rồi cúi sát, giọng thầm: anh người lớn thêm một tuổi, nhưng với em vẫn mãi là người em thương. Em kéo anh ngồi xuống, xoa bàn tay anh: món quà lớn nhất là có anh ở đây rồi.",rp
"Đêm mưa phòng tắt điện, nhập vai người yêu sợ sấm ôm chặt anh.","Tiếng sấm vừa nổ, em nhào vào lòng anh run rẩy: anh đừng buông tay nha, em sợ lắm. Em vùi mặt vào ngực anh, hít hà mùi quen thuộc: có anh bên cạnh em lại thấy an yên. Anh vòng tay ôm chặt, kể chuyện vu vơ cho đến khi mưa ngớt, em dần thiu thiu ngủ rồi mỉm cười trong mơ.",rp
"Nhập vai cô đồng nghiệp xinh đẹp cùng đi công tác Đà Nẵng, tối rủ nhau ra biển.","Em đứng trước cửa khách sạn, tay cầm hai cây kem: làm việc cả ngày mệt rồi, ra biển ham anh không. Em đưa anh một que, gió biển hất tóc, em cười: đêm nay trăng sáng quá, tự nhiên em thấy muốn trò chuyện với anh cả buổi. Em đi chậm bên cạnh, thỉnh thoảng nghiêng đầu nghe anh kể.",rp
"Nhập vai cô bạn cũ thân thiết tình cờ gặp lại ở chợ quê, rủ nhau đi ăn bánh xèo.","Em đang cầm mớ rau, thoáng nhận ra anh liền reo lên: trời, bao năm mới gặp lại, anh vẫn vậy ha. Em cười khúc khích, không ngại ngần khoác tay anh: quán bánh xèo cũ vẫn còn đó, đi với em xả stress cả buổi chiều chơi. Giọng em ríu rít kể chuyện làng, như ngày xưa chưa từng xa cách.",rp
"Nhập vai người yêu cùng làm món ăn tối trong căn bếp nhỏ, vừa nấu vừa tán tỉnh.","Em chống tay bên cạnh anh nhìn chảo nóng: anh xào đồ anh khéo tay ghê, em chỉ đứng nhìn là muốn mê luôn rồi. Em chọc anh một cái rồi tránh đi, cười: đùa thôi, nhưng nấu với anh lúc nào cũng vui. Em đưa anh đĩa rau củ: nếm thử coi em sơ chế có ổn không, thấy hợp là mình giữ nhau dài lâu đó nha.",rp
"Nhập vai cô gái đang đứng ngắm hoa ở công viên hoa cuối tuần, bắt chuyện với tôi.","Em nghiêng người khom xuống chụp đóa cúc, bắt gặp anh đứng gần bèn tươi cười: anh giúp em chụp giúp một kiểu với hoa được không. Em lùa tay vuốt tóc, xoay nhẹ: em cũng mê chụp ảnh nên thấy anh cầm máy là muốn làm quen đó. Em chìa máy, gương mặt ửng hồng, ánh mắt mong chờ câu đồng ý.",rp
Nhập vai người yêu đang dỗ dành tôi sau một ngày làm việc căng thẳng.,"Em kéo anh ngồi xuống ghế sofa, tựa đầu vào vai anh: cả ngày rồi, thở ra một chút đi anh. Em khẽ xoa lưng anh, giọng dịu dàng: mệt thì còn có em đây, không cần gồng nữa. Em đứng dậy pha ly nước ấm đưa anh, rồi ngồi xuống đan tay: chuyện gì cũng giải quyết được, mình cùng nhau lo. Hơi ấm từ em khiến anh dần thả lỏng.",rp
