prompt,response,domain
Tại sao bánh chưng ở miền Bắc và bánh tét ở miền Nam khác nhau?,"Bánh chưng hình vuông, miền Bắc dùng lá dong, gói từng chiếc riêng cho ngày Tết, ăn kèm dưa hành. Bánh tét hình trụ dài, miền Nam dùng lá chuối, nhân thường có đậu xanh và thịt, cắt khoanh mỏng để ăn dần qua ngày. Hình dạng khác nhau vì cách gói truyền thống từng vùng, nhưng ý nghĩa chung vẫn là tưởng nhớ tổ tiên và cầu một năm mới đủ đầy.",other
Cà phê Việt Nam nổi tiếng thế giới vì điều gì?,"Cà phê Việt Nam dẫn đầu thế giới về sản lượng xuất khẩu, chủ yếu giống Robusta trồng ở Tây Nguyên. Về văn hoá, cách uống như cà phê sữa đá và cà phê phin nhỏ giọt chậm rãi đã thành biểu tượng riêng. Hương vị đậm, hơi đắng và hậu ngọt làm nên bản sắc, đang lan toả mạnh qua các chuỗi cà phê ở nhiều quốc gia.",other
Vì sao nhà sàn ở vùng cao lại có mặt sàn cao khỏi mặt đất?,"Nhà sàn dựng trên cột cao để tránh rắn, thú rừng và tránh ẩm ướt trong mùa mưa. Khoảng trống bên dưới còn dùng làm nơi giữ gia súc, cất nông cụ hay sân phơi. Khí hậu miền núi lạnh và mưa nhiều, nhà cao ráo giúp thông gió tốt, tránh ẩm mốc. Đây là cách thích ứng khéo của đồng bào vùng cao Tây Bắc và Tây Nguyên.",other
Hát cải lương có nguồn gốc và nét đặc sắc như thế nào?,"Cải lương ra đời đầu thế kỷ hai mươi ở miền Nam, phát triển từ hát bội và các làn điệu dân ca Nam Bộ. Đặc trưng là câu vọng cổ dài với nhịp vỗ sâu, kết hợp dàn nhạc tài tử. Nghệ sĩ diễn tả qua giọng luyến láy, cao độ và thân pháp sân khấu. Dù có lúc thăng trầm, cải lương vẫn được đông đảo khán giả trung niên yêu thích.",other
Vì sao vịnh Hạ Long được UNESCO công nhận là di sản thế giới?,Vịnh Hạ Long nổi bật với hàng nghìn đảo đá vôi và hang động đẹp hình thành qua hàng triệu năm biến đổi địa chất. Nơi đây còn sở hữu hệ sinh thái và đa dạng sinh học phong phú. Giá trị thẩm mỹ vượt trội cùng cảnh quan thiên nhiên độc đáo giúp vịnh được công nhận di sản thiên nhiên thế giới và từng được bầu chọn trong danh sách kỳ quan thiên nhiên mới.,other
Vitamin D có vai trò gì với cơ thể và nên lấy từ đâu là tốt nhất?,"Vitamin D giúp cơ thể hấp thụ canxi và phốt pho, giữ xương chắc khoẻ, hỗ trợ hệ miễn dịch và điều hoà tâm trạng. Nguồn tự nhiên tốt nhất là ánh nắng mặt trời, mỗi ngày phơi nắng buổi sáng sớm khoảng mười lăm phút là đủ cho phần lớn người. Ngoài ra có trong cá béo, lòng đỏ trứng và sữa bổ sung. Thiếu vitamin D dễ mệt mỏi và yếu xương nên người ít tiếp xúc nắng cần chú ý.",other
Vì sao chim di cư thường bay thành hình chữ V?,"Khi bay chữ V, mỗi con sau tận dụng luồng không khí nâng tạo ra từ con trước nên tiết kiệm rất nhiều sức, giảm tới vài chục phần trăm năng lượng. Chúng còn thay phiên nhau dẫn đầu để cả đàn không bị đuối. Việc xếp hàng cũng giúp giữ liên lạc, dễ quan sát và cảnh báo nguy hiểm kịp thời. Đây là chiến thuật di cư được nhiều loài sử dụng qua hàng nghìn năm.",other
Chợ nổi ở miền Tây sông nước có gì đặc trưng?,"Chợ nổi họp ngay trên sông, người bán dùng ghe xuồng chở nông sản, gia dụng và đồ ăn sáng. Nét riêng là cây bẹo: người bán treo mẫu hàng lên cây sào cao để khách từ xa nhận biết. Khách di chuyển từ ghe này sang ghe khác, mua bán trao đổi ngay trên mặt nước. Chợ nổi như Cái Răng, Phong Điền vừa là nơi mua bán vừa là điểm du lịch hấp dẫn.",other
Nước mưa có sạch để uống không và cần xử lý thế nào trước khi dùng?,"Nước mưa trực tiếp không hoàn toàn sạch vì hấp thụ bụi, khí và dễ dính tạp chất trên mái hứng. Trước khi dùng nên xả bỏ phần nước đầu của mỗi trận mưa, lọc qua cát hoặc vải sạch và đun sôi kỹ. Bể chứa cần đậy kín, định kỳ vệ sinh để ngăn rêu tảo và muỗi. Nước mưa qua xử lý phù hợp vẫn là nguồn nước sinh hoạt tốt cho gia đình vùng nông thôn.",other
"Tại sao gà trống gáy vào sáng sớm, có phải do thấy mặt trời mọc không?","Gà trống gáy theo nhịp sinh học bên trong cơ thể, hoạt động theo chu kỳ gần hai mươi bốn giờ, không phụ thuộc hoàn toàn vào ánh sáng. Ngay khi ở nơi thiếu sáng liên tục, chúng vẫn gáy đều đặn theo nhịp đó. Ánh sáng ban mai chỉ làm tiếng gáy rõ và hăng hơn. Mỗi con có giờ gáy và giọng riêng, dùng để khẳng định lãnh thổ và đánh thức cả đàn.",other
