prompt,response,domain
Viết hàm Python đảo ngược một chuỗi mà không dùng slicing.,"Cách đơn giản là dùng vòng lặp: def dao_nguoc(s): ket_qua = ''; for ky_tu in s: ket_qua = ky_tu + ket_qua; return ket_qua. Mỗi lần lặp bạn gắn ký tự hiện tại vào đầu chuỗi kết quả, nên sau khi duyệt hết chuỗi gốc bạn nhận được chuỗi bị đảo hoàn toàn, không cần slicing hay hàm reversed.",tech
Độ phức tạp O(n log n) trong thuật toán có nghĩa là gì?,"Nó mô tả thời gian chạy tăng theo n nhân với logarit của n. Nếu dữ liệu tăng gấp đôi, thời gian chỉ tăng hơn gấp đôi một chút. Đây là mức chấp nhận được cho các thuật toán sắp xếp hiệu quả như Merge Sort, Quick Sort hay tìm kiếm nhị phân kết hợp sắp xếp, chậm hơn O(n) nhưng nhanh hơn O(n^2).",tech
Git merge và Git rebase khác nhau chỗ nào?,"Cả hai đều dùng để hợp nhánh nhưng cách sắp xếp lịch sử khác nhau. Merge tạo thêm một commit hợp nhất, giữ nguyên lịch sử gốc của cả hai nhánh nên dễ truy vết. Rebase copy các commit của nhánh hiện tại lên đỉnh nhánh khác, cho lịch sử thẳng hàng dễ đọc hơn nhưng viết lại các commit cũ, không nên dùng với nhánh đã có nhiều người dùng.",tech
Làm sao phân biệt CPU và GPU trên máy tính?,"CPU là bộ xử lý trung tâm, có ít lõi nhưng mỗi lõi rất mạnh, giỏi chạy các tác vụ tuần tự và đa dụng như duyệt web, tính toán thông thường. GPU có hàng nghìn lõi nhỏ chạy song song, tối ưu cho xử lý đồ họa, render 3D và huấn luyện mô hình AI. Muốn thấy thông tin cụ thể, mở Task Manager rồi sang thẻ Performance.",tech
SQL injection là gì và phòng tránh bằng cách nào?,"SQL injection là kỹ thuật tấn công chèn câu lệnh SQL vào đầu vào của ứng dụng để làm lộ, sửa hoặc xóa dữ liệu. Để phòng tránh, luôn dùng câu truy vấn tham số hóa (parameterized query) thay vì ghép chuỗi trực tiếp, kiểm tra và validate dữ liệu đầu vào, giới hạn quyền của tài khoản database, đồng thời thường xuyên rà soát lỗ hổng bằng công cụ quét bảo mật.",tech
Học máy có giám sát và không giám sát khác nhau thế nào?,"Học có giám sát dùng dữ liệu đã gán nhãn, tức mỗi mẫu có đáp án sẵn, để huấn luyện mô hình dự đoán, ví dụ phân loại email spam hay dự báo giá nhà. Học không giám sát làm việc với dữ liệu không nhãn, tự tìm ra cấu trúc ẩn bên trong như gom cụm khách hàng hoặc giảm chiều dữ liệu. Điểm khác cốt lõi là có hay không có đáp án làm mục tiêu học.",tech
RAM và bộ nhớ cache của CPU hoạt động thế nào?,"RAM là bộ nhớ chính lưu dữ liệu chương trình đang chạy, tốc độ nhanh hơn ổ cứng rất nhiều lần. Cache là bộ nhớ nhỏ hơn nhưng cực nhanh nằm ngay trong CPU, giữ các dữ liệu CPU hay dùng gần nhất để tránh phải đợi RAM mỗi lần truy cập. Khi CPU cần dữ liệu, nó tìm trong cache trước, không có mới xuống RAM, giúp giảm độ trễ và tăng hiệu năng tổng thể.",tech
Tại sao nên tạo môi trường ảo khi làm việc với Python?,"Môi trường ảo cô lập các thư viện và phiên bản của riêng từng dự án, tránh xung đột khi hai dự án cần cùng một thư viện nhưng phiên bản khác nhau. Nó cũng giúp file requirements dễ tái dựng lại môi trường trên máy khác. Chỉ cần chạy python -m venv ten_moi_truong rồi kích hoạt là dùng riêng bộ thư viện của dự án, không làm bẩn Python toàn hệ thống.",tech
JSON và XML nên dùng khi nào?,"JSON nhẹ, dễ đọc và thao tác trong JavaScript, phù hợp cho API web, cấu hình và dữ liệu có cấu trúc đơn giản. XML dài dòng hơn nhưng hỗ trợ namespace, thuộc tính và schema chặt chẽ như XSD, thích hợp cho tài liệu phức tạp, trao đổi dữ liệu doanh nghiệp như SOAP hay các tiêu chuẩn cần kiểm tra chặt. Nếu dữ liệu đơn giản, chọn JSON để đỡ rườm rà.",tech
Tường lửa là gì và nó bảo vệ máy tính bằng cách nào?,"Tường lửa là lớp chặn kiểm soát lưu lượng vào ra mạng theo bộ quy tắc định sẵn. Nó phân tích từng gói tin, cho phép hay chặn dựa trên địa chỉ nguồn, cổng và ứng dụng, nhờ đó ngăn truy cập trái phép từ bên ngoài vào máy và chặn phần mềm trong máy gửi dữ liệu nghi ngờ ra ngoài. Bật tường lửa hệ điều hành hoặc phần mềm chuyên dụng giúp giảm rủi ro bị tấn công mạng.",tech
