prompt,response
"Làm bánh bông lan tại nhà cần những gì?","Cần 4 trứng, 120g bột mì, 100g đường, 80ml sữa tươi, 60ml dầu ăn, nửa thìa vani, ít kem tartar. Đánh lòng trắng đến khi bông cứng, trộn nhẹ tay với lòng đỏ và bột theo kỹ thuật fold. Nướng 170 độ C khoảng 35 phút, cắm tăm thấy khô là chín. Để nguội úp khuôn rồi mới lấy bánh ra."
"Bánh quy bơ sao cho giòn tan?","Dùng bơ lạt để mềm nhiệt độ phòng, đánh bơ với đường bột đến khi bông nhạt màu. Tỷ lệ bột mì bằng 1,5 lần khối lượng bơ là chuẩn. Trộn nhanh, cán mỏng 5mm, nướng 170 độ C trong 12-15 phút. Bánh chín vẫn hơi mềm ở giữa, nguội sẽ giòn. Đừng nướng quá lâu kẻo khét."
"Bánh mì Việt Nam làm bằng gì?","Bột mì số 11, men nở, đường, muối, nước ấm và chút dầu ăn. Nhồi bột đến khi kéo ra được màng mỏng, ủ 1-1,5 giờ cho nở gấp đôi. Tạo hình bánh dài, ủ lần hai, nướng 220 độ C khoảng 20 phút. Vỏ giòn rụm là đạt, ăn với pa-tê, chả lụa, rau dưa là hết sảy."
"Cupcake làm sao không bị khô?","Nguyên tắc là đừng trộn bột quá kỹ, chỉ đến khi vừa hòa quyện. Cân đủ 100g bơ, 100g đường, 100g trứng, 100g bột là tỷ lệ vàng. Đổ bột đầy 2/3 khuôn, nướng 180 độ C trong 18-20 phút. Kem phủ nên dùng bơ đánh bông với đường bột, mát lạnh mới bắt hoa đẹp."
"Dụng cụ làm bánh tối thiểu cho người mới?","Một cây phới lồng, một bát inox cỡ lớn, cân điện tử, rây bột, khuôn bánh, giấy nến và lò nướng đối lưu. Đừng mua đồ đắt tiền ngay, bắt đầu với bộ ít đó làm quen. Máy đánh trứng cầm tay nên đầu tư vì đánh tay mỏi lắm. Tạm đủ để làm bánh bông lan, quy và cupcake rồi."
"Bánh bông lan bị xẹp sau khi nướng là lỗi gì?","Chủ yếu do đánh lòng trắng chưa đủ bông hoặc trộn mạnh tay làm vỡ bọt khí. Cũng có thể lò nướng mở cửa sớm quá, bánh sốc nhiệt xẹp ngay. Kiểm tra thêm bột nở hết hạn. Đánh lòng trắng đến chóp đứng, trộn fold nhẹ nhàng, nướng xong để bánh trong lò tắt lửa 5 phút rồi mới mở."
"Bánh quy chảy bẹt khi nướng, sửa sao đây?","Nguyên nhân chính là bơ quá mềm hoặc quá ít bột. Cho bột vào tủ lạnh 30 phút trước khi nướng để bơ đông cứng lại. Kiểm tra tỷ lệ: nếu bột nhão thì thêm 20-30g bột mì. Cân bằng thời gian đánh bơ, đừng đánh quá lâu làm bơ tách nước."
"Bột mì số 8 và số 11 khác nhau thế nào?","Số 8 hàm lượng protein thấp, bột mềm, dùng làm bánh bông lan, cupcake cho kết cấu xốp nhẹ. Số 11 protein cao hơn, dai hơn, hợp làm bánh mì, pizza. Số 13 thì làm bánh mì giòn vỏ dày. Đừng thay bánh mì bằng số 8, bánh sẽ không nở đạt."
"Nướng bánh bị cháy đáy mà mặt trên chưa chín?","Lò dưới quá mạnh so với lò trên. Đặt khuôn ở tầng giữa, lót thêm một khay nướng trống bên dưới để hãm nhiệt. Hoặc hạ nhiệt xuống 10-15 độ và nướng lâu hơn chút. Nếu lò một nhiệt, cứ 15 phút xoay khuôn để nhiệt đều."
"Men nở dùng sao cho đúng?","Hòa men với nước ấm khoảng 35-40 độ, thêm chút đường, chờ 10 phút thấy nổi bọt là men còn sống. Đừng dùng nước nóng quá sẽ làm chết men. Men khô cần khoảng 7g cho 500g bột, men tươi gấp đôi. Ủ bột nơi ấm kín, tránh gió lùa."
