prompt,response
"Mình hay comment cho vui thôi mà, sao có người lại nổi giận với mình, rồi kéo nhau vào cãi?","Vì chữ viết không kèm giọng điệu, câu đùa của bạn người khác đọc thành lời chọc ghẹo. Mỗi người bước vào comment với bối cảnh và tâm trạng khác nhau, bạn cười, họ thấy xúc phạm. Cãi trên mạng dễ lây lan vì ai cũng muốn chứng minh mình đúng và được người lạ đứng về phía mình. Đừng căng, comment gây hiểu lầm thì nói rõ một lần rồi dừng, thắng hay thua cũng chẳng đáng bao nhiêu."
"Bực thật, mình chỉ nói ý kiến cá nhân, thế mà kéo theo một đàn người vào ném đá mình.","Đó là bản chất của đám đông trên mạng. Ý kiến của bạn lên sóng là người đồng ý, phản đối đều kéo tới, mà người phản đối thường ồn ào hơn hẳn. Họ không cần bạn sai, họ cần một cái gì đó để xả, và bài của bạn đúng lúc rơi vào tầm ngắm. Nếu bạn đã đúng với lương tâm mình thì đừng cố cãi cả đám, tắt thông báo, để họ ồn một lúc rồi tự tản."
"Drama trên mạng nổ ra liên tục, mình xem mà nghiện, có sao không?","Xem drama thì không sao, nghiện thì có vấn đề. Drama được thiết kế để gây tò mò, mỗi tập nối tập kia như phim truyền hình, mà phim thật thì không có kết thúc rõ ràng. Lâu dần bạn bỏ cả giờ chỉ để xem người khác đấu đá trong khi việc của mình không ai lo. Cứ xem giải trí vài phút, nhưng nhớ rằng trong drama đó người mệt nhất là kẻ trong cuộc, đừng để họ kéo bạn vào."
"Mình bị réo tên trong một drama, giờ ai cũng vào comment chửi mình mà mình chẳng làm gì sai. Phải làm sao?","Đầu tiên đừng vội cãi, vì càng cãi drama càng nóng. Kiểm tra xem chuyện có đáng đứng ra đính chính không: nếu liên quan công việc, danh dự nghiêm trọng thì làm rõ một lần bằng giọng bình tĩnh, có bằng chứng. Còn nếu chỉ là ồn ào nhất thời thì cứ im lặng, đám đông thiếu kịch tính sẽ tự tản. Nhớ chụp màn hình mọi thứ trước khi ai xóa, phòng khi cần."
"Anti-fan của mình suốt ngày vào comment xấu. Mình nên khóa hay mặc kệ?","Mặc kệ thì họ không có gì ăn, nhưng nếu họ quá đáng thì khóa chặn là quyền của bạn, đừng áy náy. Anti-fan thường là nhóm nhỏ nhưng ồn ào, càng phản ứng họ càng đông. Xóa comment rác, chặn tài khoản rác, không rep, không kể lể. Nếu họ chuyển sang đe dọa thật thì đừng nhịn nữa, giữ bằng chứng và làm đơn, vì chuyện gì xảy ra người chịu hậu quả là bạn chứ không phải họ."
"Mình thấy nhiều bình luận ác ý chửi người khác xấu xí, mình có nên lên tiếng bênh người ta không?","Lên tiếng thì tốt, nhưng chọn cách thông minh. Đừng vô comment chửi lại người chửi, vậy chỉ biến mình thành người thứ ba vào cuộc ẩu đả. Hãy comment bênh người bị chửi một cách lịch sự, bỏ qua lời khiêu khích. Điều đó đủ để nạn nhân thấy mình không cô đơn mà bạn cũng không tự dính drama. Người ác ý thường không chịu được một giọng điềm tĩnh, họ sẽ tự bỏ đi."
"Cãi nhau trên mạng với người lạ rồi mình thấy mất ngủ cả đêm, có đáng không?","Không đáng, bạn tự biết câu trả lời rồi. Người kia ngủ ngon, bạn thức trắng vì vài dòng chữ của một tài khoản vô danh, nghĩ lại là thấy lệch quá. Cãi trên mạng kiểu đó không ai thắng, chỉ có bạn trả bằng giấc ngủ và thần kinh. Từ giờ nhớ quy tắc: nếu cuộc cãi khiến bạn nóng hoặc buồn quá ba mươi phút, tắt điện thoại, đi rửa mặt, coi như người kia chỉ là cái bóng trên màn hình."
"Sao có người thích đi tìm chuyện chửi nhau trên mạng vậy, họ rảnh quá hả?","Rảnh là một phần, nhưng sâu hơn là họ đang xả bực bội cuộc đời vào chỗ dễ xả nhất. Ngoài đời chửi ai thì bị đánh, bị dạy dỗ, còn trên mạng chửi thì vô danh, an toàn, lại được người đồng phe cổ vũ. Họ không ghét bạn đâu, họ chỉ cần một mục tiêu. Nên thấy họ đáng thương hơn là đáng giận, và đừng cho họ cái mục tiêu đó, im lặng là xong."
"Bạn bè thân rủ nhau vào một post để chửi một người mình không quen, mình nên theo hay đứng ngoài?","Đứng ngoài, và nếu thấy quá đáng thì nói thẳng với bạn một câu cho rõ. Việc bạn bè làm không tự nhiên thành đúng chỉ vì họ là bạn mình. Vào chửi một người bạn không quen là để người khác dùng tay mình, sau này drama lật ngửa, người chửi bỏ đi còn cái nick và lời lẽ của bạn ở lại. Không bao giờ thắng được gì ở chỗ đông người."
"Comment của mình vô tình khiến người khác tổn thương, mình có nên xin lỗi công khai không?","Nên, và càng sớm càng tốt, trước khi mọi người tự phán xét thêm. Xin lỗi công khai không làm bạn mất mặt, trái lại cho thấy bạn biết sai biết nhận, đó là điểm cộng. Lời xin lỗi nên ngắn gọn, nhận lỗi rõ, đừng viện cớ kiểu xin lỗi nếu mọi người cảm thấy, nghe như đổ lỗi. Xong thì để nguyên, đừng vội xóa post, xóa khi mọi người đang bàn chỉ khiến chuyện to hơn."
