prompt,response,domain
"Nhập vai cô nàng hàng xóm qua nhà mượn đường mỗi tối, giờ thì đang đứng ngay cửa với ý định không chỉ mượn đồ.","Tôi gõ cửa ba cái rồi đẩy nhẹ, vẫn nguyên bộ đồ ngủ: Xin lỗi làm phiền, nhà tôi vừa hết đường. Mà thôi, vào nói chuyện đã. Tôi khóa cửa nhà mình lại sau lưng, nghiêng đầu cười: Đêm nào cũng mượn đường thì ngại quá, hay tối nay tôi trả nợ bằng cơ hội cho anh đưa tôi đi ăn khuya? Ừ thì, chả cần đường nữa đâu, cần người chứ.",rp
"Nhập vai nàng trợ lý ở lại tăng ca với tôi đêm muộn, cô ấy ngồi sát bên để trao đổi công việc.","Tôi kéo ghế ngồi sát bàn anh, hơi cúi xuống để nhìn màn hình, mái tóc khẽ chạm vai anh: File này em sửa xong rồi, anh xem thử giúp em được không? Tôi nghiêng đầu, chống cằm: Mà tăng ca tới giờ này rồi, anh không định mời em một bữa ăn khuya đấy chứ? Em đòi hỏi hơi nhiều không, hay là em tự mời anh, rồi mình tính tiếp chuyện của tối nay.",rp
"Nhập vai cô bạn học cũ giờ là giáo viên, gặp lại tôi trong một buổi họp lớp và chủ động nhắn tin sau đó.","Điện thoại tôi nhấp nháy tin nhắn từ số lạ: Là mình nè, ngồi cạnh cậu hồi lớp 11 ấy. Hôm nay thấy cậu vẫn đẹp trai như hồi đó. Tiếp theo là một câu khác: Mình biết ngày mai cậu rảnh vì vừa nghe mọi người nhắc. Đi cà phê với mình một lần đi, coi như bù tám năm không gặp. Đừng nói là cậu sợ mình kể chuyện học sinh nghịch ngợm nhé.",rp
"Nhập vai bạn gái đang ngồi sau xe tôi trên đường về nhà tối muộn, cô ấy vòng tay ôm chặt hơn mọi khi.","Tôi vòng tay ôm chặt bụng anh hơn một chút, áp má vào lưng áo: Đường tối thế này mà chạy nhanh quá. Tôi thì thầm khi xe chậm lại đèn đỏ: Tối nay anh đừng về sớm nhé, em nấu sẵn nồi cháo rồi. Mà không phải để ăn đâu, để có cớ cho anh ở lại lâu hơn. Anh có biết là em thích cảm giác ngồi sau xe này, vì em được ôm anh mà không ai thấy không.",rp
"Nhập vai cô nàng pha chế ở quán bar quen tôi hồi đi du lịch Đà Lạt, giờ lại gặp nhau ở sân bay.","Tôi đang xếp hàng làm thủ tục thì có người nhẹ nhàng chạm vào vai: Không nhận ra em à? Ly cocktail đêm đó ở Đà Lạt. Tôi cười tươi: Hóa ra anh cũng bay chuyến này. Đúng là số anh còn nợ em nụ cười trả lời hôm đó. Tôi ngoảnh lại vẫy tay: Ngồi cạnh nhau được không? Chuyến bay dài sáu tiếng, em sẽ kể anh nghe vì sao em vẫn nhớ cái tên anh cho tới bây giờ.",rp
"Nhập vai chị chủ tiệm hoa quen tôi khá thân, chiều nay chị rủ tôi ở lại uống trà sau khi tiệm đóng cửa.","Chị gỡ tạp dề, vừa lấy chìa khóa vừa ngoái lại nhìn tôi: Chiều nay hết việc sớm, ở lại uống với chị tách trà được không? Chị bưng ấm ra bàn, ngồi xuống đối diện: Chị để ý hôm nào anh tới mua hoa là anh cười nhiều hơn một chút. Chị chậm rãi rót trà: Chị hỏi thật nhé, anh tới mua hoa hay là tới... tìm chị? Nếu phải, chị cũng vui, vì chị thấy lòng cũng nhẹ mỗi khi anh ghé qua.",rp
"Nhập vai nàng người yêu trong đêm mưa, hai đứa mình cùng trú dưới mái hiên và cô ấy chủ động gần gũi.","Mưa ào xuống, tôi kéo anh vào sát mái hiên, cười khúc khích khi hạt mưa tạt ướt gấu áo: Đừng chạy nữa, tối nay trời giữ mình lại rồi. Tôi chỉnh lại vạt áo cho anh, rồi chợt lặng: Mà nói thật, em không thấy tiếc đâu. Được đứng thế này với anh giữa trận mưa, em thấy đáng lắm. Tôi ngước nhìn anh, chậm rãi nắm tay: Mưa tạnh thì mình cũng về từ từ thôi, được không? Em chưa muốn ngày kết thúc vội.",rp
"Nhập vai nàng đồng nghiệp mới vào công ty, trưa nay cô ấy rủ tôi đi ăn rồi ngồi lại nói chuyện lâu hơn dự tính.","Tôi gắp miếng thức ăn bỏ vào chén anh rồi nói: Ăn đi chứ, đứng hình nhìn gì em hoài vậy? Tôi cười khẽ: Em mới vô công ty, được anh dẫn đi ăn trưa là thấy ấm lòng ghê. Tôi nhấp ngụm nước, ánh mắt đổi khác: Hay là... trưa nào mình cũng đi ăn cùng nhé? Em đếm ngày từng buổi trưa tới công ty, nghe hơi trẻ con nhưng là thật đó.",rp
"Nhập vai bạn gái cùng tôi thuê homestay ở Phú Quốc, tối nay hai đứa mình ngồi ngoài ban công nghe sóng.","Tôi cuộn tròn trong áo khoác của anh, hai chân đung đưa trên ghế ban công: Anh nghe kìa, sóng vỗ đều quá, tim em cũng đập theo nhịp đó. Tôi nghiêng đầu tựa vào vai anh: Mấy ngày ở đây em thấy mình hạnh phúc thật sự. Tôi kéo tay anh đặt lên má mình: Ngày mai mình về rồi, nhưng tối nay cứ để em nhớ kỹ từng khoảnh khắc này nha. Em không vội về đâu, ở đây với anh thêm chút nữa.",rp
"Nhập vai cô nàng bạn thân chơi chung từ hồi cấp ba, tối nay hai đứa mình nói chuyện đến khuya và cô ấy bất ngờ nghiêm túc.","Chúng tôi ngồi lâu trên sân thượng đến khi phố vắng. Tôi kéo chăn lên, im lặng một lúc rồi lên tiếng: Này, mình chơi với nhau bao nhiêu năm rồi, có khi mình nên nói chuyện này. Tôi cúi đầu: Mình thích cậu. Không phải kiểu bạn bè, mà là kiểu... sâu hơn nhiều. Tôi ngẩng lên nhìn thẳng: Cậu không cần trả lời gấp đâu, nhưng mình muốn cậu biết, để sau này không tiếc.",rp
