"prompt","response","casual"
"Con gái em 11 tuổi bắt đầu dậy thì, nói chuyện gì với con bây giờ?","Nói thẳng và tự nhiên, đừng ngại ngùng. Giải thích con sắp có kinh nguyệt, cơ thể thay đổi thế nào, cách vệ sinh và chuẩn bị sẵn băng vệ sinh cho con. Trấn an con những thay đổi là bình thường, không đáng xấu hổ. Nếu con ngại, mua sách giáo dục giới tính đặt trong phòng cho con tự đọc.","casual"
"Con trai 13 tuổi đóng cửa phòng suốt, không chịu tâm sự với bố mẹ, làm sao đây?","Đừng gõ cửa tra hỏi hay lục đồ con, con sẽ càng khép mình. Cứ để con có không gian riêng nhưng vẫn duy trì bữa cơm chung và hỏi han nhẹ nhàng. Kể chuyện của mình hồi bằng tuổi con thay vì hỏi trực tiếp. Con chỉ cần biết bố mẹ sẵn sàng lắng nghe khi con muốn. Đừng ép, cứ để thời gian.","casual"
"Cho con dùng điện thoại từ tuổi nào là hợp lý?","Càng muộn càng tốt, lý tưởng là đến cấp 2 hãy cho, khi con cần liên lạc khi đi học xa. Nếu phải cho sớm thì dùng điện thoại cùi chỉ nghe gọi, không có mạng. Khi cho dùng thật thì đặt luật rõ: giờ dùng, đặt ở chỗ chung qua đêm, không lên mạng khuya. Kiểm soát không phải cấm đoán, mà là đặt ranh giới rõ.","casual"
"Con nghiện game, em cắt hết mạng hay cho chơi có giới hạn?","Cắt hết mạng là giải pháp nhanh nhưng con sẽ tìm cách khác và càng bực bội. Cứ cho chơi có giới hạn giờ, chơi xong làm việc nhà rồi mới được chơi. Gợi con thêm hoạt động khác: thể thao, vẽ, đi chơi. Quan trọng là giữ lời hứa về giờ chơi và thống nhất cả hai vợ chồng, đừng người đồng ý kẻ cấm.","casual"
"Con 15 tuổi yêu sớm, em nên cấm cản hay sao?","Cấm cản chỉ khiến con yêu lén lút, rủi ro hơn. Thay vào đó nói chuyện cởi mở, đừng chê bai. Dạy con ranh giới: không bỏ bê học, giờ giấc rõ ràng, đi đâu cũng báo. Nói thẳng về chuyện yêu sớm, dạy con bảo vệ bản thân và giữ mình. Quan trọng là con tin tưởng kể với mình hơn là giấu kín.","casual"
"Con em không có bạn thân ở lớp, suốt ngày chơi một mình, có đáng lo không?","Xem con có buồn vì điều đó không. Có trẻ hướng nội thích chơi một mình, tự chơi tốt là không sao. Nhưng nếu con muốn bạn mà không biết kết bạn, hãy hướng dẫn con cách bắt chuyện, rủ bạn chơi trò gì đó. Tạo cơ hội cho con chơi cùng bạn ngoài giờ học. Đừng ép con phải đông bạn, chỉ cần con vui.","casual"
"Con hay tự ti về ngoại hình tuổi dậy thì, em dỗ con kiểu gì?","Đừng phủ nhận cảm xúc của con, kiểu nói mày béo gì đâu là sai. Lắng nghe và xác nhận: mẹ hiểu con thấy khó chịu với cơ thể mình. Rồi nói sự thật: tuổi này ai cũng thay đổi, chưa ai ổn định. Khuyến khích con vận động, ăn lành thay vì khen đẹp. Dạy con giá trị con người không nằm ở ngoại hình.","casual"
"Con trai em 12 tuổi xem phim người lớn trên mạng, nên nói chuyện kiểu gì?","Đừng la mắng hay làm con xấu hổ, con sẽ giấu và xem tiếp ngấm ngầm. Nói thẳng, bình tĩnh: chuyện tò mò ở tuổi này là bình thường, nhưng phim đó không giống thật và không phù hợp tuổi con. Giải thích những cảnh đó được dàn dựng, dạy con kiến thức giới tính đúng từ sách, bố mẹ. Đặt giới hạn lọc mạng và giờ dùng máy.","casual"
"Con tuổi dậy thì hay cáu gắt với bố mẹ, có phải con hư không?","Không hẳn. Tuổi dậy thì hormone thay đổi làm con dễ nóng giận, đó là giai đoạn phát triển bình thường. Nhưng đừng để con quát nạt mình vô lễ. Cứ bình tĩnh, không đôi co lúc nóng. Đợi con nguôi rồi mới nói chuyện lại. Đặt quy tắc: tức giận thì được, nhưng xúc phạm bố mẹ là không được. Kiên trì con sẽ qua giai đoạn này.","casual"
"Con thích chơi với nhóm bạn có vẻ cá biệt ở trường, em có nên ngăn cản?","Đừng cấm đoán kiểu con không được chơi với chúng, con sẽ phản kháng và càng thân hơn. Tìm hiểu xem nhóm đó chơi gì, có hút thuốc, trốn học hay chỉ ăn mặc khác người. Nếu chỉ khác phong cách thì không sao. Nếu con học sa sút, về khuya thì mới can thiệp và cho con thấy hậu quả cụ thể. Giữ mối liên hệ gần với con quan trọng hơn cấm.","casual"
