prompt,response,domain
Đàn bầu có gì đặc biệt?,"Đàn bầu là nhạc cụ dân tộc độc đáo của người Việt, chỉ có một dây, dùng cần phím để thay đổi cao độ tinh tế, có âm trầm lắng và ngân vang mê hoặc. Người chơi gảy dây bằng que tre, tay kia tì cần để tạo âm bội. Đàn bầu thường độc tấu hoặc đệm cho ca trù, ngâm thơ, tạo nét riêng không thể nhầm lẫn.",other
Ca trù là loại hình nghệ thuật gì?,"Ca trù là bộ môn nghệ thuật truyền thống của người Việt, kết hợp hát, đàn đáy, trống chầu và phách. Người hát chính gọi là đào nương (ca nương), tiếng hát ngân vang, luyến láy kỹ thuật cao. Ca trù từng được UNESCO ghi danh là di sản văn hóa phi vật thể cần bảo vệ khẩn cấp. Việc bảo tồn và truyền dạy vẫn được chú trọng ở nhiều địa phương.",other
Vì sao tiếng Việt là ngôn ngữ có thanh điệu?,"Tiếng Việt là ngôn ngữ có thanh điệu, mỗi tiếng mang một dấu quyết định nghĩa, ví dụ 'ma, mà, má, mả, mã, mạ' hoàn toàn khác nhau. Dấu thanh giúp tiếng Việt giàu âm hưởng nhưng cũng đòi hỏi phát âm chuẩn xác. Hệ chữ viết Latin với dấu do các giáo sĩ châu Âu phát triển vào thế kỷ 17, dựa trên cách phát âm lâu đời của tiếng nói.",other
Vì sao tiếng cười dễ lây lan?,"Tiếng cười có tính lây vì não có tế bào thần kinh gương, khi thấy người khác cười, cơ thể tự phản xạ theo. Cười tập thể còn tạo cảm giác gắn kết xã hội, giúp giảm căng thẳng nhờ giải phóng endorphin. Đây là lý do các chương trình hài thường thêm tiếng cười ghi sẵn, khiến khán giả vui lây theo.",other
Bánh mì Việt Nam vì sao nổi tiếng thế giới?,"Bánh mì Việt Nam được yêu thích nhờ lớp vỏ giòn rụm, ruột xốp nhẹ và phần nhân đa dạng kết hợp Đông–Tây: chả lụa, pate, thịt nguội, trứng ốp la, ăn cùng rau sống, dưa leo, đồ chua và nước sốt đặc biệt. Khẩu vị linh hoạt dễ biến tấu theo vùng nên phù hợp nhiều người. Nhiều ấn phẩm du lịch quốc tế xếp bánh mì vào món ăn đường phố đáng thử nhất thế giới.",other
Vì sao nước biển nhìn từ trên cao lại màu xanh?,"Nước biển không có màu cố định; màu xanh thấy được là do ánh sáng mặt trời tán xạ và hấp thụ trong nước. Nước hấp thụ mạnh ánh sáng đỏ, phản xạ lại phần xanh lam nên mắt ta thấy biển xanh. Vùng nước nông, nhiều phù sa hoặc tảo sẽ có màu ngọc lam, xanh lục hoặc nâu đục tùy theo nồng độ hạt lơ lửng.",other
Múa rối nước có nguồn gốc từ đâu?,"Múa rối nước bắt nguồn từ vùng đồng bằng châu thổ sông Hồng ở miền Bắc Việt Nam, gắn với đời sống nông nghiệp lúa nước. Những nghệ nhân đứng sau màn nước điều khiển con rối bằng hệ thống sào, dây; trò diễn mô phỏng cảnh cấy cày, chèo thuyền, đánh cá gắn với làng quê. Đây là loại hình múa rối độc đáo chỉ có ở Việt Nam.",other
Vì sao trẻ em dễ học ngoại ngữ hơn người lớn?,"Trẻ nhỏ học ngôn ngữ tự nhiên hơn vì não còn dẻo, tiếp thu ngữ âm và cấu trúc mới linh hoạt, đồng thời ít sợ sai nên mạnh dạn nói. Người lớn tuy học chậm hơn về mặt phát âm nhưng lợi thế ở chỗ có vốn từ, logic và kinh nghiệm để hiểu ngữ pháp nhanh hơn. Người lớn vẫn học được tốt nếu kiên trì và luyện nghe–nói thường xuyên.",other
Vì sao nghe nhạc giúp giảm căng thẳng?,"Nghe nhạc tác động trực tiếp đến não, làm giảm hormone cortisol gây căng thẳng và tăng dopamine, serotonin mang lại cảm giác vui. Nhịp điệu chậm còn giúp nhịp tim và nhịp thở chậm lại, cơ thể thư giãn hơn. Âm nhạc cũng gợi ký ức, cảm xúc tích cực. Hiệu quả rõ nhất khi chọn nhạc hợp sở thích và nghe trong không gian yên tĩnh.",other
Vì sao ruột dưa hấu có màu đỏ?,"Màu đỏ của cùi dưa hấu đến từ lycopene, hợp chất chống oxy hóa cũng có trong cà chua, khiến thịt quả có màu đỏ hồng. Lycopene tích tụ khi quả chín dần, vì vậy dưa hấu xanh có ruột trắng, chín già mới đỏ. Loại ruột vàng vẫn tồn tại nhưng ít phổ biến hơn. Màu đỏ hoàn toàn tự nhiên, không phải phẩm màu.",other
