"prompt","response","casual"
"Nên cho con học trường mầm non công hay trường tư?","Không phải cứ tư là tốt hơn công. Trường công thường gần nhà, giá hợp lý, cô nhiều kinh nghiệm. Trường tư tiện giờ giấc và cơ sở vật chất. Quan trọng nhất là khoảng cách, cô giáo có yêu trẻ không và con có vui khi đi học không. Đi thăm thực tế vài trường rồi quyết.","casual"
"Con 3 tuổi khóc không chịu đi lớp, em nên cho con nghỉ ở nhà hay cương quyết đưa đi?","Cương quyết đưa đi, nghỉ càng nhiều con càng khó quen. Tuần đầu khóc là bình thường, đưa con đến đúng giờ, giao cho cô rồi nói rõ rồi đi ngay, đừng nấn ná. Đón sớm vài ngày đầu. Sau 2 tuần con sẽ quen, đa số trẻ chỉ khóc cỡ 1-2 tuần đầu là hết.","casual"
"Con lớp 1 lười làm bài tập về nhà, kèm con kiểu gì cho không gắt?","Đừng ngồi kè sát từng câu, con sẽ ỷ lại. Chia bài thành từng phần nhỏ, làm xong phần nào nghỉ 5 phút. Khen khi con tự làm xong, chỉ giúp khi con kẹt thật sự. Tạo giờ làm bài cố định trong ngày. Nếu con chán, đổi cách: thi xem ai làm nhanh hoặc dùng đồng hồ đếm giờ.","casual"
"Cô giáo phàn nàn con em hiếu động, không ngồi yên, có nên cho con đi khám không?","Đừng vội kết luận con bị tăng động. Xem con có tập trung khi chơi đồ mình thích không, có hiểu lời người lớn không, có nguy hiểm cho mình không. Nếu con chỉ hiếu động nhưng vẫn nghe lời và học được, chỉ cần rèn nền nếp. Chỉ cần khám khi con rối loạn thật sự ảnh hưởng học tập.","casual"
"Con bị bạn bè bắt nạt ở trường, nên dạy con đánh lại hay đi mách cô?","Đừng dạy con đánh lại, dễ thành vòng xoáy bạo lực và con lại bị phạt. Dạy con nói to và rõ: đừng làm thế, rồi đi chỗ đông người và báo cô giáo ngay. Về nhà phải nói với bố mẹ. Em cũng nên trao đổi với cô chủ nhiệm. Nếu bị đánh thật và bị che giấu, mới cần nhà trường xử lý mạnh.","casual"
"Học phí trường quốc tế đắt gấp 3 trường công, có đáng không?","Đáng hay không tùy điều kiện gia đình. Trường quốc tế mạnh về tiếng Anh và kỹ năng, nhưng không phải trẻ nào cũng hợp. Nếu học phí chiếm quá nửa thu nhập, đừng ép. Học tốt ở trường công vẫn vào được trường tốt. Quan trọng là con học đều và có môi trường phù hợp, đừng chạy theo thương hiệu.","casual"
"Con sợ cô giáo, sáng nào cũng bịa cớ không chịu đi học, em phải làm sao?","Phải tìm nguyên nhân, đừng gạt đi. Hỏi con nhẹ nhàng: cô có mắng con không, có chuyện gì ở lớp. Trao đổi thẳng với cô giáo xem con sợ điều gì. Nếu cô có biểu hiện quá nghiêm khắc, bạo lực thì cân nhắc đổi lớp hoặc đổi trường. Còn nếu con chỉ lười, vẫn phải đưa đi học đều và bồi dưỡng sự tự tin.","casual"
"Con 6 tuổi chưa biết đọc chữ, có chậm so với bạn cùng lớp không?","6 tuổi mới vào lớp 1, chưa đọc được là bình thường, chữ chỉ được dạy chính thức ở lớp 1. Đừng so sánh con với bạn đã học trước. Cứ kèm con học vần mỗi ngày 20 phút, đọc truyện cùng con mỗi tối. Nếu 7-8 tuổi vẫn khó ghép vần dù kèm nhiều, lúc đó mới cần kiểm tra chuyên khoa.","casual"
"Mình có nên kết bạn với phụ huynh cùng lớp để theo dõi con không?","Nên, nhưng đừng biến nó thành nhóm bàn tán. Một nhóm nhỏ phụ huynh cùng lớp giúp nắm thông tin bài vở, lịch nghỉ học và con có quen được bạn mới. Nhưng chuyện giáo viên và học sinh cứ để nhà trường xử lý, đừng lôi vào hội nhóm để chê bai. Giữ mối quan hệ bình thường, lành mạnh là đủ.","casual"
"Con về kể bị cô phạt đứng góc lớp, em nên xử lý như thế nào?","Đừng vội nổi nóng hay đi gây gổ với cô. Trước hết xác nhận với con cả hai phía: con kể sao, cô nói sao. Phạt đứng góc vài phút vì con phá lớp cũng không phải bạo lực. Nếu cô đánh, xúc phạm hay phạt quá đáng, em mới cần gặp ban giám hiệu. Nói chuyện với cô thật khéo để con không bị ghét lây.","casual"
