"prompt","response","domain"
"Mở tài khoản ngân hàng ở Việt Nam cần chuẩn bị những gì?","Chỉ cần CMND/CCCD còn hạn và số điện thoại chính chủ là mở được. Nhiều ngân hàng cho mở online qua app chỉ mất vài phút, kèm thêm giấy tờ chứng minh thu nhập nếu muốn hạn mức lớn. Mang theo chút tiền mặt để nạp thử là xong thủ tục.","casual"
"Thẻ ATM với thẻ ghi nợ có giống nhau không?","Thẻ ATM là tên gọi cũ, giờ đổi thành thẻ ghi nợ nội địa hoặc quốc tế. Chúng dùng tiền có sẵn trong tài khoản để rút và quẹt thanh toán, khác hẳn thẻ tín dụng vay trước trả sau. Thẻ ghi nợ quốc tế còn thanh toán online, mua sắm nước ngoài được.","casual"
"Mới tập dùng thẻ tín dụng thì nên chọn thẻ nào cho an toàn?","Chọn thẻ miễn phí thường niên năm đầu, hạn mức nhỏ chừng 5–10 triệu để dễ kiểm soát. Ưu tiên ngân hàng có app rõ ràng, nhắc thanh toán tự động. Nhớ trả đủ dư nợ trước ngày đến hạn, đừng chỉ trả tối thiểu kẻo tiền lãi ăn mòn cả tháng.","casual"
"Sao thẻ tín dụng lại thu phí thường niên mỗi năm vậy?","Phí thường niên là nguồn thu chính của ngân hàng ngoài lãi vay. Mỗi thẻ có chi phí phát hành, bảo hiểm rủi ro, hoàn tiền và tiện ích đi kèm nên họ thu để bù đắp. Muốn miễn phí thì dùng đủ doanh số theo điều kiện từng ngân hàng, thường vài triệu một tháng.","casual"
"Nghi ngờ thẻ bị lộ thông tin thì phải xử lý thế nào?","Khóa thẻ ngay trong app, gọi hotline ngân hàng báo nghi ngờ gian lận để chuyển giao dịch và đổi mã CVV. Đổi mật khẩu internet banking, không trả lời tin nhắn lạ. Theo dõi sao kê vài ngày, có giao dịch lạ thì khiếu nại để ngân hàng hoàn tiền.","casual"
"Có cách nào miễn phí thường niên thẻ tín dụng không?","Có. Hầu hết ngân hàng miễn phí nếu bạn đạt doanh số chi tiêu mỗi tháng, thường 3–10 triệu. Cách khác là chọn gói thẻ miễn phí trọn đời hoặc gọi hỏi bộ phận chăm sóc khách hàng, nhiều khi họ miễn thêm một năm để giữ bạn lại.","casual"
"Độ tuổi tối thiểu để làm thẻ tín dụng ở Việt Nam là bao nhiêu?","Từ 18 tuổi mở thẻ tín dụng chính được, nhưng phải chứng minh thu nhập ổn định. Người chưa có thu nhập thường chỉ mở thẻ phụ cho cha mẹ. Thu nhập càng cao hạn mức càng lớn, ngân hàng xét qua bảng lương hoặc sổ tiết kiệm.","casual"
"Có người tự xưng nhân viên ngân hàng gọi bảo cung cấp mã OTP để bảo mật, nên làm theo không?","Tuyệt đối không. Nhân viên ngân hàng thật không bao giờ hỏi OTP, mật khẩu hay mã CVV qua điện thoại. OTP chỉ để bạn tự nhập trên app, tiết lộ cho ai là mất tiền. Dập máy và gọi hotline chính thức in trên thẻ để xác minh, đừng gọi lại số lạ.","casual"
"Hạn mức thẻ tín dụng ngân hàng tính theo cái gì?","Dựa vào thu nhập, lịch sử tín dụng và hồ sơ nợ hiện tại. Thông thường hạn mức tối đa khoảng 3–5 lần thu nhập tháng. Có tài sản đảm bảo hoặc sổ tiết kiệm sẽ nâng hạn mức cao hơn. Vay nợ nhiều nơi thì ngân hàng hạ hạn mức hoặc từ chối.","casual"
"Làm mất thẻ tín dụng thì phải làm gì ngay để không mất tiền?","Khóa thẻ trong app tức thì rồi gọi hotline yêu cầu khóa vĩnh viễn và phát hành thẻ mới. Kiểm tra sao kê xem có giao dịch lạ chưa. Giao dịch sau khi báo mất sẽ được ngân hàng bồi hoàn nếu bạn chứng minh không phải chủ thẻ thực hiện.","casual"
