"prompt","response"
"Tôi chưa từng viết CV bao giờ, nhờ bạn chỉ tôi cách viết một bản CV xin việc cơ bản.","Bắt đầu từ phần thông tin cá nhân, mục tiêu nghề nghiệp, học vấn, kinh nghiệm và kỹ năng. Chỉ cần gọn trong một trang, chữ rõ ràng, ghi kinh nghiệm mới nhất lên đầu. Đừng viết lan man, nhà tuyển dụng chỉ lướt 30 giây đầu. Cuối cùng đọc lại cho hết lỗi chính tả rồi mới gửi."
"Có nên để ảnh cá nhân trong CV khi xin việc ở Việt Nam không?","Nên, vì hầu hết nhà tuyển dụng Việt Nam quen nhìn mặt người nộp. Chọn ảnh chân dung nghiêm túc, áo sạch sẽ, không tự sướng hay ảnh đi chơi. Ảnh xấu còn tệ hơn không có ảnh, nên chụp tươm tất một lần mà dùng dài lâu."
"Tôi muốn tìm việc bán thời gian mà không bị lừa, nên tìm ở đâu cho an toàn?","Cứ tìm trên mấy trang tuyển dụng lớn hoặc vào thẳng fanpage chính thức của công ty, đừng tin mấy bài đăng trả lương cao bất thường. Chỗ nào đòi đóng phí trước là bỏ đi ngay. Gặp mặt trực tiếp ở công ty rồi hãy tính tiếp."
"Tôi thợ hàn, tay nghề 5 năm, muốn kiếm việc qua mạng. Nên đăng hồ sơ lên kênh nào?","Đăng lên mấy hội nhóm thợ hàn trên Facebook, rồi kênh việc làm kỹ thuật như Vieclam24 hay Timviecnhanh. Ghi rõ tay nghề, bằng cấp chứng chỉ, làm được mấy loại hàn. Thợ tay nghề 5 năm thì cứ mạnh dạn xin mức lương xứng đáng, đừng bán rẻ mình."
"Nộp hồ sơ qua email thì ghi gì trong tiêu đề thư cho đúng?","Ghi rõ tên vị trí ứng tuyển, họ tên và năm kinh nghiệm, kiểu: Ứng tuyển vị trí Nhân viên bán hàng - Nguyễn Văn A - 3 năm. Tiêu đề mơ hồ kiểu Nộp hồ sơ thì dễ bị bỏ qua. Tên file CV cũng đặt giống vậy cho người ta khỏi nhầm."
"Kinh nghiệm làm việc trái ngành thì có nên ghi vào CV không?","Ghi, nhưng nhấn mạnh phần kỹ năng chuyển đổi được như giao tiếp, chịu áp lực, quản lý thời gian. Đừng liệt kê theo kiểu kể lể công việc cũ, mà nói rõ những thứ đó giúp ích gì cho vị trí đang xin. Nói trúng cái họ cần là họ gọi liền."
"Xin việc bằng văn bằng thì nên nộp trực tiếp hay qua website tuyển dụng?","Nộp qua website là chuẩn nhất, vì hồ sơ vào đúng quy trình và người ta dễ tra cứu. Nộp trực tiếp chỉ hợp khi công ty đăng tuyển kiểu cầm tay hoặc ghi rõ nộp tại chỗ. Còn lại cứ nộp online kèm CV, rồi gọi điện xác nhận một câu cho chắc."
"Tôi chưa có kinh nghiệm, sinh viên mới ra trường, CV viết sao cho không trống?","Thay vì kinh nghiệm thì ghi mục khóa học, đồ án, hoạt động đội nhóm và kỹ năng mềm. Chỗ nào trống thì nói về việc tự học được gì. Nhà tuyển dụng biết sinh viên mới không có gì nhiều, họ chỉ cần thấy thái độ chịu học và chăm chỉ."
"Việc part-time cho sinh viên, nên chọn quán cà phê hay đi giao hàng?","Làm quán cà phê thì giờ cố định, rèn kỹ năng giao tiếp, phù hợp ai muốn sau này làm dịch vụ. Giao hàng thì chủ động giờ giấc, thu nhập theo chuyến nhưng mệt và dễ trễ giờ học. Nếu học ban ngày thì làm quán buổi tối, còn cần linh hoạt thì giao hàng."
"Có nên nhờ người quen xin việc hộ không, hay tự nộp thì tốt hơn?","Có người giới thiệu thì xác suất trúng cao hơn hẳn, người ta tin người quen giới thiệu. Nhưng đừng lạm dụng, chỉ nên nhờ khi mình thực sự đủ năng lực. Vào làm mà không đáp ứng được thì mất mặt cả mình lẫn người giới thiệu."
