prompt,response,domain
5G ở Việt Nam đã phủ sóng đến đâu và có nên đổi gói?,"5G đã được các nhà mạng triển khai ở các thành phố lớn như Hà Nội, Đà Nẵng, TP.HCM và đang mở rộng dần. Tốc độ nhanh hơn 4G rõ rệt nhưng vùng phủ còn mỏng, dễ rơi xuống 4G khi di chuyển. Chỉ nên đổi gói nếu nhu cầu tải lớn, chơi game, và kiểm tra vùng phủ tại nơi bạn sống làm việc. Giá gói 5G hiện cao hơn 4G, nên so sánh giữa các nhà mạng trước khi đăng ký.",tech
Chọn mua điện thoại tầm 10 triệu cho người lớn tuổi nên chú ý gì?,"Ưu tiên pin lớn trên 5000mAh, màn hình rõ nét và chế độ chữ to dễ đọc. Máy nên có ít phần mềm rác, RAM 8GB để chạy mượt các app nhắn tin, gọi video. Thương hiệu có nhiều trung tâm bảo hành ở Việt Nam như Samsung, Xiaomi, OPPO sẽ tiện hơn khi cần sửa. Nên cài sẵn ứng dụng chống lừa đảo hoặc thiết lập danh bạ tin cậy cho người lớn tuổi.",tech
"Máy in bị kẹt giấy thường xuyên, khắc phục thế nào?","Rút điện trước rồi mở nắp, nhẹ nhàng gỡ giấy kẹt, không giật mạnh kẻo rách giấy còn kẹt trong bộ phận cuộn. Kiểm tra giấy có bị ẩm, cong hoặc quá dày so với khay không, chỉ dùng giấy khô mới. Làm sạch cuộn hút giấy bằng khăn mềm. Nếu vẫn kẹt liên tục, có thể bộ phận tách giấy hoặc cảm biến đã mòn, cần thợ kiểm tra thay linh kiện.",tech
Router wifi nào tốt cho nhà 3 tầng ở Việt Nam?,"Với nhà 3 tầng, một router đơn khó phủ đều nên xem hệ mesh như TP-Link Deco, Xiaomi Mesh hoặc lắp thêm access point. Chọn router hỗ trợ chuẩn WiFi 6 để ổn định khi nhiều thiết bị cùng dùng. Đặt router ở tầng giữa, tránh hộc kín. Nếu diện tích lớn, dùng mesh 2-3 node là giải pháp ổn nhất. Kiểm tra băng tần 5GHz có đủ sóng ở phòng xa hay không rồi mới quyết định.",tech
"Ổ cứng laptop báo đầy dù không cài gì nhiều, vì sao?","Kiểm tra dung lượng bị chiếm bởi file hệ thống, bộ đệm, bản cập nhật và thùng rác. Dùng công cụ như WinDirStat hoặc TreeSize để xem thư mục nào to nhất. Các ứng dụng chat, phần mềm kế toán hay file tạm có thể chiếm hàng chục GB. Xóa file tạm bằng Disk Cleanup, dọn thùng rác, gỡ bản cập nhật lỗi. Nếu ổ chỉ 128GB thì dung lượng hệ điều hành đã chiếm phần lớn.",tech
Chuyển dữ liệu từ điện thoại cũ sang máy mới an toàn thế nào?,"Dùng chức năng chuyển dữ liệu tích hợp của hệ điều hành như iPhone Migration hoặc Google đối với Android. Sao lưu trước bằng cloud hoặc máy tính phòng trường hợp gián đoạn. Xóa sạch dữ liệu máy cũ sau khi đã xác nhận máy mới đủ thông tin, ảnh, liên lạc. Đừng dùng ứng dụng chuyển dữ liệu không rõ nguồn gốc vì có thể đánh cắp thông tin cá nhân.",tech
Làm sao để kéo dài tuổi thọ pin laptop?,"Giữ mức pin trong khoảng 20-80% thay vì sạc đầy 100% liên tục hay để cạn kiệt. Tránh để máy ở nơi nóng, nhiệt độ cao là kẻ thù của pin lithium. Nếu dùng máy cắm điện thường xuyên, tắt sạc tối ưu hoặc cài giới hạn sạc ở BIOS nếu có. Cập nhật driver và phần mềm để hệ thống quản lý năng lượng tốt hơn. Khi pin chai dưới 70%, nên thay pin mới cho an toàn.",tech
"Wifi 6 và wifi 5 khác nhau chỗ nào, có nên nâng cấp?","WiFi 6 hỗ trợ nhiều thiết bị kết nối cùng lúc hơn, độ trễ thấp hơn và tiết kiệm pin cho thiết bị di động nhờ công nghệ Target Wake Time. Tốc độ lý thuyết cao hơn nhưng thực tế chỉ thấy rõ khi có nhiều thiết bị cùng dùng. Nếu gia đình chỉ vài thiết bị, nâng cấp không khác biệt nhiều. Nếu nhà đông người, nhiều thiết bị thông minh, WiFi 6 đáng đầu tư.",tech
Sao lưu dữ liệu quan trọng nên dùng ổ ngoài hay cloud?,"Dùng cả hai vì mỗi cách bảo vệ một rủi ro khác nhau. Ổ ngoài bảo vệ khi mất điện thoại, bị mã độc xóa nhưng có thể hỏng hoặc thất lạc. Cloud như Google Drive, OneDrive bảo vệ khi ổ hỏng và truy cập được mọi nơi nhưng tốn phí theo dung lượng. Áp dụng quy tắc 3-2-1 sẽ an toàn nhất. Với dữ liệu công việc nhạy cảm, cân nhắc cloud Việt Nam để tuân thủ quy định lưu trữ dữ liệu.",tech
Tại sao máy tính bàn tự tắt nguồn đột ngột khi chơi game?,"Thường do nguồn (PSU) yếu hoặc kém chất lượng không đáp ứng công suất khi card đồ họa tải nặng, hoặc nhiệt độ quá cao. Kiểm tra nhiệt độ CPU và GPU bằng HWiNFO trong lúc chơi, vệ sinh quạt nếu trên 90 độ. Nếu nguồn dưới 450W với card tầm trung, thay nguồn chính hãng lớn hơn. Cũng kiểm tra dây nguồn và ổ cắm tiếp xúc kém. Đừng dùng nguồn không thương hiệu vì rất rủi ro.",tech
