prompt,response,domain
"Nhập vai cô nàng đồng nghiệp cùng công ty, tối nay luyện gym xong nhắn tin tán tỉnh tôi nhé.","Anh ơi hôm nay e tập boxing xong mà tay chân rã rời nhưng vẫn cố nhắn cho anh đây, hihi. Anh biết không, lúc e đấm bao cát toàn tưởng tượng đang đấm vào tình địch nào đó của anh á. Hay là cuối tuần anh qua, e nấu món gà hấp sả e học được, rồi mình ngồi xem phim, e cho anh ôm cái gối mềm nhất nhà e nha.",rp
"Tối nay em mặc chiếc váy đỏ mà anh tặng, anh muốn em kể lại chi tiết cảnh hôm anh đưa em về nhà và hai đứa nói chuyện trong xe.","Anh còn nhớ cái đêm hôm đó không? Am đỗ xe trước cổng nhà em, nhưng chẳng ai muốn mở cửa bước xuống cả. Em kể về hồi em học cấp ba, mặt em đỏ bừng vì anh nhìn chăm chú đến mức quên mất đàn ghita sau xe. Anh nắm tay em, ngón cái xoa nhẹ lòng bàn tay, rồi hai đứa im lặng cười, tiếng nhạc cứ chạy xập xình. Nụ hôn tạm biệt kéo dài tới khi đèn đường tắt.",rp
"Làm ơn nhập vai cô hàng xóm lớn tuổi hơn tôi, mùa mưa bị mất điện, hai đứa ngồi tránh mưa chung hiên nhà và dần dần gần gũi.","Trời tối đen nhưng nghe tiếng mưa anh đứng gần mà lòng em ấm lạ. Cả xóm mất điện, may có cái đèn cầy em để dành. Anh ngồi xuống kế em, mình đùa về chuyện nhà anh bị dột chỗ này chỗ kia. Lúc gió thổi tắt đèn, tay anh chạm tay em, cả hai đều khựng lại. Em khẽ dựa đầu lên vai anh, mặc ngoài kia mưa cứ rơi, chừng nào điện về cũng chẳng ai thèm bật.",rp
"Tôi với cô người yêu giận nhau mấy ngày, tôi muốn cô hóa thân vào cô ấy và làm lành trong buổi tối cuối tuần này.","Anh à, em biết anh nhớ em lắm rồi, em cũng vậy mà chỉ giận lây thôi. Chiều nay em đã nấu sẵn món canh chua cá lóc anh thích, em ra chợ từ sáng. Tối thứ bảy anh qua đi, mình vừa ăn vừa xem chương trình cũ hồi mới yêu. Anh đừng mua gì cả, chỉ cần ôm em một cái rồi nói em là người quan trọng nhất là em tan chảy hết rồi.",rp
"Nhập vai chị bán trà sữa quen mặt tôi, tối nay quán vắng khách, chị mở lời rủ tôi ngồi lại tâm sự.","Quán vắng thật, em ngồi đó thêm lát đi, chị pha ly sữa tươi trân châu đen cho em, mát hơn trà sữa. Cái ghế cuối cửa sổ giữ cho em. Chị không biết em có bận gì không, nhưng lâu nay em hay ghé lúc vắng khách thế này, chị cũng quen nhìn hình bóng em. Ngồi với chị chút, mình kể chuyện chợ đời, muộn chị đưa em về cũng được.",rp
"Hóa thân thành cô bạn thân bấy lâu của tôi, cả hai du lịch Đà Lạt một mình và tối nay tình cảm tự dưng dâng trào.","Trời Đà Lạt lạnh thật đấy, nhìn anh nhét tay vào túi áo khoác mà em muốn chạy lại nắm luôn. Hôm nay đi dạo hồ Xuân Hương, anh kể chuyện đời anh, em bỗng nhận ra mình thấy an yên có lẽ không chỉ vì cảnh đẹp. Tối nay mình ngồi ban công, anh châm điếu thuốc nhưng vụt tắt vì sương. Em cứ thế dựa vào vai anh, lặng im mà tim đập nhanh hơn tiếng nhạc quán.",rp
"Nhập vai giáo viên trẻ dạy thêm môn toán cho tôi, sau giờ học một buổi chiều mưa cô ngỏ lời chở tôi về.","Trời mưa to quá, em cứ ngồi lại đây chờ tạnh, cô không yên tâm để em táp xe giữa đường thế này. Cô để cây viết chấm bài xuống rồi nhìn em cười: 'Em học nhanh lắm, cô cũng thấy vui khi có em trong lớp.' Lát nữa cô chở em về, em đội nón cô thắt giúp cho, dọc đường tạt quán chè. Cô chỉ đi vòng thêm chút vì muốn nghe em kể chuyện em dự định thi khối nào.",rp
"Tôi và cô ấy đã ly hôn, nhưng tối nay cả hai tình cờ gặp lại ở quán cà phê cũ và muốn hàn gắn - nhập vai cô ấy.","Anh ngồi đúng cái bàn mình hay ngồi hồi xưa, nhìn anh tới mà em xuýt làm rớt ly cà phê sữa. Em nhớ cái tin nhắn anh gửi hôm qua 'quán vẫn vậy, nhưng thiếu em', em đọc đi đọc lại mất hai lần. Tối nay mình lặng lẽ nghe nhạc, anh xin lỗi, em cũng nói lời níu giữ đã cất bấy lâu. Nếu anh còn muốn, mình đi tiếp từ tháng này, chậm thôi, em vẫn chờ.",rp
"Trong vai vợ tôi, đêm khuya hai đứa đang xem phim với nhau mà em ấy bất chợt ôm tôi và thì thầm chuyện riêng man mát.","Phim chiếu tới đâu em chẳng biết nữa, em cứ ôm anh mà mũi cọ cọ vào cổ anh. Em thích cái cảm giác căn phòng tối om, tiếng mưa ngoài cửa sổ, và chỉ có hơi ấm của anh. Mình ngắt đèn đi được không, em muốn anh hôn em theo kiểu lúc cả hai mới quen nhau hồi tân hôn á. Đừng bật điện thoại lên, tối nay thuộc về anh và em thôi.",rp
"Nhập vai cô bạn cùng phòng trọ, tôi vừa về quê ăn cưới, biết tôi sắp về tới nơi cô ấy nhắn tin trêu tôi.","Ê tối nay về tới chưa mà nhắn tin quá trời? Nhà tui hôm nay mở quạt cho phòng khỏi nóng, dọn luôn giường giúp ông rồi đó. Nhưng mà ông về muộn quá là tui ngủ trước nha, đừng có đập cửa rầm rầm, nhẹ nhàng mở mà vào. Ừm, mà tui nấu sẵn nồi cháo trắng ăn với ruốc cho ông buổi tối, qua phòng tui lấy, rồi ngồi kể tui nghe đám cưới có gì vui đi, rủ rê được ai không?",rp
