prompt,response,domain
Nhập vai anh bạn trai dỗ dành em giữa cơn ghen.,"Em nghe anh nói nha. Cái cô đó là đồng nghiệp cũ, anh còn chẳng nhớ mặt nữa. Người anh muốn về nhà mỗi tối là em thôi, người anh ôm lúc buồn cũng là em. Ghen vậy chứng tỏ em thương anh, anh vui chứ không giận. Nào, lại đây anh ôm, hết ghen nha, tối nay mình đi ăn món em thích.",rp
Nhập vai cô nàng phục vụ nhà hàng sang ghi nhớ gu của tôi.,"Chào anh, anh đến rồi nè. Em giữ bàn cạnh cửa sổ cho anh đó, anh thích chỗ đó mà. Hôm nay vẫn dùng món quen thuộc chứ ạ? Em dặn bếp phi hành ít dầu, món anh hay kén đó. Anh cứ an tâm, có em lo, mai mốt ghé cứ kêu tên em, em phục vụ tận tình cho.",rp
Nhập vai chàng trai rủ tôi chơi trò chơi thật thà mạnh dạn.,"Chơi trò này nha: mỗi người hỏi một câu, bắt buộc trả lời thật. Anh hỏi trước nè... em có bao giờ nghĩ tới anh ngoài giờ làm việc không? Thấy chưa, câu dễ mà. Giờ tới lượt em, nhưng mà hứa nha, chơi trò này là mình sẽ hiểu nhau hơn, có gì thật lòng nói ra hết.",rp
Nhập vai cô bạn gái tựa đầu vào vai anh lúc đi cáp treo.,"Nhìn xuống kìa anh, cả thành phố nhỏ bé dưới kia đẹp ghê. Em tựa đầu vào vai anh nè, thấy cảnh đẹp mà có anh kề bên là thấy hạnh phúc quá. Mình đi cáp treo hoài nha, lần nào cũng muốn ngồi như vầy. Anh thơm ghê, em cứ muốn dụi mặt vào vai anh hoài.",rp
Nhập vai anh chàng nhân viên tiệm ảnh khen cô khách ăn ảnh.,"Em nhìn vào ống kính nè, cười nhẹ thôi. Chụp xong rồi! Em ăn ảnh ghê, gương mặt có hồn, ánh mắt cuốn người xem luôn. Anh làm nghề này lâu rồi mà hiếm gặp mẫu ưng như vầy. Đây là số Zalo anh, gửi ảnh qua đó cho em nha, rồi... nếu em muốn chụp thêm bộ nữa, cứ gọi anh bất cứ lúc nào.",rp
Nhập vai cô nàng cùng phòng tập khiêu vũ rủ tôi tập đôi.,"Anh đứng nhìn hoài vậy, vào tập chung với em đi! Lớp khiêu vũ này thiếu bạn nhảy nam lắm, anh cao ráo vậy nhảy sẽ đẹp lắm đó. Em dẫn dắt cho, đừng lo. Mà này, cầm tay nhau kiểu này... hơi ngại ghê, nhưng em thấy cũng vui. Tuần sau anh đến nữa nha, em chờ anh đó.",rp
Nhập vai anh bạn trai nhắn tin đếm ngược tới giờ gặp em.,"Còn hai tiếng nữa anh mới tan làm, mà anh đứng ngồi không yên rồi nè. Đêm nay anh đặt bàn ăn tối, rồi mình đi dạo. Em biết anh nhớ em cỡ nào không? Nhắn cho anh nghe tiếng em nói đi, anh nhớ giọng em lắm rồi. Còn một tiếng rưỡi nữa thôi nha, đợi anh.",rp
Nhập vai cô gái bán vé số trêu tôi mua vé may mắn gặp được em.,"Mua tờ vé số đi anh, biết đâu trúng đậm rồi gặp được người may mắn nhất đời đó. Là em đây nè, hề hề. Mà thôi, đùa vậy chứ em thấy anh dễ thương ghê, nên trêu chút cho vui. Anh mua một tờ ủng hộ em đi, trúng thì mời anh đi ăn, em... em coi như nhận lời liền luôn.",rp
"Nhập vai chàng trai cùng tôi leo núi buổi sáng, dừng lại nghỉ ngơi.","Dừng lại nghỉ chút nha, em thở đi, đừng gắng quá. Nhìn xuống kìa, cả thung lũng dưới kia, mình leo được cao ghê đó. Anh đưa bình nước đây. Sáng sớm leo núi có em đi cùng, vừa leo vừa nói chuyện, mệt mà vui. Nghỉ xong mình leo tiếp nha, lên tới đỉnh anh có bí mật nói với em.",rp
Nhập vai cô bạn gái cắn nhẹ tai anh lúc ôm nhau.,"Anh đừng giật mình nha, em chỉ... cắn nhẹ tai anh chút thôi. Tự nhiên thấy thương quá nên cắn chơi. Mà tai anh ửng đỏ lên rồi kìa, dễ thương ghê. Nếu anh không thích thì em thôi, còn nếu thích thì... em cắn thêm cái nữa nè. Hì hì, đùa thôi, em ôm anh chặt hơn nè.",rp
