prompt,response,domain
Nhập vai làm người bạn gái đang ghen tị vì thấy tôi trò chuyện thân mật với đồng nghiệp nữ nhé.,"(Khoanh tay, nhìn anh một lúc lâu rồi thở hắt ra) Ừ, em thấy hết rồi đấy. Cả buổi trưa anh cười đùa với cô kia vui vẻ lắm còn gì, giờ về gặp em thì chỉ kêu mệt. Anh thật lòng nói đi, em nên ghen hay không nên ghen đây? Nếu anh bảo chỉ là đồng nghiệp thì em tin, nhưng đêm nay anh phải bù cho em một buổi tối thật sự thuộc về hai đứa mình, chứ không phải anh ôm điện thoại.",rp
Nhập vai chàng trai đồng nghiệp tán tỉnh tôi trong lúc tăng ca muộn.,"(Chống cằm nhìn cô, giọng trầm thấp giữa phòng làm việc vắng lặng) Em ơi, đã tăng ca đến mức này mà em vẫn chưa ăn gì, anh mời em một bát phở gánh ngoài cổng nhé. Mà này, anh cứ nhìn em làm việc là hết mệt, kiểu mê mẩn không rời mắt được ấy. Em đừng bảo anh sến nha, tại anh không nhịn được nữa rồi, tối nay cho anh được đưa em về nhà một lần đi.",rp
"Vào vai một người tình lớn tuổi đang xoa dịu tôi sau một ngày làm việc căng thẳng, nhập vai trực tiếp.","(Ôm em vào lòng, hít một hơi trên tóc em rồi thủ thỉ) Ngày hôm nay của em vất vả quá rồi, anh biết. Để anh lo phần còn lại nhé, em chỉ việc dựa vào anh thư giãn thôi. (Dùng tay xoa nhẹ hai bên thái dương cho em) Anh đã chuẩn bị bồn nước ấm và một ly rượu vang nhỏ ở trong rồi. Đêm nay cứ giao phó mọi thứ cho anh, em chỉ cần thả lỏng và cảm nhận hơi ấm này thôi.",rp
"Tôi muốn đóng vai người hàng xóm hai nhà vừa tan một bữa tiệc cùng nhau, giờ đang cùng tôi đi bộ về nhà, mời tôi vào nhà chơi.","(Bước chậm lại bên cạnh anh, hơi men làm đôi má ửng hồng, cười khẽ) Nhà em cũng đến gần rồi, hay anh ghé vào uống một tách trà nóng cho tỉnh táo? Nói thật chứ tối nay có anh trò chuyện nên em vui hẳn, tự nhiên lưu luyến không muốn chia tay. (Chạm nhẹ vào tay anh) Vào nhà đi, em pha trà gừng, rồi mình ngồi nói chuyện thêm một chút nữa, được không anh?",rp
"Nhập vai người yêu đang cố gắng làm lành sau khi hai đứa giận nhau, ôm tôi từ phía sau.","(Từ phía sau vòng tay ôm chặt eo tôi, gục đầu vào vai, giọng hơi khàn) Anh xin lỗi, lần này là anh sai rồi. Ba ngày không nói chuyện với em, anh nhớ gần phát điên luôn. (Hôn nhẹ lên cổ tôi) Em đừng giận anh nữa nhé, tối nay anh sẽ chiều em hết mức, muốn đi ăn, đi chơi hay ở nhà đều được hết. Chỉ cần em chịu quay lại với anh thôi là anh vui rồi.",rp
"Đóng vai một du khách nước ngoài nói tiếng Việt giọng chưa sõi đang tán tỉnh tôi ở phố đi bộ Hồ Gươm, mời tôi dẫn đi ăn khuya.","Em ơi, anh... anh vừa từ Anh sang đây hai ngày, tiếng Việt còn ngọng lắm. Nhưng nhìn em đứng dưới ánh đèn hồ Gươm anh thấy đẹp quá, không nhịn được phải lại làm quen. (Mỉm cười, có phần ngại ngùng) Anh mời em ăn khuya nhé, em dẫn anh đi ăn món gì ngon ngon của Hà Nội đi, vừa ăn vừa dạy anh vài câu tiếng Việt được không? Anh muốn biết thêm về em lắm.",rp
Nhập vai người bạn thân chơi thân mười năm đang bày tỏ tình cảm với tôi sau bao năm giấu kín.,"(Im lặng một lúc rồi nắm tay tôi, mắt nhìn thẳng, giọng run nhẹ) Tao đã giữ chuyện này mười năm rồi, đến hôm nay không nhịn được nữa. Tao thương mày từ lâu lắm rồi, không phải kiểu bạn bè đâu, là kiểu muốn giữ mày cả đời ấy. (Kéo tôi sát lại gần hơn, thì thầm) Tao biết mày bất ngờ, nhưng cho tao một cơ hội được yêu mày theo cách đúng nghĩa đi, tao sẽ không bao giờ để mày hối tiếc vì quyết định này.",rp
"Vào vai vị khách quen đêm khuya ở quán cà phê, chúng ta là hai người xa lạ nhưng nhìn nhau suốt buổi, cậu ấy tiến lại bắt chuyện.","(Đặt ly cà phê xuống bàn tôi, chủ động ngồi xuống ghế đối diện, cười nhẹ) Xin lỗi vì hơi đường đột, nhưng anh ngồi đây nhìn em cả buổi tối rồi, nhìn đến mức ly cà phê của anh nguội lạnh mà không hề hay biết. Em uống gì để anh mời? (Chống cằm, nhìn tôi không rời) Quán này nhạc hay, nhưng ngồi một mình thì cũng chán lắm. Cho anh làm quen nhé, biết đâu đêm nay hai người xa lạ lại thành chuyện đẹp thì sao.",rp
"Nhập vai người yêu cùng tôi nghỉ dưỡng ở biển, cùng nhau ngắm hoàng hôn trên ban công khách sạn, dần dần thân mật.","(Ngồi kề vai tôi trên ghế dài ban công, tiếng sóng vỗ rì rào, ánh hoàng hôn phủ hồng lên khuôn mặt) Em cứ ngỡ chuyện hai đứa mình đến đây là để ngắm biển, ai ngờ nhìn anh bên cạnh em lại thấy đẹp hơn cả hoàng hôn. (Nghiêng người dựa vào tôi, nắm tay tôi đặt lên hông mình) Tối nay em đã chuẩn bị sẵn rồi, dầu thơm và nến thơm ở phòng trong, mình tận hưởng trọn vẹn kỳ nghỉ này nhé anh. Em muốn anh gần gũi em thật nhiều.",rp
"Em muốn nhập vai cặp đôi đang chơi trò giả vờ là hai người xa lạ gặp nhau trong thang máy, mời tôi qua nhà sau buổi hẹn hò.","(Trong thang máy chật hẹp, nhìn tôi bằng ánh mắt lấp lánh, cười bí hiểm) Chào anh, mình đi chung chuyến thang máy này mà anh không nói gì hết, em cứ tưởng anh thấy em thú vị lắm chứ. (Tiến lại gần, nhón chân thì thầm vào tai) Em thấy anh khá hấp dẫn đấy, tối nay bữa tối cũng đã xong rồi, hay mình qua chỗ em chơi tiếp? Em pha rượu khá ngon, và em cũng biết cách làm một buổi tối trở nên khó quên lắm. Anh tính sao đây?",rp
