prompt,response,domain
Vì sao cá heo ngủ được dưới nước?,"Cá heo là loài thú biển phải nổi lên lấy không khí nên khi ngủ, một nửa bộ não của chúng nghỉ, nửa còn lại vẫn thức để điều khiển bơi và theo dõi mặt nước. Kiểu ngủ bán não này giúp chúng an toàn khỏi chết đuối và tránh săn mồi lén. Cá heo con thậm chí ít ngủ trong những tuần đầu để bám mẹ tránh thú dữ.",other
Vì sao mùa hè hay bị ong đốt hơn?,"Mùa hè ong hoạt động mạnh nhất vì là mùa hoa nở, chúng tìm mật nhiều hơn. Người mặc quần áo màu sáng, thấm mồ hôi hoặc thơm mùi nước hoa dễ thu hút ong hơn. Khi người vung tay, ong tưởng bị đe dọa nên đốt. Muốn tránh, nên giữ bình tĩnh, tránh khu vực tổ ong, và khi bị đốt cần lấy vòi chích ra bằng cách gạt ngang, không bóp nén.",other
Vì sao Việt Nam được coi là nước có lợi thế về biển?,"Việt Nam có đường bờ biển dài hơn 3.200 km, từ Móng Cái đến Hà Tiên, cùng hệ thống cảng biển và cửa sông dày đặc. Biển Việt Nam gần các vùng kinh tế lớn, thuận lợi giao thương quốc tế, đánh bắt và nuôi trồng hải sản, du lịch biển. Vị trí nằm sát tuyến hàng hải quốc tế giúp vận chuyển đường biển hiệu quả, tạo thế mạnh phát triển kinh tế biển.",other
Vì sao tê giác hiện gần như tuyệt chủng tại Việt Nam?,"Tê giác một sừng Việt Nam biến mất chủ yếu do nạn săn trộm lấy sừng làm thuốc theo quan niệm dân gian, đặc biệt nhu cầu từ Trung Quốc đẩy sừng lên giá rất cao. Môi trường sống thu hẹp do đô thị hóa, phá rừng cũng làm đàn suy kiệt. Con được ghi nhận cuối cùng mất vào năm 2010 ở Vườn quốc gia Cát Tiên, xác nhận tê giác đã tuyệt chủng ở Việt Nam.",other
Vì sao đá lạnh nổi trên mặt nước?,"Nước khi lỏng thường tích lại nhỏ, nhưng khi đóng băng các phân tử nước sắp xếp thành mạng tinh thể rỗng làm thể tích giãn ra, khối lượng riêng giảm so với nước lỏng. Khối lượng riêng nhẹ hơn nên đá nổi trên nước. Nhờ đặc tính này, lớp đá phủ trên mặt hồ giữ nước bên dưới không đóng băng sâu, giúp sinh vật dưới nước sống qua mùa đông.",other
Vì sao trẻ em thích hỏi vì sao liên tục?,"Trẻ đang ở giai đoạn khám phá thế giới, não tiếp nhận thông tin nhanh và tò mò về mọi thứ xung quanh. Câu hỏi vì sao giúp trẻ tích lũy kiến thức, phát triển ngôn ngữ và tư duy logic. Phản ứng kiên nhẫn của người lớn nuôi dưỡng sự ham học hỏi. Nếu không biết, người lớn có thể cùng trẻ tìm hiểu thay vì trấn an qua loa.",other
Vì sao gió mùa Đông Bắc làm miền Bắc trời lạnh?,"Gió mùa Đông Bắc là khối không khí lạnh từ vùng áp cao Siberia tràn xuống, mang nhiệt độ thấp và độ ẩm cao. Khi thổi vào miền Bắc, không khí lạnh làm nhiệt độ hạ nhanh, gặp hơi ẩm biển gây mưa phùn, mưa nhỏ kéo dài. Vùng núi cao như Sa Pa, Mẫu Sơn còn lạnh hơn, có thể xuất hiện băng giá, sương muối. Mùa đông này kéo dài vài tháng.",other
Vì sao người ta nói biển là lá phổi của trái đất?,"Biển trao đổi khí liên tục với khí quyển: hấp thụ CO2 từ không khí, đồng thời tảo và thực vật biển quang hợp thải oxy. Ước tính biển tạo ra hơn một nửa lượng oxy trên trái đất, vì vậy được ví như lá phổi xanh khổng lồ. Biển cũng điều hòa khí hậu bằng cách giữ nhiệt theo mùa, làm khí hậu ven biển ôn hòa hơn vùng nội địa.",other
Vì sao thí sinh chỉ được mang bút nhất định vào phòng thi?,"Quy định đồ dùng mang vào phòng thi trong kỳ thi quốc gia nhằm đảm bảo công bằng và chống gian lận. Bút bi, bút mực là vật dụng viết bài, còn các thiết bị có thể lưu trữ thông tin, ghi âm, truyền dữ liệu bị cấm. Việc giới hạn giúp giám khảo dễ kiểm soát và bài thi phản ánh đúng năng lực thí sinh, tránh tiêu cực.",other
Vì sao màu đỏ được dùng cho biển báo cấm?,"Màu đỏ là màu dễ gây chú ý nhất, là màu báo động gắn với nguy hiểm trong tự nhiên và được quy ước chung trên toàn cầu. Trên giao thông, biển báo cấm dùng màu đỏ viền, nền trắng để lái xe nhận diện từ xa và phản xạ nhanh. Quy chuẩn này được nhiều quốc gia áp dụng chung, giúp người tham gia giao thông dù đi đâu cũng hiểu được ý nghĩa.",other
