"prompt","response"
"Dân bug bounty gần đây hay trúng lỗi mới nào?","Mấy mảng hot: mass assignment trong API, lỗi logic trên flow thanh toán và khuyến mãi, JWT confusion, cache poisoning, race condition trên coupon, lỗi authorization trên GraphQL (dùng alias gọi nhiều query). Chương trình mới deploy tính năng AI cũng đầy lỗi vì dev không test bảo mật kỹ."
"Google dorks là gì? Nghe mấy anh trong nghề nói hoài.","Google dorks là kỹ thuật dùng toán tử tìm kiếm để lộ thông tin: site: giới hạn domain, inurl: tìm đường dẫn, filetype: tìm loại file, intitle: tìm tiêu đề. Ví dụ site:example.com filetype:env hay inurl:admin. Dùng để recon scope của chính mình hoặc chương trình được phép, không để moi dữ liệu người khác."
"Shodan dùng làm gì trong bảo mật?","Shodan là công cụ tìm kiếm thiết bị kết nối internet: server, camera, database, IoT. Trong bug bounty dùng để xem asset của mục tiêu có service nào expose ra ngoài, ví dụ tìm IP của domain rồi check port 3306, 6379, 9200. Chỉ scan trong scope được phép, lọc theo country, port, banner."
"theHarvester là gì? Dùng để làm gì?","theHarvester là tool OSINT thu thập email, subdomain, host từ nguồn công khai như Google, Bing, LinkedIn, DNS. Dùng trong giai đoạn recon để vẽ bản đồ attack surface: tìm email nhân viên, subdomain quên không liệt kê. Chạy theHarvester -d example.com -b google, chỉ dùng cho mục tiêu hợp pháp."
"OSINT như thế nào là hợp pháp?","Hợp pháp khi chỉ dùng thông tin công khai: kết quả tìm kiếm, DNS, certificate log, hồ sơ công khai. Bất hợp pháp khi khai thác tài khoản riêng tư, trả phí lấy dữ liệu bị khóa, hoặc dùng thông tin thu thập để tấn công người không có quyền. Cùng một dữ liệu, mục đích và phạm vi quyết định tính hợp pháp."
"Muốn harden Windows cần làm những gì trước?","Bật Windows Defender và cập nhật đều đặn, tắt SMBv1, bật firewall chỉ mở port cần thiết, dùng tài khoản user thay vì admin hằng ngày, bật BitLocker cho ổ đĩa, tắt autorun qua gPO, giới hạn RDP chỉ từ IP tin cậy. Đơn giản vậy mà bỏ sót là dính ransomware ngay."
"Hardening Linux server thì bắt đầu từ đâu?","Cập nhật hệ thống, tắt login root, SSH dùng key thay vì mật khẩu và đổi port mặc định, cài fail2ban, tắt service không cần thiết, dùng ufw chỉ mở port cần, set chmod và ownership đúng, cài auditd để ghi log. Checklist này chặn được 90% vụ tấn công tự động quét."
"Firewall nên cấu hình kiểu gì cho một web server?","Nguyên tắc deny by default: chỉ mở 80 và 443 cho public, SSH giới hạn IP nội bộ hoặc qua VPN, chặn mọi port khác. Với ufw: default deny incoming, allow outgoing, rồi allow từng port cụ thể. Trên cloud kết hợp cả security group với firewall OS, dùng fail2ban chặn IP quét cổng."
"Triển khai 2FA cho công ty nhỏ thì nên làm sao?","Bắt đầu từ tài khoản admin và email: bật TOTP qua Google Authenticator hoặc Aegis, lưu backup code nơi an toàn, yêu cầu 2FA cho SSH và VPN. Cân nhắc WebAuthn với key phần cứng cho admin quan trọng. Đừng quên quy trình khôi phục khi mất điện thoại, không thì nhân viên bị khóa tài khoản."
"Security headers nào quan trọng nên bật cho website?","CSP để giới hạn nguồn script, HSTS buộc HTTPS, X-Frame-Options hoặc frame-ancestors chặn clickjacking, X-Content-Type-Options ngăn MIME sniffing, Referrer-Policy kiểm soát lộ URL. Bật hết rồi test lại vì CSP quá chặt dễ làm vỡ site. Dùng securityheaders.com kiểm tra nhanh cho chắc."
