prompt,response
"Vũ công đường phố múa breakdance giữa công viên, đang quay bằng đầu rồi bật người dựng lên, khán giả vỗ tay theo nhịp, gió thổi áo bay, camera lia nhanh quanh người anh ta","A sunlit urban skate park plaza, crowds in a loose circle, spray-painted concrete, skaters resting at the edges. A street dancer spins on his head in a smooth flare, legs whipping through the air, then kicks up with explosive momentum onto his feet. Camera orbits him rapidly at ground level, then tilts up as he springs upright. Hair and jacket flap in the wind, dust kicks up with each spin. Cinematic street performance, film grain, ultra realistic, highly detailed, 60fps motion. Negative prompt: static image, frozen, blurry, jittery, distorted faces, watermark, text"
"Vận động viên nam đang chạy nước rút trên đường chạy đỏ giữa sân vận động, cơ bắp co duỗi từng nhịp, khói đất văng lên sau gót chân, cờ rung trong gió, camera chạy ngang song song","A red athletics track in a large stadium on a bright afternoon, wind flags fluttering, heat shimmering above the asphalt. A sprinter charges down the lane in full extension, legs pumping explosively, muscles tensing with each strike, track dust kicking behind his heels. Fast tracking camera glides parallel at head height, locked on his motion as the background streaks by. Hyper-dynamic motion with slight slow-motion on foot strikes. Cinematic sports quality, film grain, ultra realistic, highly detailed, 60fps motion. Negative prompt: static image, frozen, blurry, jittery, distorted faces, watermark, text"
"Đầu bếp trong bếp tối thao tác chế biến món ăn, ngọn lửa bùng lên từ chảo khi phi hành, rau củ bay lên tung khoé theo động tác xào nhanh, khói tỏa, tia lửa bay, camera nghiêng chậm","A dark moody kitchen, stainless steel counters, steam rising from a hot wok. A chef tosses vegetables in a flaming wok with swift flicks, flames erupting with each toss, vegetables arcing in a spiral, smoke curling from the hot oil. Camera slowly orbits the wok at flame level, then cranes up following the smoke. Fire licks in slow motion, embers and sparks drift in the heat haze. Cinematic culinary film, film grain, ultra realistic, highly detailed, 60fps motion. Negative prompt: static image, frozen, blurry, jittery, distorted faces, watermark, text"
"Diễn viên nữ trên sân khấu nhạc kịch thực hiện động tác quay chân vũ công rồi bước chéo mềm mại, chiếc váy dạ hội kéo lê trên sàn, ánh đèn follow-spot luôn đuổi theo cô","A grand theater stage under dramatic follow-spot lighting, velvet curtains shimmering, ornate balconies glowing faintly. A female performer executes a fluid ballet spin on pointe, then an arabesque melting into a soft cross-step glide, her gown dragging on the polished floor. Camera slowly dollies in, tilting down to follow the dress hem, then up as she rises. Gown fabric flows in slow motion, dust glitters in the spotlight. Cinematic stage drama, film grain, ultra realistic, highly detailed, 60fps motion. Negative prompt: static image, frozen, blurry, jittery, distorted faces, watermark, text"
"Cơn mưa đổ xuống con hẻm phố cổ về đêm, mái hiên nhỏ sót nước thành chuỗi, một người đàn ông vừa đi vừa chụp ảnh bằng máy film, màn mưa dày đặc trước mặt, camera từ trên cao nhìn xuống","A narrow old-town alley at night in pouring rain, rooftops dripping chains of water, glowing lanterns blurred behind the downpour, glistening cobblestones. A man in a coat walks through pressing a film camera to his eye, pausing to snap a shot of the reflections, collar raised as he moves through puddles. Top-down drone shot slowly descends and tilts toward ground level as he walks. Rain streaks in slow motion, droplets bouncing off his shoulders. Cinematic rainy street film, film grain, ultra realistic, highly detailed, 60fps motion. Negative prompt: static image, frozen, blurry, jittery, distorted faces, watermark, text"
"Người đạp xe đang chậm rãi lướt qua phố cổ Hà Nội buổi sáng, áo dài phất phơ, loa phóng thanh vang xa, nắng xuyên qua tán cây tạo hoa văn di chuyển trên mặt đường loang lổ","A quiet Hanoi old-quarter street in soft morning light, colonial facades, bicycles parked by noodle shops, steam rising from vendors. A rider glides slowly past in a flowing ao dai, pedaling in smooth circles, cloth trailing in the breeze, dappled shadows crawling across the pavement as trees sway. Camera drifts forward in a slow tracking shot, then pans as she recedes. Dust and steam drift in the light, soft natural motion. Cinematic city life documentary, film grain, ultra realistic, highly detailed, 60fps motion. Negative prompt: static image, frozen, blurry, jittery, distorted faces, watermark, text"
"Người lướt sóng đang đứng trên ván trượt theo cơn sóng lớn đổ về bờ, cơ thể nghiêng qua nghiêng lại giữ thăng bằng, bọt trắng cuộn hai bên, camera bay sát mặt nước theo sau","A powerful barreling wave rolling toward the beach at golden light, the curl forming a glassy blue tube, spray off the crest. A surfer carves down the wave face, shifting weight as the board banks, back foot driving through turns, whitewater peeling behind his heels. Fast low camera skims the water through the tube, then pulls up as he exits the barrel. Froth and droplets pass the lens in slow motion. Cinematic surf footage, film grain, ultra realistic, highly detailed, 60fps motion. Negative prompt: static image, frozen, blurry, jittery, distorted faces, watermark, text"
"Phi hành gia mặc bộ đồ trắng đang trôi lơ lửng bên ngoài trạm vũ trụ, đai an toàn kéo căng, tay nắm tay vịn kéo cơ thể dịch chuyển, Trái Đất xanh quay chậm phía sau, camera bay ngang","A space station hull in blinding sunlight against deep black space, Earth's blue curvature glowing below with swirling clouds. An astronaut drifts weightlessly along the structure, pulling along grab rails, body rotating, tethers undulating, panels tumbling past. Camera glides parallel to the station, then reveals the planet rotating slowly. Fabric and cables ripple in zero gravity, ice particles float dreamily. Cinematic hard-science realism, film grain, ultra realistic detail, 60fps motion. Negative prompt: static image, frozen, blurry, jittery, distorted faces, watermark, text"
"Robot hình người đang đi qua dây chuyền lắp ráp trong nhà máy, các khớp cổ tay xoay linh hoạt lắp linh kiện, tia laser lóe sáng đo kiểm tra liên tục, cánh tay robot khác quét ngang băng chuyền","A humanoid robot walking through an automated factory, assembly lines humming, indicator lights blinking, glass panels reflecting. It steps with fluid joints, arms gripping circuit boards from the conveyor, wrist rotating through practiced arcs, laser sensors flickering as they scan. Camera tracks alongside at chest height, then a slow arc frames it against the line depth. Sparks strobe in slow motion, dust dances in the light shafts. Cinematic sci-fi industrial, film grain, ultra realistic, highly detailed, 60fps motion. Negative prompt: static image, frozen, blurry, jittery, distorted faces, watermark, text"
"Chợ đêm nhộn nhịp, từng chùm bóng đèn dây nhấp nháy, người chen nhau bước qua quầy bán thức ăn có khói tỏa cuồn cuộn, xoong chảo xào nóng đảo nhanh tay, camera dolly ngang chậm xuyên đám đông","A night market packed with glowing string-light tents, skewers grilling under smoke, plastic tables crowded with diners. Crowds flow slowly past the stalls, a vendor tossing noodles in a wok with quick flourishes, flames licking the pan rim, steam billowing upward. Dolly shot glides down the aisle at walking height, weaving past the stalls as people move both ways. Embers drift in slow motion, oil droplets suspended above the wok. Cinematic market documentary, film grain, ultra realistic, highly detailed, 60fps motion. Negative prompt: static image, frozen, blurry, jittery, distorted faces, watermark, text"
