prompt,response
"Vẽ con rồng Việt Nam màu xanh rêu lượn quanh ngôi đền cổ có mái cong, mang hơi thở phun ra sương mù, phong cách fantasy sử thi","a Vietnamese dragon with emerald green scales and a long winding body, glowing amber eyes, coiling around an ancient temple with curved tiled roofs, misty breath, stone pillars and carved statues, mountains and bamboo forest behind, soft morning mist, mystical green aura, epic fantasy concept art, anime art style, high quality illustration, detailed lineart, cel shading, masterpiece, best quality, highly detailed, 8k\nNegative prompt: blurry, low quality, bad anatomy, deformed, watermark, text"
"Vẽ ông tiên thần núi tóc bạc dài, mặc áo choàng truyền thống, ngồi trên tảng đá trong hang động có thác nước phát sáng, phong cách fantasy","a mountain sage with long white hair and a flowing beard, kind wrinkled smile, traditional flowing robe, sitting on a stone platform in a cavern with a glowing waterfall, stalactites, soft blue light, mist, floating runes, tranquil mysterious mood, anime art style, high quality illustration, detailed lineart, cel shading, masterpiece, best quality, highly detailed, 8k\nNegative prompt: blurry, low quality, bad anatomy, deformed, watermark, text"
"Vẽ nữ thần biển mặc áo dài màu xanh dương, mái tóc đen dài, đứng trên mặt sóng và cầm chiếc đèn lồng phát sáng, phong cách fantasy","an ocean goddess wearing a flowing blue ao dai, long black hair, calm gentle expression, standing atop swirling sea waves, holding a glowing lantern, coral and pearls decorating her attire, moonlight on the water, sparkling foam, elegant divine presence, anime art style, high quality illustration, detailed lineart, cel shading, masterpiece, best quality, highly detailed, 8k\nNegative prompt: blurry, low quality, bad anatomy, extra fingers, deformed, watermark, text"
"Vẽ con linh thú hổ trắng với lông bờm phát sáng, đang nằm gác trước cổng ngôi đền cổ giữa rừng, phong cách fantasy","a white tiger spirit guardian with luminous flowing mane, piercing blue eyes, lying watchful in front of an ancient temple gate in a deep forest, stone lanterns with fire, mist rolling over mossy stairs, glowing wisps, moonlight filtering through the trees, majestic aura, anime art style, high quality illustration, detailed lineart, cel shading, masterpiece, best quality, highly detailed, 8k\nNegative prompt: blurry, low quality, bad anatomy, deformed, watermark, text"
"Vẽ nam pháp sư tóc trắng bay trong gió, mặc áo choàng đen rộng, dang tay triệu hồi cơn bão điện màu tím giữa trời, phong cách fantasy","male mage with long white hair flowing in the wind, purple eyes, dark wide hooded robe, arms spread summoning a violet lightning storm, swirling storm clouds, arcs of purple electricity, floating rocks and debris, glowing magical runes in the air, dramatic rim lighting, epic fantasy illustration, anime art style, high quality illustration, detailed lineart, cel shading, masterpiece, best quality, highly detailed, 8k\nNegative prompt: blurry, low quality, bad anatomy, extra fingers, deformed, watermark, text"
"Vẽ cánh cổng ma thuật phát sáng xoáy giữa khu rừng cổ, khung đá chạm khắc, xung quanh có những đóa hoa phát sáng, phong cách fantasy","a swirling magical portal glowing cyan and purple in an ancient forest, ornate carved stone archway, luminous flowers around the base, ivy and moss on the frame, beams of magical light escaping, mist and floating spores, starry night sky above the canopy, anime art style, high quality illustration, detailed lineart, cel shading, masterpiece, best quality, highly detailed, 8k\nNegative prompt: blurry, low quality, bad anatomy, deformed, watermark, text"
"Vẽ ông lão bí ẩn với gánh hàng rong ma thuật đầy lọ phép và bùa may mắn, đi dưới ánh đèn lồng đỏ trong phiên chợ đêm cổ xưa, phong cách fantasy","a mysterious old merchant carrying a magical street stall, glowing potion bottles and lucky charms, dark flowing robe, walking under warm red paper lanterns in an ancient night market, steam from food stalls, floating dust, festive yet mysterious atmosphere, warm and cool light contrast, anime art style, high quality illustration, detailed lineart, cel shading, masterpiece, best quality, highly detailed, 8k\nNegative prompt: blurry, low quality, bad anatomy, deformed, watermark, text"
"Vẽ nàng tiên cá tóc đỏ cam rực rỡ, đeo trang sức ngọc trai, đang bơi giữa rạn san hô phát sáng dưới lòng biển, phong cách fantasy","a mermaid with vivid red-orange hair, teal eyes, pearl jewelry, bright orange tail with glowing fins, swimming through a glowing coral reef, sun rays penetrating the deep blue water, bubbles and tiny glowing fish, vibrant underwater colors, dynamic pose, anime art style, high quality illustration, detailed lineart, cel shading, masterpiece, best quality, highly detailed, 8k\nNegative prompt: blurry, low quality, bad anatomy, deformed, watermark, text"
"Vẽ chú rồng con màu xanh lá nhỏ xíu cuộn tròn ngủ trên đống vàng và trang sức trong hang động, ngáy ra khói nhỏ, phong cách fantasy","a tiny leaf-green baby dragon curled up sleeping on a pile of gold coins and jewels, soft round belly, gentle snoring with small wisps of smoke, sparkling treasure scattered around, warm golden candlelight in the cavern, cozy magical mood, anime art style, high quality illustration, detailed lineart, cel shading, masterpiece, best quality, highly detailed, 8k\nNegative prompt: blurry, low quality, bad anatomy, deformed, watermark, text"
"Vẽ nữ hiệp sĩ thiên thần mặc giáp trắng sáng với đôi cánh lông vũ lớn, đang bay trên đám mây vàng lúc hoàng hôn, phong cách fantasy","an angelic female knight in shining white armor, golden hair, warm brown eyes, large feathered wings spread, flying above a sea of golden clouds at sunset, divine light rays from above, floating feathers, warm god rays, majestic heavenly composition, anime art style, high quality illustration, detailed lineart, cel shading, masterpiece, best quality, highly detailed, 8k\nNegative prompt: blurry, low quality, bad anatomy, extra fingers, deformed, watermark, text"
