prompt,response
Viết storyboard 5 shot cho màn rượt đuổi trên các mái nhà Sài Gòn lúc chạng vạng giữa một kẻ trộm và một người thợ sửa xe biến thành thợ săn.,"[SHOT 1] Aerial forward crane over Saigon rooftops at dusk: thief Vu sprints along tin roofs, startled gulls exploding underfoot, antennas whipping past.\n[SHOT 2] Low wide from the alley: mechanic Thien unhooks a cable from a scooter axle and free-runs the fire escapes in pursuit, oil-stained sleeveless shirt snapping in the wind.\n[SHOT 3] Rhythmic close-ups: Vu leaps a four-meter gap; Thien mirrors it with a running vault off a billboard frame.\n[SHOT 4] Over-shoulder reverses: both land on the same rooftop, hands on pipes, face to face across a vent.\n[SHOT 5] Wide overhead: neon below, two silhouettes circling a water tank; slow-motion as Thien asks <d>VIETNAMESE 'Tra lai do, tao cho di.'</d> Atmosphere: heat of the chase, the city as amplifier. Grade: amber sunset bleeding into neon cyan."
"Tôi muốn cảnh quyết đấu võ thuật giữa hai sư phụ già tại chợ đêm khi chợ đã vắng. Phân cảnh 5 shot, có đèn dầu và gió.","[SHOT 1] Wide from the rafters of the night market: tables cleared, oil lamps swaying, empty alleys humming. Master Huynh, seventy, in a bamboo shirt, circles Teacher Ky, a woman holding a rattan fan like a blade.\n[SHOT 2] Slow circling medium two-shot; dust curls between their feet. She fans her palm: <d>VIETNAMESE 'Muoi nam roi, anh con nho bai quat?'</d>\n[SHOT 3] Burst of handheld close-ups: her fan snaps, catching his sleeve; his palm strike stops a hair from her ribs.\n[SHOT 4] Over-the-shoulder reverse; he drops the strike and bows. She laughs softly, closing the fan.\n[SHOT 5] Wide low angle: the lamps flicker out one by one as they walk opposite ways through smoke. Grade: amber lamp glow, deep teal night. Feeling: respect redeeming an old feud."
"Dựng cảnh một thành trì ánh đèn bị vây hãm trong đêm trước đợt tấn công cuối cùng. Kịch bản 5 shot phong cách chiến tranh giả tưởng, có pháp sư.","[SHOT 1] Drone-wide night: Lan Citadel, a thousand clay lamps ringing the ramparts, and beyond, the enemy camp glittering like red ants in wheat.\n[SHOT 2] Crane down to the battlements: Commander Canh tightens his daughter's leather vambraces — his final gift.\n[SHOT 3] Row of close-ups: archers biting sweat from their thumbs, a mage's hands steadying an orb that exhales frost, lantern keepers guarding the wicks.\n[SHOT 4] Extreme wide: the red lines surge, a wall of torchfire breathing like a lung; the mages push a blue shield dome outward, frost cracking the ground.\n[SHOT 5] Slow-motion handheld along the parapet as the first wave hits; Canh shouts <d>VIETNAMESE 'Giu den — den tat la mat chung ta!'</d> Grade: cold blue against ember red. Soundscape: drumming wind, iron rain, orb hum. Atmosphere: heroism with no guarantee."
Viết phân cảnh 5 shot cho cảnh cướp container trên tàu lửa chạy qua cao nguyên vào buổi sáng sương mù. Thể loại hành động.,"[SHOT 1] Aerial following shot along the highland railway: dawn fog pours over the gorge while a container train grinds through, its horn swallowed by mist.\n[SHOT 2] Wide on the rooftops: freelance courier Nam sprints across the swaying metal as the train hits a curve, clutching a cargo hook.\n[SHOT 3] Handheld close-up as he reaches the last car; a security drone locks onto him, its light drumming his cheek. He clips a harness and swings under the chassis.\n[SHOT 4] POV beneath the train: gravel screaming past inches from his face, brake sparks like fireworks.\n[SHOT 5] He vaults back on at the bridge, cracks a smuggled crate's lock — empty. The sun blinks; his eyes go hard, then amused. Grade: bone-white fog, steel-blue steel. Feeling: the job was never the cargo."
"Phát triển cảnh đấu kiếm trên boong một con thuyền đang cháy giữa biển đêm, hai người từng là anh em. Viết 5 shot.","[SHOT 1] Wide night sea: a burning junk ship drifts, masts cracking like bones, flame reflecting red on black water. Two men, brothers, stand on the bow deck with thirty years of bad blood in the gap.\n[SHOT 2] Slow circling crane; Nguyen and Thang draw blades while embers ride the wind between them like fireflies.\n[SHOT 3] Mirror close-ups as they lunge; steel meets steel, sparks colliding with live cinders, both blocking and feinting, breath fogging in the heat.\n[SHOT 4] Handheld retreat: Thang backs onto the rail as a mast collapses, sword buried in wood; Nguyen lowers his blade and catches the other's arm.\n[SHOT 5] Wide static: they stand back to back watching the ship burn, one saying <d>VIETNAMESE 'Neu chay, minh chay cung mot con thuyen.'</d> Grade: fierce orange against indigo. Feeling: enmity dissolved by shared fire."
"Dựng storyboard 5 shot cho cảnh một kỹ sư trốn khỏi tòa nhà đang sụp đổ bằng đường ống và giàn giáo, chạy đua với cơn đổ của tháp.","[SHOT 1] Rising crane from street level: Tower Van Long cracks on the fortieth floor, sheets of glass raining, smoke curling. Engineer Hoa bolts up the stairwell against the flow of sirens.\n[SHOT 2] Handheld chase as floors tilt; he slides under a doorframe, grabs a scaffolder's pole to swing across a widening gap.\n[SHOT 3] Close-up rhythm: his work gloves split, knuckles graze a pipe, teeth gritted as concrete dust chews the light.\n[SHOT 4] POV from above as he drops down a service shaft on an orange strap, floors screaming past.\n[SHOT 5] Wide slow-motion exit: he rolls out of the ground-floor vent a second before the atrium glass bows outward; he rests on his knees, police lights swirling, breathless laugh. Grade: ash grey and sodium. Soundscape: steel groan, heartbeat bass. Feeling: survival as rebellion."
"Viết cảnh một mình người đàn ông đứng chặn đoàn xe vận tải trong mưa trên quốc lộ đêm. 5 shot, mạnh mẽ, không vũ khí chế tạo.","[SHOT 1] Extreme wide night highway; rain stabs the asphalt, headlights carving tunnels of light. A lone man, Luc, stands mid-lane in a worn raincoat, feet wide.\n[SHOT 2] Close-up: the lead driver squints through wipers smearing neon; he blinks — and the man has moved.\n[SHOT 3] Handheld burst: Luc grabs the first truck's bumper as it jams brakes, plants his boots, and shoves the two-ton vehicle sideways into the ditch with a hydraulic grunt of pure will.\n[SHOT 4] Low wide as the second driver swerves; Luc leaps onto its hood and breaks the windshield glare flat-palmed, shouting <d>VIETNAMESE 'Dung! Chuyen hang nay la nguoi.'</d>\n[SHOT 5] High angle: all five trucks stand dead in the rain while Luc drops to his knees in the red tail-light glow. Grade: cold blue with crimson pulses. Atmosphere: a broken man who will not bend."
"Tôi cần một phân cảnh rượt đuổi mô tô trong đường hầm thành phố lúc nửa đêm, camera bám sát. Viết 5 shot.","[SHOT 1] Wide entrance of the Thuy Thiêm tunnel at midnight; traffic thins to a thread. Delivery rider Bao throttles in, radio off, black helmet.\n[SHOT 2] Behind-the-rider tracking shot, lane-splitting at ninety clicks; tiled walls strobing white and amber.\n[SHOT 3] Inserts: fuel gauge blinking, a gloved thumb killing the phone, POV as a black sedan lunges across two lanes to cut him off.\n[SHOT 4] High-speed handheld: he drifts under the sedan's front axle, knee scraping concrete, sparks — then pops back up on the far side.\n[SHOT 5] Exit blast into night air; the sedan follows straight into a police block that was never for him. Bao watches a moment, flips up his visor, grinning. Grade: clinical tunnel light into neon night. Soundscape: engine scream, wind shear, tire hiss. Feeling: freedom is a getaway."
"Phát triển cảnh cô gái giữ im lặng tuyệt đối trước triều đình rồng để cứu ngôi làng của mình. Kịch bản 5 shot, huyền bí.","[SHOT 1] Long corridor of the Dragon Court: obsidian-scaled roof, chandeliers of frozen fire. Lua, a village girl in an oil-stained tunic, walks barefoot toward a throne of molten stone — silence her only armor.\n[SHOT 2] Over-shoulder wide: the Dragon King coils above her, neck long as a pier, gold eyes reading her breathing. She stops.\n[SHOT 3] Extreme close-ups cut at rising speed: lips pressed shut, a tremor in her wrist, the court's chattering emissaries falling one by one to quiet.\n[SHOT 4] He lowers his snout to whisper level with her ear; she holds his gaze unblinking and rings a small wooden bell once — answering his unspoken question.\n[SHOT 5] Wide reverse: the court erupts into stunned silence and snow begins to fall inside the hall. Grade: cold gold with rare green fire. Feeling: the mightiest language is a held tongue."
Viết 5 shot cho cảnh một shipper robot bước vào ga tàu đã bỏ hoang suốt 40 năm và chạm tay vào chiếc đài phát thanh cuối cùng còn sống.,"[SHOT 1] Slow dolly through a cavernous station; moss carpets the ticket gates, fungi glow faintly along the tracks, and a single service android etched with 'Nam' clanks forward, crate on one shoulder.\n[SHOT 2] Close-up as its optics re-tune to a rusty radio booth; static breathes from the speaker — a looped SOS dated 2089.\n[SHOT 3] POV monitor overlay: the message parses as 'CUU... CUOI CUNG... 7800 NGAY'. Its chassis hums — an empathy subroutine waking after four decades.\n[SHOT 4] Handheld orbit as Nam extends a fingertip to brush the dusty volume dial; the static resolves into a human voice: <d>MANDARIN 'Ai do dang nghe khong?'</d>\n[SHOT 5] Wide rising shot: hundreds of dormant androids on the benches flicker online in unison, eye-lights igniting row after row. Grade: moss green, sodium amber, cold white. Feeling: loneliness — and the spark that ends it."
