prompt,response
Dựng storyboard 5 shot cho cảnh mở đầu phim huyền bí: nhà ngoại cảm bước vào rạp hát cũ bỏ hoang giữa cơn mưa rào để nghe tiếng vỗ tay không người.,"[SHOT 1] Aerial over the old Hoa Binh Theater; rain hammers the cracked marquee while red letters blink 'SOLD OUT' though half the roof is gone. Psychic Vu, coat wet-black, stops under the awning.\n[SHOT 2] Wide interior as the doors peel open: dust filaments in a phantom spotlight, and a wave of applause rolls out — claps with no hands, rhythmic, patient.\n[SHOT 3] Close-up on his jaw tightening; his irises flicker as he reads the air — flashes of a 1962 gala, a soprano, an empty box seat.\n[SHOT 4] POV as he walks the aisle; seat fabric still warm, programs still printed with tonight's date — one program bearing his own name.\n[SHOT 5] Reverse wide: the applause stops the instant he sits. Only rain remains. He whispers <d>VIETNAMESE 'Xin chao, toi da den dung gio.'</d> Grade: sepia and verdigris. Feeling: the house has been waiting for him."
Viết 5 shot cho cảnh một nhóm thợ lặn gặp đốm sáng không xác định dưới rãnh biển tối — lần tiếp xúc đầu tiên với sự sống ngoài trái đất.,"[SHOT 1] Slow descent in near-black water at minus four hundred meters; a research trio's helmet lamps eat the dark, breath loud in the comms.\n[SHOT 2] Wide as a pinprick of violet light blooms ahead, pulsing like a heartbeat, no visible source.\n[SHOT 3] Close-up through mask glass: biologist Ha's pupils dilate; she signals lockdown, hovering mid-water, forceps trembling.\n[SHOT 4] Slow-motion medium as the light drifts near, folding into a lattice of articulate geometry — not animal, not machine — that stops at arm's length and mirrors her hand signal perfectly.\n[SHOT 5] Wide from behind the lattice: it parts a veil to reveal a warm glow through their faceplates. Ha exhales one word: <d>ENGLISH 'Hello.'</d> The light answers in color-code. Grade: abyssal blue with violet bloom. Atmosphere: awe, not fear."
"Hãy viết phân cảnh một cô phù thủy tập sự vô tình gây mưa đá trong căn bếp khi đang nấu phở cho thầy mình. 5 shot, hài nhẹ nhưng kỳ ảo.","[SHOT 1] Cozy cottage kitchen; copper pots, drying herbs. Apprentice Ono sparks her wand into a clay pot of broth, reciting a rain charm from memory — confidently, though never once right.\n[SHOT 2] Close-up on the pot: a gentle drizzle forms above the steam, cute and controlled. She beams.\n[SHOT 3] Insert: a stray giggle shakes her hand; the charm spasms and a storm front rolls out of the pot, hail pelting the cabbage shelf, a frog leaping from a jar.\n[SHOT 4] Wide handheld slapstick as Master Giao ducks under a skillet while Ono windmills the wand, a sheet of rain orbiting the range hood.\n[SHOT 5] Ending medium: they stand drenched and laughing as the storm condenses into one perfect snowflake over the broth. She bows; he slurps: <d>VIETNAMESE 'Vi hat hoi — nhung co nau pho, khong nau mua.'</d> Grade: warm hearth amber with sparkle white. Feeling: magic is a messy craft."
Dựng 5 shot cho cảnh kỹ sư bảo trì trên trạm Mặt Trăng phải sửa tấm pin năng lượng ngay khi cơn bão mặt trời ập tới.,"[SHOT 1] Wide establishing on the lunar terminator: the station's silver spine crosses the shadow line while engineer Duong, in a dinged spacesuit, rides a remote arm toward Array B, warnings stacking in her visor.\n[SHOT 2] Over-shoulder tech POV: flare forecast at T-minus three minutes, radiation climbing in red ticks. She keeps working.\n[SHOT 3] Close-up: gloved fingers swap a fused converter in low gravity; a bolt floats free, snagged with her knee like reflex.\n[SHOT 4] Wide as the sun's limb beads with a churning prominence; the AI counts down, floodlights snapping scarlet.\n[SHOT 5] She locks the panel, seals, and the array blooms open just as the storm hits; the horizon lights pink. She exhales into the helmet: <d>VIETNAMESE 'Du roi, chung ta noi chuyen sau.'</d> Grade: bone-white lunar grey, rose-pink storm. Feeling: humans fixing things in the face of the sun."
Tôi cần một cảnh huyền bí trên tàu đêm: bà thầy bói già gặp chính mình hồi trẻ ngồi cùng toa. Viết 5 shot.,"[SHOT 1] Sleeper coach at 1 AM; blue night light, curtains swaying. Ba Sanh, seventy, draws a blanket over her knees, cards shuffling in her lap.\n[SHOT 2] She looks up: across the aisle sits a young woman with the same mole under her left eye, wearing a 1985 rail uniform, reading the same torn tarot deck.\n[SHOT 3] Slow reverse close-ups: the young woman smiles knowingly and deals three cards onto the table, sliding them across; Ba Sanh completes the same move, hands meeting in the middle.\n[SHOT 4] Handheld as Ba Sanh rises and steps closer; the young woman answers before she can speak: <d>VIETNAMESE 'Dung doi chuyen. Dung nhu con da lam.'</d>\n[SHOT 5] Wide static down the aisle: the seat is empty, the window gone grey with dawn, three cards face-up — Death, the Star, the Fool. Grade: moonlight blue, amber lamp. Feeling: a visit from the self she forgave."
Viết kịch bản 5 shot: một hiệp sĩ và thanh kiếm có ý thức đang cãi nhau ngay giữa trận chiến với quân thằn lằn.,"[SHOT 1] Blood-orange battlefield at dusk; lizard-kin cavalry charge in a crescent. Knight Amara plants the greatsword 'Kai' point-down and folds her arms.\n[SHOT 2] Close-up on the pommel's carved eye blinking; Kai's voice rings metallic through her helmet: 'Amara, if you parry that way again I will swing myself.'\n[SHOT 3] Medium as she slices a spear tip mid-air; a lizard shield deflects her edge wide and she nearly trips. Kai groans: 'See? SEE. You are doing it RIGHT INTO the teeth.'\n[SHOT 4] Over-shoulder as she backhands the hilt, feeds his momentum a full three-sixty, and cleaves a turf berm to knock three riders off — then winks.\n[SHOT 5] Wide afterglow: the charge breaks, dust settling; she sheaths Kai and pats the blade. It sighs: 'We won. Let us never speak of the footwork.' Grade: ember orange, dust silver. Feeling: partnership forged in bickering."
"Dựng storyboard 5 shot cho cảnh hài ở tiệc cưới: chú rể say hát cải lương bằng micro kẹt, rè suốt cả bài.","[SHOT 1] Wide banquet hall of garland and glow; the emcee hands the mic to Chu Nam, cheeks already flushed from a lifetime of toasts.\n[SHOT 2] Close-up on the mic as his first 'Sau nu…' feeds back — a piercing squeal; the grandmas clap anyway.\n[SHOT 3] Rapid inserts: kids at the next table covering their ears, an auntie fanning her face, the groom's mother praying to the ancestors.\n[SHOT 4] Medium as Chu Nam leans into the note and the speaker cone flaps like a jaw; a waiter's tray of coke vibrates off the edge — caught one-handed by a random uncle mid-nod.\n[SHOT 5] End wide: Chu Nam takes a defeated breath and switches to an old folk song, and the hall sways mid-waddle. Grade: warm halogen wedding gold. Feeling: chaos welded into happiness."
Viết 5 shot cho phân cảnh hài văn phòng: cuộc chiến trả thù bằng máy in giữa hai phòng kế toán và nhân sự leo thang không kiểm soát.,"[SHOT 1] Open-plan office, 9 AM; the HR printer hiccups and barfs a 400-sheet waterfall of memos. The accounting team watches from their glass wall, coffee held like cigars.\n[SHOT 2] Handheld reverse: HR's Binh slides a memo titled 'BAO CAO KET QUA THU VIEC' with a cartoon flamingo stapled into the accounting queue.\n[SHOT 3] Close-up as the counter-attack lands: every HR timesheet bound into a booklet called 'GETTING PAID FOR WHAT?' with perforated ornaments.\n[SHOT 4] Wide escalation montage: paper planes volleying, a big-format printer rolling out 'HR LA DUNG GIO VAO MUON', a stapler duel with foam darts.\n[SHOT 5] End wide: both managers face the jammed central printer, heads shaking as it coughs out one page: 'HOA BINH — PHO TO 100 BAN.' They glare, then both reach for the copy button at once. Grade: fluorescent white, primary comic accents. Feeling: enemies flensing into friends."
"Hãy viết phân cảnh 5 shot cho chặng cuối giải chạy tiếp sức 4x100 nghiệp dư, đội yếu nhất bất ngờ vượt lên.","[SHOT 1] Wide stadium night, floodlights; regional finals. Doan Vu, a skinny university team in mismatched singlets, stands in lane 8 — the lane nobody respects.\n[SHOT 2] Low angle on the gun; the first handoff is saved by fingertips, the lead runner stumbles yet locks in.\n[SHOT 3] Medium side-on tracking each leg: the third runner, a quiet clerk in glasses, holds a clean line and rounds the curve, passing the baton amid screaming.\n[SHOT 4] Slow-motion final leg: the fourth runner, band-aid taped glasses, climbs from fifth to third to second, then throws his face at the line with a last kick of pure year-lost determination.\n[SHOT 5] Wide static: they finish second — gold missed, but they collapse into a laughing pile while the coach jumps clutching a broken water flask. Grade: luminous emerald track, white heat. Feeling: second place never felt like a win before."
"Dựng 5 shot cho cảnh hài thể thao: hai người đàn ông gần 50 tranh cặp tạ cuối cùng ở phòng gym, cả hai giả vờ lịch sự đến đau khổ.","[SHOT 1] Wide weight room at 6 AM; only one 20-kilo dumbbell pair remains on the rack while two broad-backed men, Chin and Bay, both forty-nine, amble toward it tuned like forks of pride, rehearsing forgiveness smiles.\n[SHOT 2] Over-shoulder as each pretends to inspect something else: Chin reads a kettlebell sticker, Bay reties a shoelace twice.\n[SHOT 3] Close-up duel: hands land on both ends of the same dumbbell at once. Neither lets go. Neither breathes. The bench creaks though no one sits.\n[SHOT 4] Wide détente: they alternate — one curls while the other spots with theatrical precision, then swap, scoring the win for nobody.\n[SHOT 5] End wide: they finish co-owning the rack, share a protein shake, and one says <d>VIETNAMESE 'Ngay mai anh lay truoc.'</d> The other: 'Khong, anh.' Grade: warm gym tungsten, pastel rubber. Feeling: middle-aged strengths, negotiated."
