prompt,response
Viết cho tôi phân cảnh mở đầu một bộ phim kinh dị tâm lý: người phụ nữ thức dậy giữa đêm và phát hiện mọi cửa sổ trong nhà đã bị dán giấy đen từ bên trong. Dựng thành 5 shot kèm mô tả hình ảnh và âm thanh.,"[SHOT 1] Extreme wide, 3:12 AM: the house sits alone in a dead suburban cul-de-sac; light from one upstairs window stains the wet lawn amber. A low drone hums under the dark.\n[SHOT 2] Slow push-in, handheld: Mai sits bolt upright in bed, sweat gluing her hair to her temples. Her phone shows no signal; she hears paper crinkle — someone press-palming adhesive tape to glass.\n[SHOT 3] Close-up of her bare feet crossing cold tiles; she refuses to turn on lights, eyes tracking.\n[SHOT 4] POV crane rise to the window as she peels one black corner: a neighbor's silhouette waves slowly, unnaturally, torn by camera flicker.\n[SHOT 5] Hard cut to black; she whispers 'Don't look.' The walls no longer belong to her. Color grade: cold steel blue with iodine edges; soundscape: dead air, one creaking plank, a distant dog."
"Phát triển cảnh chia tay giữa hai người yêu tại bến phà cũ lúc hoàng hôn. Tôi cần storyboard 5 shot, cảm xúc thì thầm, có lời thoại ngắn.","[SHOT 1] Wide anamorphic, golden hour: the ferry whistle moans across the river while Lam and Huong stand three steps apart on the peeling dock, luggage between them like a barricade.\n[SHOT 2] Medium two-shot over-shoulder: he reads her face; her jaw quivers once, controlled. He asks: <d>VIETNAMESE 'Ngay mai anh co ve khong, hay cung chi la loi hua?'</d>\n[SHOT 3] Close-up, 50mm, shallow focus: she smiles without teeth — a goodbye folded to look like hope.\n[SHOT 4] Crane above as the boat pulls away; he walks slowly, never turning, her silhouette fixed at the rail.\n[SHOT 5] Extreme long shot: the river eats the last light; subtitles fade on her whisper to the water: 'Hen gap lai.' Mood: melancholy of a song nobody plays. Grade: amber-to-mauve sunset, long shadows."
Dựng storyboard 5 shot cho cảnh nghệ sĩ piano bị ù tai từng đêm trước buổi diễn quan trọng nhất đời. Nhấn mạnh ánh sáng sân khấu và cuộc đối đầu nội tâm.,"[SHOT 1] Dark backstage under one practical lamp: Quang the pianist mops sweat from his brow, fingers trembling over phantom keys while the orchestra hums beyond the curtain.\n[SHOT 2] Extreme close-up on his ear: the sound design collapses into a high tinnitus tone that swells; his reflection in the makeup mirror appears half a second late.\n[SHOT 3] Steadicam walk down the narrow corridor toward the wing; white spotlights flare through a slit in the velvet. He prays not to god but to his hands.\n[SHOT 4] Wide from audience height: he sits at the grand piano, a lone figure inside a cone of cold white light against black velvet. Silence. One exhale.\n[SHOT 5] Top-down crane as his hands hit the keys; the first chord booms louder than the moon. Fear turned into fury. Grade: monochrome with a single amber highlight on the piano lid."
Viết kịch bản ngắn 5 shot cho cảnh trong phim tâm lý: cuộc gọi điện lúc 3 giờ sáng từ một số máy đã chết cách đây hai năm.,"[SHOT 1] Bedroom, 3:00 AM; rain scratches the glass. Son's phone lights up — caller ID reads 'ME', his late mother. He freezes mid-reach, palm hovering.\n[SHOT 2] Close-up on the screen: dead digits on a number that stopped existing, and the call keeps ringing. He answers, says nothing.\n[SHOT 3] POV down the dark hallway as he walks, phone pressed to his ear; TV static hisses a question in his mother's voice: 'Sao con con thuc?'\n[SHOT 4] Hard focus rack to the far end of the corridor: a shadow in a wheelchair that was not there a second ago.\n[SHOT 5] Quick handheld collapse; the line dies and the whole house jumps to total black. Grade: iodine green night-vision tones with sodium glow. Mood: grief that refuses to hang up."
"Tôi cần một phân cảnh người mẹ già đến thăm con gái vừa phẫu thuật trong bệnh viện. 5 shot, tình cảm, nhân văn, kèm cử chỉ nhỏ đầy thương yêu.","[SHOT 1] Hospital ward, late afternoon; sunlight draws a ladder across white linen. Ba Tam, the aging mother, wheels herself to the bedside where her grown daughter lies after surgery, arranging two mandarins on the tray like an offering.\n[SHOT 2] Medium two-shot: the daughter turns, eyes wet but unspent, and speaks small: <d>VIETNAMESE 'Me ve ngu di.'</d>\n[SHOT 3] Close-up of the mother's hands folding an old scarf over her own shoulders like armor.\n[SHOT 4] Wide low angle: the mother sits, hand hovering, never quite daring to touch the daughter's hair.\n[SHOT 5] Slow lap dissolve to evening emptiness; only then the daughter lets one tear drop onto cloth. Music: a single cello. Grade: ivory and muted rose, dust motes floating in the light. Tone: tenderness worn thin by worry."
"Dựng storyboard cho cảnh căng thẳng trên xe buýt đêm: một hành khách trẻ nghi kẻ đứng cách mình ba bậc ghế là kẻ rình mò. Giật gân, không bạo lực.","[SHOT 1] Night bus, Route 27, half empty; fluorescent white rattles the windows. Khoa watches a man in a linen jacket who has not blinked for three stops.\n[SHOT 2] Over-shoulder medium: the man's hand slides down to a folded newspaper, top edge lifting — not a weapon, just someone older than his shirt.\n[SHOT 3] Two close-ups cut rhythmically: Khoa's knuckles going pale, the stranger's foot tapping in Morse. The only sound is the brakes pumping.\n[SHOT 4] Safety wide through the windshield as the bus hits a red light; both men rise at once, locked in a stare that says everything.\n[SHOT 5] The door hisses open on an empty street; Khoa steps out, the man picks the same stop by pure chance and walks the other way. Silence holds. Grade: cold sodium with teal shadows. Feeling: paranoia sharpened to a blade."
"Viết phân cảnh nụ hôn đầu tiên của một cặp đôi người lớn trên mái nhà giữa cơn mưa bất chợt. Dựng 5 shot, lãng mạn và nồng nhiệt.","[SHOT 1] Rooftop cafe, 11 PM; Mai and Dung share one wet umbrella as the first fat drops land, city light smearing into tangerine pools below.\n[SHOT 2] Medium two-shot; she laughs, shaking water off the rim of her glass, then goes quiet when he reaches to tuck her hair behind her ear.\n[SHOT 3] Close-up, 85mm; their foreheads touch, her breath slowing. He murmurs <d>VIETNAMESE 'Anh chua hon ai trong mua bao gio.'</d>\n[SHOT 4] Slow-motion medium as their lips meet; the rain suddenly doubles, beading bright on their cheeks while the camera orbits gently.\n[SHOT 5] Wide crane rising into the downpour; they pull apart laughing, forehead to forehead, warm breath visible in the cold. Grade: deep teal night with warm sodium rim light. Atmosphere: the whole city recedes to nothing."
"Phát triển cảnh mở đầu một bộ phim về cô gái trẻ nhận di sản là cuốn album ảnh của người bà cô chưa từng gặp. 5 shot, thiên về tò mò và nỗi cô đơn.","[SHOT 1] Notary office, dust-suspended afternoon; a brass lamp hums. Linh signs the inheritance papers, opens the cardboard box, and finds a vinyl-bound album with no name — only a date: 1974.\n[SHOT 2] Close-up on her thumb brushing the spine; years of dust lift into the light.\n[SHOT 3] POV page-turn: sepia portraits of a woman with Linh's exact eyes; behind her, in one corner, a man holding a scythe like a friend.\n[SHOT 4] Over-shoulder as she finds a half-torn ferry ticket dated the very week her grandmother vanished from the family tree.\n[SHOT 5] Steadicam backward as she walks to the window holding the album; the city doubles as her reflection. Soundscape: ticking clock, page rustle, distant bell. Grade: faded amber with cool blue shadows. Feeling: a door opening onto loneliness."
"Viết kịch bản dựng cảnh một cô gái lẻ loi vào ngọn hải đăng bỏ hoang giữa sương mù để tìm người thân mất tích. Storyboard 5 shot, rờn rợn.","[SHOT 1] Aerial drone from sea level: white fog swallows the lighthouse mid-tower so only the lamp-room floats above the mist like an eye. Yen anchors her rowboat on sand slick as skin.\n[SHOT 2] Boots and creaking floor, handheld inside the base; her torch blade cuts the dark, dust storming around the beam. Her call fades: 'Bo oi?'\n[SHOT 3] POV up the spiral staircase; every step rings twice — hers, then a wet echo she did not make.\n[SHOT 4] Close-up on a coiled rope at the top, still warm, still damp.\n[SHOT 5] Wide as the fog clears for one second to reveal a second boat beside hers — empty, rocking. She stops breathing. Grade: desaturated slate and bone white. Soundscape: a deep foghorn every thirty seconds, water dripping."
Dựng 5 shot cho phân cảnh một người cha thất nghiệp lén nấu một bữa cơm tươm tất cho vợ sau khi anh vừa mất việc mà chưa dám kể.,"[SHOT 1] Narrow galley kitchen at dusk; one bulb over the stove. Tung ties his last tie on backward as an apron, cracks three eggs into hot oil — sizzle louder than his heartbeat.\n[SHOT 2] Close-up of his hands mincing herbs too finely, a small act of apology to no one.\n[SHOT 3] He stumbles on the old job news drifting in from the neighbor's radio; he turns the faucet to full blast to drown it.\n[SHOT 4] Medium as his wife's key turns in the lock; he wipes his brow, arranges the plates like evidence of a good day.\n[SHOT 5] Wide warm two-shot through the doorway: she eats a quiet bite and says <d>VIETNAMESE 'Do an dam hon moi hom.'</d> He almost cries. Grade: amber practical light, green-grey shadows. Feeling: dignity served hot."
