prompt,response
"Tạo ảnh một con phố Hà Nội đêm mưa theo phong cách cyberpunk neon, ánh đèn màu hồng tím phản chiếu trên mặt đường ướt, không khí phim noir đô thị.","A bustling Hanoi street at night during heavy rain, wet asphalt reflecting vivid pink and violet neon signs of future-tech shops, motorbikes with glowing headlights streaming past, towering holographic billboards with Vietnamese characters, rain streaks rendered as long light trails, cold blue ambient light clashing with hot magenta glow, cyberpunk atmosphere, cinematic film still, volumetric neon glow, rim lighting on wet surfaces, high contrast, highly detailed, masterpiece, best quality, 8k. Negative prompt: low quality, blurry, oversaturated, washed out, flat lighting, deformed, watermark, text"
"Tạo ảnh một người đàn ông mặc áo mưa đứng chờ dưới đèn đường ở Sài Gòn lúc nửa đêm, theo phong cách phim noir đen trắng, khói thuốc quyện trong ánh sáng.","A lone man in a trench coat waiting under a flickering streetlamp on a Saigon sidewalk at midnight, cigarette smoke drifting through a thin blade of sodium light, venetian blind shadows striping the brick wall behind him, low camera angle, high contrast monochrome film grain, hard key light carving the silhouette, deep crushed blacks, moody film noir atmosphere, cult classic film still, rim light catching the brim of his fedora, chiaroscuro shading, masterpiece, best quality, highly detailed, 8k. Negative prompt: low quality, blurry, oversaturated, washed out, flat lighting, deformed, watermark, text"
"Tạo ảnh phong cảnh sông Hương, Huế lúc bình minh theo phong cách tranh màu nước, màu nhẹ nhàng mơ màng, chùa Thiên Mụ xa xa.","A soft watercolor painting of the Perfume River in Hue at dawn, Thien Mu pagoda silhouetted on the misty far bank, drifting boats with conical hats, loose expressive brushstrokes, subtle color bleeding between wet washes, muted pastel palette of ivory, jade and blush rose, visible cold-press paper texture, airy diffused morning light, dreamy translucent atmosphere, delicate wet-on-wet technique, painterly masterpiece, best quality, highly detailed, 8k. Negative prompt: low quality, blurry, oversaturated, washed out, flat lighting, deformed, watermark, text"
"Tạo ảnh chợ nổi Cần Thơ lúc bình minh theo phong cách tranh sơn dầu baroque, ánh sáng vàng rực kịch tính chia sáng tối rõ nét, giàu chi tiết.","A baroque oil painting of the floating market in Can Tho at sunrise, dramatic golden god rays bursting through morning clouds onto wooden sampans piled with ripe tropical fruit, deep chiaroscuro carving sculptural forms out of rich mahogany shadows, glazed umber darks and luminous amber highlights, impasto strokes glittering on rippled water, opulent theatrical harmony, style of 17th century Dutch masters, warm candle-to-sun lighting, masterpiece, best quality, highly detailed, 8k. Negative prompt: low quality, blurry, oversaturated, washed out, flat lighting, deformed, watermark, text"
"Tạo ảnh phố cổ Hội An ban đêm với lồng đèn đỏ vàng sáng rực, theo phong cách pixel art 16-bit, cảm giác game điện tử cổ điển.","A 16-bit pixel art scene of Hoi An old town at night, rows of glowing red and gold paper lanterns lining the riverfront, silhouetted wooden boats on dark water, tiny pixel crowds crossing the ancient covered bridge, dithering textures on old tiles, limited retro palette of crimson, amber and indigo, night sky speckled with pixel stars, coherent warm lantern glow against cool shadows, nostalgic SNES-era video game aesthetic, crisp chunky pixels, best quality, highly detailed, 8k. Negative prompt: low quality, blurry, oversaturated, washed out, flat lighting, deformed, watermark, text"
"Tạo ảnh một quán cà phê kiểu hoài cổ ở Sài Gòn theo phong cách vaporwave, màu neon tím hồng mờ ảo, cảm giác hoài niệm tương lai.","A vaporwave scene of a retro Saigon coffee shop bathed in hazy pink and lavender neon, glossy checkerboard tiled floor reflecting surreal marble statues and potted palms, a pixelated gradient sun on the horizon, chrome accents and an old CRT screen glowing, soft dreamlike focus, pastel magenta and cyan split color grading, gentle bloom lighting, nostalgic analog futurism, glossy reflections, concept art in the style of 1980s synthwave album covers, masterpiece, best quality, highly detailed, 8k. Negative prompt: low quality, blurry, oversaturated, washed out, flat lighting, deformed, watermark, text"
"Tạo ảnh một biệt thự Pháp cổ ở Hà Nội trong sương mù dày đặc theo phong cách gothic tăm tối, một ô cửa sổ duy nhất le lói ánh nến.","An old French colonial villa in Hanoi wrapped in thick fog, gothic gables and pointed arches rising into a charcoal sky, bare twisted branches clawing the facade, a single candle flickering in an upper window, cool blue-grey monochrome palette with faint warm amber accent, creeping skeletal shadows across the damp courtyard, ominous silhouettes, atmospheric horror mood, dramatic somber lighting with soft diffusion, cinematic dark fantasy concept art, masterpiece, best quality, highly detailed, 8k. Negative prompt: low quality, blurry, oversaturated, washed out, flat lighting, deformed, watermark, text"
"Tạo ảnh ruộng bậc thang Sapa mùa lúa chín theo phong cách trường phái ấn tượng, nét cọ rời rạc, mảng màu vàng xanh lung linh dưới nắng sớm.","An impressionist painting of terraced rice fields in Sapa at harvest, broken energetic brushstrokes of gold, emerald and amber rippling down the hillsides, dappled morning light filtering through soft clouds, tiny farmers in conical hats as loose flecks of color, shimmering reflections on flooded paddies, soft blurred edges and visible lively paint work, luminous plein-air atmosphere, in the style of Monet's late landscapes, vivid yet tender palette, masterpiece, best quality, highly detailed, 8k. Negative prompt: low quality, blurry, oversaturated, washed out, flat lighting, deformed, watermark, text"
"Tạo ảnh vịnh Hạ Long với những đảo đá vôi hình khối theo phong cách lowpoly 3D, mặt nước xanh ngọc phẳng lặng, màu sắc tươi sáng.","A geometric lowpoly 3D artwork of Ha Long Bay, angular faceted limestone karst islands rising from calm jade water, crisp triangular facets catching smooth gradient sunlight, stylized Vietnamese junks with low-polygon sails, flattened geometric clouds, gradient lighting from warm gold on the peaks to cool aqua in the shadows, clean minimal stylized aesthetic, glossy reflective water, game-engine render look, best quality, highly detailed, 8k. Negative prompt: low quality, blurry, oversaturated, washed out, flat lighting, deformed, watermark, text"
"Tạo ảnh khu phố cổ Hà Nội với nhà ống mái ngói theo phong cách tranh khắc gỗ ukiyo-e Nhật Bản, màu chàm đất nung phẳng, nét viền đen rõ.","An ukiyo-e woodblock print style artwork of the Hanoi old quarter, traditional tube houses with curved tiled roofs and wooden lattice doors, calligraphic shop signs in neat scripts, silhouetted passersby in simple tunics, bold flat color fields of indigo, ochre and vermilion, crisp black contour lines, subtle woodgrain and slight misregistration texture, stylized spiral clouds, flat graphic perspective reminiscent of Hiroshige prints, serene balanced composition, masterpiece, best quality, highly detailed, 8k. Negative prompt: low quality, blurry, oversaturated, washed out, flat lighting, deformed, watermark, text"
